,Unnamed: 0,Unnamed: 0.1,品番,日付,日量数,当月必要数,当月稼働日数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,平均日量数（箱）,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日,設計値MIN,設計値MAX,入庫数（箱）＞検収数,入庫数（箱）＞日量数（箱）,入庫数（箱）＜検収数,入庫数（箱）＜日量数（箱）
2117,2117,2073,G117362010,22,815.0,18814,21.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18,0.85,1,1,1,3.05,45.27777777777778,46,49.77248677248677,45,45.0,47.0,77.0,0.0,20.157857142857143,69.93034391534391,0,0,0,0
2118,2118,2074,3519510A010,22,360.0,8236,21.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,600,0.63,1,1,2,2.34,0.6,1,0.6536507936507937,1,1.0,0.0,3.0,0.1,0.10915968253968254,0.5013501587301588,0,1,0,0
2119,2119,2075,35505ECB010,22,360.0,8236,21.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24,0.81,1,1,2,2.34,15.0,15,16.341269841269842,18,18.0,15.0,10.0,0.1,2.7289920634920635,12.533753968253968,0,0,0,0
2120,2120,2076,9094906A012,22,2805.0,64678,21.0,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500,0.59,3,1,2,2.34,5.61,6,6.159809523809524,8,5.0,5.0,6.0,0.1,1.0286881904761904,4.724573904761905,0,0,1,0
2121,2121,2077,34989ECB020,22,815.0,18812,26.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,1,2.33,1.63,2,1.4470769230769231,3,1.0,1.0,5.0,0.0,0.4818766153846154,1.9289535384615384,0,0,1,1
2122,2122,2078,34989ECB030,22,815.0,18812,26.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,1000,0.8,1,1,1,2.33,0.815,1,0.7235384615384616,2,0.0,1.0,2.0,0.0,0.2409383076923077,0.9644767692307692,0,0,1,1
2123,2123,2079,34989ECE010,22,138.0,3211,26.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.72,1,1,1,2.33,0.276,1,0.247,1,0.0,0.0,2.0,0.0,0.082251,0.329251,0,0,1,1
2124,2124,2080,9050827A011,22,360.0,8236,21.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200,0.78,1,1,8,11.12,1.8,2,1.960952380952381,2,2.0,2.0,2.0,0.08,0.2970842857142857,0.6990795238095239,0,0,0,0
2125,2125,2081,9052409A003,22,360.0,8236,21.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,500,0.78,1,1,8,11.12,0.72,1,0.7843809523809524,1,0.0,1.0,1.0,0.08,0.11883371428571428,0.2796318095238095,0,0,1,1
2126,2126,2082,2030044001J,22,360.0,8236,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400,0.54,1,1,2,3.52,0.9,1,0.9804761904761904,1,1.0,1.0,1.0,0.03,0.22158761904761906,0.74124,0,0,0,0
2127,2127,2083,9030106A018,22,4340.0,99964,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,2000,0.56,3,1,2,3.52,2.17,3,2.380095238095238,3,3.0,2.0,4.0,0.03,0.5379015238095238,1.7993519999999998,0,0,0,0
2128,2128,2084,9030111A014,22,4075.0,94070,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,3,1,2,3.52,4.075,5,4.479523809523808,6,4.0,4.0,5.0,0.03,1.0123723809523806,3.3865199999999986,0,0,0,0
2129,2129,2085,9030115A011,22,910.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,1,1,2,3.52,0.91,1,1.0074285714285711,1,1.0,1.0,3.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
2130,2130,2086,9030117A010,22,1175.0,27050,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.54,3,1,2,3.52,1.175,2,1.2880952380952382,2,1.0,2.0,3.0,0.03,0.2911095238095238,0.9738,0,0,1,0
2131,2131,2087,9030119A010,22,910.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.58,1,1,2,3.52,0.91,1,1.0074285714285711,2,2.0,0.0,1.0,0.03,0.2276788571428571,0.7616159999999997,0,1,0,0
2132,2132,2088,9030119A011,22,720.0,16472,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200,0.54,1,1,2,3.52,3.6,4,3.921904761904762,5,4.0,4.0,2.0,0.03,0.8863504761904761,2.96496,0,0,0,0
2133,2133,2089,9031150A014,22,815.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.54,1,1,2,3.52,9.702380952380953,10,10.665532879818594,12,10.0,10.0,3.0,0.03,2.4104104308390024,8.063142857142857,0,0,0,0
2134,2134,2090,9031150A015,22,815.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.53,1,1,2,3.52,9.702380952380953,10,10.665532879818594,12,11.0,10.0,5.0,0.03,2.4104104308390024,8.063142857142857,0,0,0,0
2135,2135,2091,G1250ECB010,22,216.0,5056,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,3.6,4,4.0126984126984135,3,3.0,4.0,5.0,0.24,1.4445714285714288,4.413968253968255,0,0,0,0
2136,2136,2092,G1250ECC010,22,144.0,3180,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,2.4,3,2.5238095238095237,2,2.0,3.0,3.0,0.24,0.9085714285714288,2.776190476190477,0,0,0,0
2137,2137,2093,G1250ECE010,22,455.0,10578,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.88,1,1,2,6.2,7.583333333333332,8,8.395238095238097,8,8.0,8.0,15.0,0.24,3.0222857142857147,9.234761904761909,0,0,0,0
2138,2138,2094,9036324A003,22,360.0,8236,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22,0.74,1,1,8,9.0,16.363636363636363,17,17.826839826839823,19,20.0,16.0,8.0,0.09,2.2283549783549783,6.06112554112554,0,0,0,0
2139,2139,2095,9036324A004,22,815.0,18814,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30,0.74,1,1,8,9.0,27.16666666666667,28,29.863492063492064,32,35.0,27.0,21.0,0.09,3.732936507936509,10.153587301587304,0,0,0,0
2140,2140,2096,9036324A005,22,455.0,10578,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,22,0.69,1,1,8,9.0,20.681818181818183,21,22.89610389610389,26,27.0,21.0,19.0,0.09,2.8620129870129865,7.784675324675324,0,0,0,0
2141,2141,2097,9036340A010,22,1630.0,37628,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,80,0.74,3,1,8,9.0,20.375,21,22.39761904761905,24,25.0,22.0,17.0,0.09,2.799702380952382,7.615190476190477,0,0,0,0
2142,2142,2098,35165ECE010,22,455.0,10578,21.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200,0.63,1,1,1,1.21,2.275,3,2.5185714285714287,3,3.0,3.0,6.0,0.0,0.5566042857142858,3.0751757142857143,0,0,0,0
2143,2143,2099,3539450A010,22,1630.0,37628,21.0,ミズショー（株）,TP-331 ﾊﾝﾖｳ,2000,0.71,3,1,1,1.88,0.815,1,0.8959047619047621,1,1.0,3.0,3.0,0.0,0.2580205714285715,1.1539253333333337,0,0,0,0
2144,2144,2100,9020150A002,22,360.0,8236,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.73,1,1,1,0.73,3.6,4,3.921904761904762,4,4.0,4.0,3.0,0.0,0.6784895238095239,4.600394285714286,0,0,0,0
2145,2145,2101,9020156A001,22,360.0,8236,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.75,1,1,1,0.73,3.6,4,3.921904761904762,4,4.0,4.0,2.0,0.0,0.6784895238095239,4.600394285714286,0,0,0,0
2146,2146,2102,9020156A002,22,455.0,10578,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.73,1,1,1,0.73,4.55,5,5.0371428571428565,5,5.0,5.0,4.0,0.0,0.8714257142857141,5.908568571428571,0,0,0,0
2147,2147,2103,9056439A005,22,285.0,6630,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,2.85,3,3.1571428571428566,3,3.0,3.0,11.0,0.0,0.5461857142857142,3.70332857142857,0,0,0,0
2148,2148,2104,9056439A006,22,101.0,2349,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,1.01,2,1.1185714285714283,2,2.0,1.0,6.0,0.0,0.19351285714285715,1.3120842857142854,0,1,0,0
2149,2149,2105,9056450A002,22,80.0,1829,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.8,1,0.870952380952381,3,3.0,4.0,5.0,0.0,0.15067476190476192,1.021627142857143,0,1,0,0
2150,2150,2106,9056450A003,22,226.0,5168,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,2.26,3,2.460952380952381,1,1.0,1.0,10.0,0.0,0.425744761904762,2.8866971428571433,0,0,0,1
2151,2151,2107,9056451A082,22,45.0,1042,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.45,1,0.4961904761904762,1,1.0,0.0,5.0,0.0,0.08584095238095238,0.5820314285714285,0,1,0,0
2152,2152,2108,9056451A084,22,81.0,1859,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.81,1,0.8852380952380952,1,1.0,0.0,12.0,0.0,0.1531461904761905,1.0383842857142858,0,0,0,0
2153,2153,2109,9056451A085,22,68.0,1548,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.68,1,0.7371428571428571,1,1.0,1.0,10.0,0.0,0.1275257142857143,0.8646685714285713,0,0,0,0
2154,2154,2110,9056455A042,22,50.0,1138,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.5,1,0.5419047619047619,1,1.0,0.0,11.0,0.0,0.0937495238095238,0.6356542857142857,0,1,0,0
2155,2155,2111,9056455A044,22,43.0,981,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.43,1,0.4671428571428571,2,2.0,1.0,9.0,0.0,0.08081571428571427,0.5479585714285714,0,1,0,0
2156,2156,2112,9056455A046,22,16.0,375,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.16,1,0.17857142857142858,1,1.0,0.0,7.0,0.0,0.030892857142857142,0.2094642857142857,0,1,0,0
2157,2157,2113,9056457A134,22,104.0,2419,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,1.04,2,1.151904761904762,1,1.0,0.0,7.0,0.0,0.19927952380952385,1.351184285714286,0,0,0,0
2158,2158,2114,9056457A135,22,162.0,3766,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,1.62,2,1.7933333333333334,1,1.0,1.0,10.0,0.0,0.3102466666666667,2.10358,0,0,0,1
2159,2159,2115,9056457A136,22,86.0,1999,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.86,1,0.9519047619047621,2,2.0,1.0,5.0,0.0,0.16467952380952386,1.1165842857142858,0,1,0,0
2160,2160,2116,9056457A137,22,44.0,1024,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.44,1,0.4876190476190476,1,1.0,1.0,3.0,0.0,0.08435809523809522,0.5719771428571429,0,1,0,0
2161,2161,2117,9056463A034,22,5.0,114,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.05,1,0.054285714285714284,1,1.0,1.0,2.0,0.0,0.009391428571428571,0.06367714285714285,0,1,0,0
2162,2162,2118,9056463A035,22,0.0,0,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.0,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0
2163,2163,2119,9056463A036,22,0.0,0,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.0,0,0.0,2,2.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0
2164,2164,2120,9056463A037,22,0.0,0,21.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,0.0,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0
2165,2165,2121,82125ECB010,22,360.0,8236,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,3.6,4,3.921904761904762,5,5.0,4.0,5.0,0.0,1.0942114285714286,5.0161161904761915,0,0,0,0
2166,2166,2122,82125ECE010,22,455.0,10578,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,4.55,5,5.0371428571428565,6,6.0,5.0,7.0,0.0,1.4053628571428571,6.442505714285714,0,0,0,0
2167,2167,2123,82824ECB010,22,360.0,8236,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32,0.57,1,1,1,1.79,11.25,12,12.25595238095238,14,14.0,12.0,12.0,0.0,3.419410714285714,15.675363095238097,0,0,0,0
2168,2168,2124,82824ECB020,22,815.0,18814,21.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40,0.58,1,1,1,1.79,20.375,21,22.39761904761905,23,23.0,22.0,23.0,0.0,6.248935714285716,28.64655476190477,0,0,0,0
2169,2169,2125,G1144ECE010,22,455.0,10578,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8,0.58,2,1,1,1.79,56.875,57,62.964285714285715,68,68.0,59.0,82.0,0.0,17.567035714285716,80.53132142857143,0,0,0,0
2170,2170,2126,35847ECB010,22,360.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80,0.51,1,1,1,1.9,4.5,5,4.902380952380953,7,7.0,6.0,4.0,0.0,1.4216904761904765,6.324071428571429,0,1,0,0
2171,2171,2127,35847ECB020,22,360.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70,0.5,1,1,1,1.9,5.142857142857143,6,5.602721088435374,7,7.0,5.0,7.0,0.0,1.6247891156462586,7.227510204081633,0,0,0,0
2172,2172,2128,35847ECE010,22,455.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40,0.5,1,1,1,1.9,11.375,12,12.592857142857143,14,14.0,12.0,18.0,0.0,3.651928571428572,16.244785714285715,0,0,0,0
2173,2173,2129,35847ECE020,22,455.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60,0.49,1,1,1,1.9,7.583333333333332,8,8.395238095238097,9,9.0,8.0,13.0,0.0,2.4346190476190483,10.829857142857144,0,0,0,0
2174,2174,2130,35882ECB010,22,360.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50,0.5,1,1,1,1.9,7.2,8,7.843809523809524,10,10.0,8.0,6.0,0.0,2.2747047619047622,10.118514285714287,0,0,0,0
2175,2175,2131,35441ECB010,22,815.0,18814,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48,0.67,3,1,1,2.14,16.979166666666668,17,18.664682539682538,20,35.0,17.0,33.0,0.0,5.860710317460318,24.525392857142855,1,1,0,0
2176,2176,2132,35441TFA010,22,360.0,8236,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100,0.67,1,1,1,2.14,3.6,4,3.921904761904762,5,7.0,3.0,6.0,0.0,1.2314780952380957,5.153382857142859,0,1,0,0
2177,2177,2133,35409ECB010,22,360.0,8236,21.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200,0.66,1,1,1,2.26,1.8,2,1.960952380952381,2,4.0,2.0,4.0,0.0,0.6392704761904762,2.600222857142857,1,1,0,0
2178,2178,2134,35300ECB010,25,877.0,18814,21.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12,0.91,3,1,4,8.04,73.08333333333333,74,74.6587301587302,57,39.0,42.0,112.0,0.14,16.872873015873026,45.989777777777796,0,0,0,1
2179,2179,2135,35580ECB011,25,384.0,8235,21.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6,0.9,3,1,4,8.04,64.0,64,65.35714285714286,50,22.0,37.0,97.0,0.14,14.770714285714286,40.26000000000001,0,0,1,1
2180,2180,2136,1040052001Z,25,493.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.53,3,1,6,5.76,2.465,3,2.5185714285714287,2,2.0,2.0,4.0,0.08,0.28375904761904763,0.9050066666666668,0,0,0,0
2181,2181,2137,1040183011P,25,1152.0,24705,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,1,1,6,5.76,2.3040000000000003,3,2.3528571428571428,2,1.0,1.0,2.0,0.08,0.26508857142857145,0.84546,0,0,1,1
2182,2182,2138,3040052001B,25,4001.0,85834,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.52,3,1,6,5.76,8.002,9,8.174666666666667,10,4.0,5.0,3.0,0.08,0.9210124444444444,2.9374302222222224,0,0,1,1
2183,2183,2139,9010506A089,25,1754.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.5,3,1,6,5.76,1.1693333333333331,2,1.1945396825396826,1,1.0,1.0,3.0,0.08,0.13458480423280425,0.429237925925926,0,0,0,0
2184,2184,2140,9010508A014,25,33160.0,711380,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,3,1,6,5.76,66.32,67,67.75047619047618,53,45.0,49.0,40.0,0.08,7.6332203174603155,24.34500444444444,0,0,0,0
2185,2185,2141,9010508A042,25,1920.0,41180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300,0.53,1,1,6,5.76,6.4,7,6.536507936507936,5,3.0,4.0,3.0,0.08,0.7364465608465608,2.348785185185185,0,0,1,1
2186,2186,2142,9010512A018,25,12060.0,258712,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200,0.74,3,1,6,5.76,60.3,61,61.59809523809525,55,29.0,34.0,30.0,0.08,6.9400520634920655,22.134248888888887,0,0,1,1
2187,2187,2143,9011906908,25,1261.0,27050,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.54,3,1,6,5.76,0.6305,1,0.6440476190476191,1,1.0,0.0,4.0,0.08,0.07256269841269841,0.2314277777777778,0,1,0,0
2188,2188,2144,9011906A065,25,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,1,1,6,5.76,2.631,3,2.6877142857142857,2,1.0,1.0,3.0,0.08,0.3028158095238096,0.9657853333333332,0,0,1,1
2189,2189,2145,9014908A008,25,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800,0.52,1,1,6,5.76,3.28875,4,3.3596428571428567,4,3.0,2.0,8.0,0.08,0.3785197619047619,1.2072316666666665,0,0,0,0
2190,2190,2146,9015905A007,25,5262.0,112860,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,6,5.76,2.631,3,2.6871428571428573,2,1.0,2.0,5.0,0.08,0.3027514285714286,0.96558,0,0,1,1
2191,2191,2147,9015906A021,25,7400.0,158714,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1200,0.52,3,1,6,5.76,6.166666666666668,7,6.298174603174603,5,3.0,4.0,5.0,0.08,0.7095943386243387,2.2631440740740745,0,0,1,1
2192,2192,2148,9015906A022,25,13155.0,282180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.51,3,1,6,5.76,8.77,9,8.958095238095238,7,3.0,5.0,7.0,0.08,1.0092787301587305,3.2189422222222217,0,0,1,1
2193,2193,2149,9015906A023,25,2631.0,56430,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1300,0.52,3,1,6,5.76,2.023846153846154,3,2.0670329670329672,2,1.0,1.0,6.0,0.08,0.2328857142857143,0.7427538461538462,0,0,1,1
2194,2194,2150,9034114A004,25,384.0,8236,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,0.768,1,0.7843809523809524,1,1.0,0.0,1.0,0.08,0.0883735873015873,0.28185422222222223,0,0,0,0
2195,2195,2151,9034118A024,25,493.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.52,3,1,6,5.76,2.465,3,2.5185714285714287,2,1.0,2.0,5.0,0.08,0.28375904761904763,0.9050066666666668,0,0,1,1
2196,2196,2152,9093003179,25,877.0,18814,26.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,1.754,2,1.4472307692307689,2,1.0,1.0,5.0,0.08,0.16305466666666668,0.5200382564102564,0,0,1,1
2197,2197,2153,9155180614,25,4276.0,91728,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.54,3,1,6,5.76,2.8506666666666667,3,2.912,3,2.0,1.0,4.0,0.08,0.3280853333333333,1.0463786666666668,0,0,0,0
2198,2198,2154,9155180640,25,1754.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.54,3,1,6,5.76,1.754,2,1.7918095238095242,3,2.0,1.0,5.0,0.08,0.2018772063492064,0.643856888888889,0,0,0,0
2199,2199,2155,9161140614,25,14032.0,301024,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2500,0.52,3,1,6,5.76,5.6128,6,5.733790476190476,3,1.0,3.0,4.0,0.08,0.6460070603174604,2.0603420444444445,0,0,1,1
2200,2200,2156,9167180618,25,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,3,1,6,5.76,2.631,3,2.6877142857142857,2,1.0,2.0,3.0,0.08,0.3028158095238096,0.9657853333333332,0,0,1,1
2201,2201,2157,G1163ECB010,25,720.0,15168,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80,0.54,1,1,6,5.76,9.0,9,9.028571428571428,7,4.0,5.0,6.0,0.08,1.0172190476190477,3.244266666666667,0,0,1,1
2202,2202,2158,G1163ECE010,25,1911.0,41274,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100,0.53,1,1,6,5.76,19.11,20,19.654285714285713,16,9.0,11.0,14.0,0.08,2.214382857142857,7.06244,0,0,1,1
2203,2203,2159,35145ECE020,25,493.0,10578,21.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100,0.65,1,1,4,6.88,4.93,5,5.0371428571428565,5,1.0,3.0,5.0,0.13,0.9923171428571428,2.906431428571428,0,0,1,1
2204,2204,2160,35174ECB010,25,384.0,8236,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20,0.87,1,1,4,6.88,19.2,20,19.609523809523807,23,7.0,12.0,11.0,0.13,3.86307619047619,11.314695238095233,0,0,1,1
2205,2205,2161,35174ECE010,25,493.0,10578,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40,0.87,1,1,4,6.88,12.325,13,12.592857142857143,13,4.0,7.0,14.0,0.13,2.480792857142857,7.2660785714285705,0,0,1,1
2206,2206,2162,35174ECE020,25,493.0,10578,21.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90,0.63,3,1,4,6.88,5.477777777777778,6,5.5968253968253965,5,1.0,3.0,10.0,0.13,1.102574603174603,3.2293682539682536,0,0,1,1
2207,2207,2163,35312ECB010,25,384.0,8236,21.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63,0.59,1,1,1,1.9,6.095238095238094,7,6.2252456538170815,8,0.0,3.0,3.0,0.0,1.8053212396069536,8.030566893424037,0,0,1,1
2208,2208,2164,01912ECB040,25,877.0,18814,26.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50,0.25,1,1,1,2.12,17.54,18,14.472307692307696,19,19.0,10.0,32.0,0.0,4.515360000000001,18.987667692307696,0,0,0,0
2209,2209,2165,019128GA010,25,877.0,18814,26.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,17.54,18,14.472307692307696,21,0.0,10.0,26.0,0.29,3.357575384615386,14.790698461538465,0,0,1,1
2210,2210,2166,01912ECB010,25,1754.0,37620,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300,0.85,1,1,2,3.64,5.846666666666668,6,4.823076923076923,7,0.0,4.0,10.0,0.29,1.1189538461538462,4.929184615384616,0,0,1,1
2211,2211,2167,82821CWA030,25,877.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200,0.83,1,1,2,3.64,4.385,5,3.6173076923076923,5,0.0,2.0,8.0,0.29,0.8392153846153847,3.6968884615384616,0,0,1,1
2212,2212,2168,82821ECB010,25,877.0,18814,26.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400,0.83,1,1,2,3.64,2.1925,3,1.8090384615384616,2,0.0,1.0,4.0,0.29,0.4196969230769232,1.848837307692308,0,0,1,1
2213,2213,2169,82821ECB020,25,877.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200,0.87,1,1,2,3.64,4.385,5,3.618076923076924,4,0.0,2.0,10.0,0.29,0.8393938461538465,3.697674615384616,0,0,1,1
2214,2214,2170,82821ECB040,25,384.0,8236,21.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100,0.83,1,1,2,3.64,3.84,4,3.921904761904762,4,0.0,3.0,2.0,0.29,0.9098819047619048,4.008186666666667,0,0,1,1
2215,2215,2171,82821ECB050,25,877.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100,0.83,1,1,2,3.64,8.77,9,7.234615384615385,9,0.0,5.0,14.0,0.29,1.6784307692307696,7.393776923076923,0,0,1,1
2216,2216,2172,82821ECE010,25,493.0,10577,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,9.86,10,8.136153846153848,10,0.0,5.0,28.0,0.29,1.887587692307693,8.315149230769233,0,0,1,1
2217,2217,2173,82821XAE010,25,877.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100,0.87,1,1,2,3.64,8.77,9,7.236153846153848,10,0.0,5.0,16.0,0.29,1.678787692307693,7.395349230769233,0,0,1,1
2218,2218,2174,82821XAE020,25,384.0,8236,21.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400,0.81,1,1,2,3.64,0.96,1,0.9804761904761904,1,0.0,0.0,1.0,0.29,0.2274704761904762,1.0020466666666663,0,0,1,1
2219,2219,2175,2030045013L,25,2247.0,48206,21.0,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,1,1.96,1.1235,2,1.1477619047619048,2,0.0,1.0,1.0,0.0,0.3397375238095238,1.4874994285714287,0,0,1,1
2220,2220,2176,36108ECB010,25,384.0,8236,21.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150,0.64,1,1,1,1.97,2.56,3,2.614603174603175,3,0.0,1.0,3.0,0.0,0.7765371428571428,3.3911403174603176,0,0,1,1
