,Unnamed: 0,品番,日付,日量数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日
811,797,9033904A003,11,766.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.6,3,1,1,1.78,0.0,0,2,1.0,0.0,3.0,0.0
812,798,35145ECB010,11,383.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.62,3,1,1,1.74,3.83,4,4,4.0,1.0,7.0,0.0
813,799,35145ECE010,11,462.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.65,1,1,1,1.74,4.62,5,5,5.0,3.0,7.0,0.0
814,800,35195ECE010,11,924.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,3,1,1,1.74,2.31,3,3,3.0,2.0,7.0,0.0
815,801,35195TFG010,11,924.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,1,1,1,1.74,2.31,3,3,3.0,2.0,5.0,0.0
816,802,35771ECB010,11,383.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4.0,0.78,3,1,6,4.92,95.75,96,61,47.0,48.0,27.0,0.12
817,803,35771ECE010,11,462.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6.0,0.78,2,1,6,4.92,77.0,77,53,42.0,38.0,60.0,0.12
818,804,01912ECB060,11,383.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400.0,0.78,1,1,1,3.25,0.9575,1,1,1.0,0.0,2.0,0.0
819,805,2030052002N,11,845.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.5,3,1,2,1.06,2.816666666666667,3,3,3.0,2.0,4.0,0.12
820,806,9034108A006,11,,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,2,1.06,0.0,0,4,4.0,1.0,4.0,0.12
821,807,9034118090,11,845.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.54,3,1,2,1.06,2.816666666666667,3,3,3.0,2.0,7.0,0.12
822,808,3559850A010,11,383.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100.0,0.9,1,1,2,3.92,3.83,4,4,4.0,2.0,1.0,0.32
823,809,9034118060,11,462.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300.0,0.74,1,1,1,3.0,1.54,2,3,2.0,1.0,7.0,0.0
824,810,G1174ECB010,11,383.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.66,8,8,0.0,3.0,6.0,0.0
825,810,G1174ECB010,11,383.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.66,8,8,0.0,3.0,6.0,0.0
826,811,G1174ECE010,11,462.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.24,10,10,0.0,5.0,12.0,0.0
827,811,G1174ECE010,11,462.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.24,10,10,0.0,5.0,12.0,0.0
828,812,82824ECE010,11,462.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.266666666666667,11,15,13.0,5.0,20.0,0.0
829,812,82824ECE010,11,462.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.266666666666667,11,15,13.0,5.0,20.0,0.0
830,813,G1144ECB010,11,383.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6.0,0.63,2,1,1,2.28,63.83333333333334,64,66,0.0,30.0,21.0,0.0
831,814,G117362010,11,845.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18.0,0.85,1,1,1,3.05,46.944444444444436,47,57,8.0,24.0,43.0,0.0
832,815,3519510A010,11,383.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,600.0,0.63,1,1,2,2.34,0.6383333333333333,1,1,1.0,0.0,3.0,0.1
833,816,35505ECB010,11,383.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24.0,0.81,1,1,2,2.34,15.958333333333336,16,16,9.0,8.0,13.0,0.1
834,817,9094906A012,11,,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500.0,0.59,3,1,2,2.34,0.0,0,5,5.0,3.0,8.0,0.1
835,818,34989ECB010,11,224.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,0.44799999999999995,1,1,0.0,0.0,2.0,0.0
836,819,34989ECB020,11,845.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,1.69,2,1,0.0,1.0,6.0,0.0
837,820,34989ECB030,11,845.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,,0.8,1,1,1,2.33,0.0,0,1,0.0,1.0,3.0,0.0
838,821,34989ECE010,11,138.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.72,1,1,1,2.33,0.276,1,1,0.0,0.0,2.0,0.0
839,822,34989ECE020,11,210.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.82,1,1,1,2.33,0.42,1,1,0.0,0.0,1.0,0.0
840,823,9050827A011,11,383.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200.0,0.78,1,1,8,11.12,1.915,2,1,2.0,0.0,4.0,0.08
841,824,9052409A003,11,383.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,500.0,0.78,1,1,8,11.12,0.7659999999999999,1,1,0.0,0.0,1.0,0.08
842,825,2030044001J,11,383.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400.0,0.54,1,1,2,3.52,0.9575,1,1,0.0,0.0,1.0,0.03
843,826,9030106A018,11,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,3,2.0,1.0,3.0,0.03
844,827,9030111A014,11,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,5,3.0,2.0,7.0,0.03
845,828,9030115A011,11,924.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,1,1,2,3.52,0.0,0,1,0.0,1.0,3.0,0.03
846,829,9030117A010,11,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.54,3,1,2,3.52,0.0,0,1,0.0,0.0,4.0,0.03
847,830,9030119A010,11,924.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.58,1,1,2,3.52,0.0,0,1,0.0,1.0,1.0,0.03
848,831,9030119A011,11,766.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200.0,0.54,1,1,2,3.52,3.83,4,4,1.0,2.0,3.0,0.03
849,832,9031150A014,11,845.0,ＮＯＫ（株）,B-24,84.0,0.54,1,1,2,3.52,10.05952380952381,11,12,5.0,5.0,7.0,0.03
850,833,9031150A015,11,845.0,ＮＯＫ（株）,B-24,84.0,0.53,1,1,2,3.52,10.05952380952381,11,12,5.0,5.0,5.0,0.03
851,834,G1250ECB010,11,224.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,3.733333333333333,4,4,2.0,2.0,4.0,0.24
852,835,G1250ECC010,11,159.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,2.65,3,3,2.0,2.0,3.0,0.24
853,836,G1250ECE010,11,462.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.88,1,1,2,6.2,7.7,8,9,5.0,4.0,13.0,0.24
854,837,9036324A003,11,383.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22.0,0.73,1,1,8,9.0,17.40909090909091,18,11,13.0,9.0,12.0,0.09
855,838,9036324A004,11,845.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30.0,0.73,1,1,8,9.0,28.16666666666667,29,19,21.0,15.0,27.0,0.09
856,839,9036324A005,11,462.0,日本精工（株）,T-10 ｾﾝﾖｳ,22.0,0.68,1,1,8,9.0,21.0,21,15,16.0,11.0,24.0,0.09
857,840,9036340A010,11,,日本精工（株）,T-10 ｾﾝﾖｳ,80.0,0.73,3,1,8,9.0,0.0,0,14,16.0,11.0,21.0,0.09
858,841,35165ECE010,11,462.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200.0,0.63,1,1,1,1.21,2.31,3,3,3.0,1.0,6.0,0.0
859,842,3539450A010,11,,ミズショー（株）,TP-331 ﾊﾝﾖｳ,,0.71,3,1,1,1.88,0.0,0,1,1.0,0.0,4.0,0.0
860,843,82125ECB010,11,383.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,3.83,4,4,4.0,2.0,4.0,0.0
861,844,82125ECE010,11,462.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,4.62,5,5,5.0,3.0,8.0,0.0
862,845,82824ECB010,11,383.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32.0,0.57,1,1,1,1.79,11.96875,12,11,11.0,6.0,11.0,0.0
863,846,82824ECB020,11,845.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40.0,0.58,1,1,1,1.79,21.125,22,23,23.0,11.0,28.0,0.0
864,847,G1144ECE010,11,462.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8.0,0.58,2,1,1,1.79,57.75,58,63,63.0,28.0,91.0,0.0
865,848,35847ECB010,11,383.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80.0,0.51,1,1,1,1.9,4.7875,5,6,5.0,3.0,6.0,0.0
866,849,35847ECB020,11,383.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70.0,0.5,1,1,1,1.9,5.471428571428572,6,6,6.0,2.0,6.0,0.0
867,850,35847ECE010,11,462.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40.0,0.5,1,1,1,1.9,11.55,12,13,13.0,6.0,18.0,0.0
868,851,35847ECE020,11,462.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60.0,0.49,1,1,1,1.9,7.7,8,8,8.0,4.0,13.0,0.0
869,852,35882ECB010,11,383.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50.0,0.5,1,1,1,1.9,7.66,8,9,8.0,4.0,8.0,0.0
870,853,35441ECB010,11,845.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48.0,0.67,3,1,1,2.14,17.604166666666668,18,19,19.0,9.0,34.0,0.0
871,854,35441TFA010,11,383.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100.0,0.67,1,1,1,2.14,3.83,4,4,4.0,1.0,7.0,0.0
872,855,35409ECB010,11,383.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200.0,0.66,1,1,1,2.26,1.915,2,2,2.0,0.0,5.0,0.0
873,856,35300ECB010,12,945.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12.0,0.91,3,1,4,8.04,78.75,79,74,76.0,80.0,134.0,0.14
874,857,35580ECB011,12,423.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6.0,0.9,3,1,4,8.04,70.5,71,65,81.0,72.0,40.0,0.14
875,858,1040052001Z,12,522.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.53,3,1,6,5.76,2.61,3,3,3.0,5.0,4.0,0.08
876,859,1040183011P,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,1,1,6,5.76,0.0,0,3,2.0,0.0,1.0,0.08
877,860,3040052001B,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.52,3,1,6,5.76,0.0,0,3,5.0,8.0,1.0,0.08
878,861,9010506A003,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,1,1,6,5.76,0.0,0,1,1.0,1.0,2.0,0.08
879,862,9010506A089,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.5,3,1,6,5.76,0.0,0,1,1.0,1.0,3.0,0.08
880,863,9010508A014,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,3,1,6,5.76,0.0,0,62,63.0,94.0,14.0,0.08
881,864,9010508A042,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300.0,0.53,1,1,6,5.76,0.0,0,6,8.0,7.0,2.0,0.08
882,865,9010512A018,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200.0,0.74,3,1,6,5.76,0.0,0,54,46.0,71.0,4.0,0.08
883,866,9011906908,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,1,1.0,1.0,3.0,0.08
884,867,9011906A065,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,1,1,6,5.76,0.0,0,3,2.0,4.0,1.0,0.08
885,868,9014908A008,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800.0,0.52,1,1,6,5.76,0.0,0,1,3.0,4.0,4.0,0.08
886,869,9015905A007,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,2,3.0,3.0,4.0,0.08
887,870,9015906A021,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,5,5.0,7.0,3.0,0.08
888,871,9015906A022,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.51,3,1,6,5.76,0.0,0,8,10.0,10.0,4.0,0.08
889,872,9015906A023,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,1,2.0,2.0,4.0,0.08
890,873,9034118A024,12,522.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.52,3,1,6,5.76,2.61,3,2,2.0,2.0,4.0,0.08
891,874,9093003179,12,945.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,1.89,2,2,2.0,2.0,4.0,0.08
892,875,9155180614,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,2,3.0,4.0,2.0,0.08
893,876,9155180640,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,1,2.0,2.0,5.0,0.08
894,877,9161140614,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,5,6.0,7.0,2.0,0.08
895,878,9167180618,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,3,3.0,3.0,3.0,0.08
896,879,G1163ECB010,12,756.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80.0,0.54,1,1,6,5.76,9.45,10,7,8.0,10.0,1.0,0.08
897,880,G1163ECE010,12,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100.0,0.53,1,1,6,5.76,0.0,0,18,15.0,22.0,6.0,0.08
898,881,35145ECE020,12,522.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100.0,0.65,1,1,4,6.88,5.22,6,6,5.0,5.0,6.0,0.13
899,882,35174ECB010,12,423.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20.0,0.87,1,1,4,6.88,21.15,22,20,18.0,22.0,16.0,0.13
900,883,35174ECE010,12,522.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40.0,0.87,1,1,4,6.88,13.05,14,13,12.0,13.0,16.0,0.13
901,884,35174ECE020,12,522.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.8,6,6,6.0,6.0,8.0,0.13
902,885,35312ECB010,12,423.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.7142857142857135,7,7,0.0,7.0,3.0,0.0
903,886,01912ECB040,12,945.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,18.9,19,19,18.0,19.0,33.0,0.0
904,887,019128GA010,12,945.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,18.9,19,19,24.0,19.0,48.0,0.29
905,888,01912ECB010,12,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,6,6.0,7.0,15.0,0.29
906,889,82821CWA030,12,945.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.725,5,4,4.0,5.0,11.0,0.29
907,890,82821ECB010,12,945.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400.0,0.83,1,1,2,3.64,2.3625,3,3,4.0,3.0,6.0,0.29
908,891,82821ECB020,12,945.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200.0,0.87,1,1,2,3.64,4.725,5,5,7.0,5.0,12.0,0.29
909,892,82821ECB040,12,423.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100.0,0.83,1,1,2,3.64,4.23,5,5,6.0,4.0,6.0,0.29
910,893,82821ECB050,12,945.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.83,1,1,2,3.64,9.45,10,9,9.0,10.0,21.0,0.29
911,894,82821ECE010,12,522.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,10.44,11,11,11.0,11.0,38.0,0.29
912,895,82821XAE010,12,945.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100.0,0.87,1,1,2,3.64,9.45,10,10,9.0,9.0,23.0,0.29
913,896,82821XAE020,12,423.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400.0,0.81,1,1,2,3.64,1.0575,2,1,1.0,1.0,2.0,0.29
914,897,2030045013L,12,,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,,0.53,3,1,1,1.96,0.0,0,1,1.0,2.0,3.0,0.0
915,898,36108ECB010,12,423.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150.0,0.64,1,1,1,1.97,2.82,3,3,3.0,3.0,5.0,0.0
916,899,35501ECB010,12,423.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100.0,0.6,1,1,1,1.38,4.23,5,4,4.0,5.0,6.0,0.0
917,900,9036345A004,12,945.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90.0,0.64,1,1,1,2.29,10.5,11,11,10.0,11.0,10.0,0.0
918,901,35557ECB010,12,423.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46.0,0.89,1,1,2,4.94,9.195652173913043,10,5,9.0,9.0,9.0,0.05
919,902,41310ECB010,12,423.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.69,2,1,4,4.0,211.5,212,148,219.0,217.0,28.0,0.05
920,903,41310ECE010,12,522.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.7,3,1,4,4.0,261.0,261,181,187.0,280.0,50.0,0.05
921,904,1040043104R,12,,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,,0.75,3,1,2,3.8,0.0,0,1,2.0,2.0,3.0,0.12
922,905,35556ECB010,12,423.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100.0,0.75,1,1,2,3.8,4.23,5,2,4.0,5.0,3.0,0.12
923,906,33490ECB010,12,423.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.82,3,1,2,3.92,105.75,106,107,107.0,105.0,47.0,0.23
924,907,33490ECE010,12,522.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.81,3,1,2,3.92,130.5,131,145,133.0,141.0,68.0,0.23
925,908,9036628A005,12,423.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.62,1,1,1,1.9,7.05,8,7,7.0,8.0,8.0,0.0
926,909,9036628A006,12,423.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80.0,0.62,1,1,1,1.9,5.2875,6,5,5.0,5.0,6.0,0.0
927,910,9036628A007,12,522.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.57,1,1,1,1.9,7.25,8,8,0.0,7.0,4.0,0.0
928,911,9036628A008,12,522.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100.0,0.58,1,1,1,1.9,5.22,6,5,0.0,6.0,3.0,0.0
929,912,9036630A017,12,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.6,1,1,1,1.9,13.125,14,14,13.0,12.0,17.0,0.0
930,913,9036630A018,12,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38.0,0.34,3,1,1,1.9,24.86842105263158,25,26,26.0,26.0,26.0,0.0
931,914,9036652A003,12,522.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.57,1,1,1,1.9,8.7,9,9,0.0,9.0,4.0,0.0
932,915,9036652A004,12,522.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63.0,0.57,1,1,1,1.9,8.285714285714286,9,10,0.0,9.0,2.0,0.0
933,916,9036658A001,12,423.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45.0,0.57,1,1,1,1.9,9.4,10,9,9.0,10.0,9.0,0.0
934,917,9036658A002,12,423.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,11.75,12,12,12.0,11.0,9.0,0.0
935,918,9036659A009,12,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,26.25,27,27,27.0,27.0,32.0,0.0
936,919,9036659A010,12,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,26.25,27,27,27.0,27.0,32.0,0.0
937,920,35352ECB010,12,423.0,五興商事（株）,TP-331 ﾊﾝﾖｳ,504.0,0.64,1,1,1,1.97,0.8392857142857143,1,1,1.0,0.0,1.0,0.0
938,921,G9201ECB030,12,423.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.78,2,1,2,5.82,52.875,53,47,80.0,50.0,42.0,0.05
939,922,G9201ECE010,12,522.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.86,2,1,2,5.82,65.25,66,62,75.0,66.0,17.0,0.05
940,923,35198ECE010,12,522.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200.0,0.58,1,1,1,1.78,2.61,3,3,3.0,3.0,7.0,0.0
941,924,3548255A010,12,522.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.57,1,1,1,1.78,1.74,2,2,2.0,1.0,5.0,0.0
942,925,35482TFA010,12,423.0,サトープレス工業（株）,TP-131 ﾊﾝﾖｳ,,0.66,1,1,1,1.78,0.0,0,1,1.0,0.0,1.0,0.0
943,926,35595ECB010,12,423.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40.0,0.57,1,1,1,1.78,10.575,11,10,10.0,11.0,10.0,0.0
944,927,5040056001E,12,,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.58,3,1,1,1.78,0.0,0,7,7.0,7.0,7.0,0.0
945,928,9033904A002,12,945.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.61,1,1,1,1.78,0.0,0,1,1.0,1.0,1.0,0.0
946,929,35145ECB010,12,423.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.62,3,1,1,1.74,4.23,5,5,5.0,5.0,7.0,0.0
947,930,35145ECE010,12,522.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.65,1,1,1,1.74,5.22,6,5,5.0,5.0,7.0,0.0
948,931,35195ECE010,12,,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,3,1,1,1.74,0.0,0,3,3.0,2.0,8.0,0.0
949,932,35195TFG010,12,,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,1,1,1,1.74,0.0,0,3,3.0,2.0,6.0,0.0
950,933,35771ECB010,12,423.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4.0,0.78,3,1,6,4.92,105.75,106,65,86.0,105.0,10.0,0.12
951,934,35771ECE010,12,522.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6.0,0.78,2,1,6,4.92,87.0,87,54,73.0,91.0,41.0,0.12
952,935,01912ECB060,12,423.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400.0,0.78,1,1,1,3.25,1.0575,2,1,1.0,1.0,2.0,0.0
953,936,2030052002N,12,945.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.5,3,1,2,1.06,3.15,4,3,3.0,4.0,3.0,0.12
954,937,9034108A006,12,,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,2,1.06,0.0,0,5,5.0,5.0,4.0,0.12
955,938,9034118090,12,945.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.54,3,1,2,1.06,3.15,4,3,3.0,3.0,7.0,0.12
956,939,3559850A010,12,423.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100.0,0.9,1,1,2,3.92,4.23,5,4,4.0,5.0,1.0,0.32
957,940,9034118060,12,522.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300.0,0.74,1,1,1,3.0,1.74,2,2,2.0,1.0,8.0,0.0
958,941,G1174ECB010,12,423.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,8.46,9,9,8.0,9.0,5.0,0.0
959,941,G1174ECB010,12,423.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,8.46,9,9,8.0,9.0,5.0,0.0
960,942,G1174ECE010,12,522.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,10.44,11,11,10.0,10.0,12.0,0.0
961,942,G1174ECE010,12,522.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,10.44,11,11,10.0,10.0,12.0,0.0
962,943,82824ECE010,12,522.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,11.6,12,14,11.0,12.0,19.0,0.0
963,943,82824ECE010,12,522.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,11.6,12,14,11.0,12.0,19.0,0.0
964,944,G1144ECB010,12,423.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6.0,0.63,2,1,1,2.28,70.5,71,68,66.0,72.0,15.0,0.0
965,945,G117362010,12,945.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18.0,0.85,1,1,1,3.05,52.5,53,53,47.0,54.0,37.0,0.0
966,946,3519510A010,12,423.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,600.0,0.63,1,1,2,2.34,0.705,1,1,1.0,1.0,3.0,0.1
967,947,35505ECB010,12,423.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24.0,0.81,1,1,2,2.34,17.625,18,17,16.0,20.0,9.0,0.1
968,948,9094906A012,12,,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500.0,0.59,3,1,2,2.34,0.0,0,6,7.0,8.0,6.0,0.1
969,949,34989ECB020,12,945.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,1.89,2,3,1.0,2.0,5.0,0.0
