,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT
209,82821CWA030    ,2023,37,9.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.0,3.8199999999999994,4.385,石黒ゴム工業（株）,23,4.602409638554216,8.846773876459716,0.29,0.7993943165869167,93.505,462.0
210,82821ECB010    ,2023,37,5.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.2749999999999995,2.1925,石黒ゴム工業（株）,12,5.150602409638553,9.829748751621906,0.29,0.45307815059073125,93.505,462.0
211,82821ECB020    ,2023,37,10.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,4.419999999999999,4.385,石黒ゴム工業（株）,23,5.080459770114942,9.829748751621906,0.29,0.816893437878681,93.505,462.0
212,82821ECB040    ,2023,37,4.0,0.0,0.0,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,1.755,3.78,石黒ゴム工業（株）,20,2.1144578313253013,4.561211457763181,0.29,0.6023904547984739,93.505,462.0
213,82821ECB050    ,2023,37,17.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.0,2.59,8.77,石黒ゴム工業（株）,47,3.1204819277108435,8.35528643887862,0.29,1.2899518539771198,93.505,462.0
214,82821ECE010    ,2023,37,33.0,0.0,0.0,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.0,5.76,9.98,石黒ゴム工業（株）,51,5.383177570093458,14.252643217469418,0.29,1.6715933742941034,93.505,462.0
215,82821XAE010    ,2023,37,20.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,2.8900000000000006,8.77,石黒ゴム工業（株）,47,3.3218390804597706,9.829748751621906,0.29,1.3648850394207828,93.505,462.0
216,82821XAE020    ,2023,37,1.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8900000000000006,0.93,石黒ゴム工業（株）,5,3.5679012345679015,4.634779384501297,0.29,0.19431514017906465,93.505,462.0
217,82824ECB010    ,2023,37,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0299999999999998,11.8125,矢崎総業（株）,62,1.807017543859649,2.123987787070224,0.0,0.4818576204784692,93.505,462.0
218,82824ECB020    ,2023,37,20.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5700000000000003,21.925,矢崎総業（株）,116,2.706896551724139,3.269536502331588,0.0,0.7607227725281748,93.505,462.0
219,82824ECE010    ,2023,37,15.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.7999999999999998,11.088888888888889,住友電装（株）,83,5.0,3.1828362607568073,0.0,1.011724566133329,93.505,462.0
220,9010506A003    ,2023,37,2.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,8.92,0.763,（株）青山製作所,3,17.153846153846153,23.26537259494211,0.08,0.08535813768300035,93.505,462.0
221,9010506A089    ,2023,37,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,5.495,1.1713333333333333,（株）青山製作所,7,10.99,22.73240091199025,0.08,0.13051314837247452,93.505,462.0
222,9010508A014    ,2023,37,19.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,0.9600000000000004,66.38,（株）青山製作所,361,1.7777777777777783,2.540509991781227,0.08,1.1227427705250221,93.505,462.0
223,9010508A042    ,2023,37,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,4.0,0.7100000000000001,6.3,（株）青山製作所,36,1.339622641509434,2.817695125387433,0.08,0.47816059742454803,93.505,462.0
224,9010512A018    ,2023,37,21.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,4.0,0.72,60.18,（株）青山製作所,318,0.9729729729729729,3.097217224067442,0.08,1.301420259060354,93.505,462.0
225,9011906A065    ,2023,37,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,1.8599999999999999,2.631,（株）青山製作所,14,3.5094339622641506,6.747046480403204,0.08,0.27333246259037863,93.505,462.0
226,9014908A008    ,2023,37,4.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.76,3.230625,（株）青山製作所,13,3.3846153846153846,10.98950159176062,0.08,0.34218830135613626,93.505,462.0
227,9015905A007    ,2023,37,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,2.3649999999999998,2.583,（株）青山製作所,15,4.462264150943396,17.18106783772825,0.08,0.2818375245993014,93.505,462.0
228,9015906A021    ,2023,37,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,4.0,1.03,6.161666666666667,（株）青山製作所,34,1.9807692307692308,7.202385430054433,0.08,0.5856574911254155,93.505,462.0
229,9015906A022    ,2023,37,6.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.185,8.77,（株）青山製作所,50,2.323529411764706,6.072341832362883,0.08,0.7525862155845111,93.505,462.0
230,9015906A023    ,2023,37,4.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,4.0,4.13,2.023846153846154,（株）青山製作所,13,7.942307692307692,17.542320849048327,0.08,0.22245925442339903,93.505,462.0
231,9020150A002    ,2023,37,5.5,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.37,3.78,（株）ムロコーポレーション,20,1.8767123287671235,8.41055754350552,0.0,0.44428082188489626,93.505,462.0
232,9020156A001    ,2023,37,5.5,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,3.4,3.78,（株）ムロコーポレーション,20,4.533333333333333,8.41055754350552,0.0,0.44428082188489626,93.505,462.0
233,9020156A002    ,2023,37,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.7399999999999998,4.99,（株）ムロコーポレーション,28,3.7534246575342465,5.791930682173596,0.0,0.4532503665258782,93.505,462.0
234,9025006A007    ,2023,37,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.9600000000000002,3.75,（株）ギフ加藤製作所,17,2.5789473684210527,3.333333333333333,0.12,0.555984555984556,93.505,462.0
235,9030106A018    ,2023,37,2.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.5,2.135,2.321,ＮＯＫ（株）,12,3.812499999999999,3.812820991867253,0.03,0.39297587132004586,93.505,462.0
236,9030111A014    ,2023,37,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.15,4.385,ＮＯＫ（株）,23,3.839285714285714,6.054429319583052,0.03,0.7087022107034098,93.505,462.0
237,9030115A011    ,2023,37,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.550000000000001,0.95,ＮＯＫ（株）,5,8.125,13.972985561248253,0.03,0.2069609870827715,93.505,462.0
238,9030117A010    ,2023,37,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,5.3,1.2570000000000001,ＮＯＫ（株）,6,9.814814814814813,14.080441562647405,0.03,0.2707863824801437,93.505,462.0
239,9030119A010    ,2023,37,2.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,3.915,0.999,ＮＯＫ（株）,4,6.750000000000001,8.858415938061956,0.03,0.2125880633469151,93.505,462.0
240,9030119A011    ,2023,37,4.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.37,3.78,ＮＯＫ（株）,20,2.537037037037037,4.68230556726132,0.03,0.5916017195507713,93.505,462.0
241,9031150A014    ,2023,37,7.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.12,10.44047619047619,ＮＯＫ（株）,55,2.074074074074074,2.9666703665956953,0.03,0.8037724696771352,93.505,462.0
242,9031150A015    ,2023,37,5.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.065,10.452380952380953,ＮＯＫ（株）,54,2.0094339622641506,2.1166367649726854,0.03,0.6356918369820995,93.505,462.0
243,9033106A003    ,2023,37,1.0,0.0,0.0,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1,19.80597014925373,34.788416848726044,0.0,0.028655769173850786,93.505,462.0
244,9033904A002    ,2023,37,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,5.09,0.879,サトープレス工業（株）,5,8.344262295081966,8.184578616969905,0.0,0.21959854139502055,93.505,462.0
245,9033904A003    ,2023,37,2.0,0.0,0.0,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,17.02,0.421,サトープレス工業（株）,2,28.366666666666667,17.088466993626,0.0,0.11408676656411156,93.505,462.0
246,9034108A006    ,2023,37,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.08,3.886,（株）杉浦製作所,23,3.9245283018867925,4.996777078784184,0.12,0.280344602099652,93.505,462.0
247,9034108A010    ,2023,37,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,5.43,0.756,（株）杉浦製作所,2,11.553191489361701,12.842245851954589,0.12,0.07542589693582734,93.505,462.0
248,9034114A004    ,2023,37,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,5.0,2.515,0.412,（株）青山製作所,3,5.03,21.54305739070489,0.08,0.04622711814726324,93.505,462.0
249,9034118A024    ,2023,37,5.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,4.0,3.0000000000000004,2.5,（株）青山製作所,13,5.76923076923077,17.75147928994083,0.08,0.2733264148146151,93.505,462.0
250,9036324A003    ,2023,37,7.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,5.0,0.815,17.181818181818183,日本精工（株）,92,1.1013513513513513,3.259259259259259,0.09,1.11712631479964,93.505,462.0
251,9036324A004    ,2023,37,17.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0,29.233333333333334,日本精工（株）,160,1.3513513513513513,4.652223489167616,0.09,1.7403666162997844,93.505,462.0
252,9036324A005    ,2023,37,16.0,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.0499999999999998,22.681818181818183,日本精工（株）,122,1.5217391304347825,5.643286573146291,0.09,1.6644812106455045,93.505,462.0
253,9036340A010    ,2023,37,15.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2000000000000002,21.925,日本精工（株）,117,1.621621621621622,5.473204104903078,0.09,1.6111570944762834,93.505,462.0
254,9036345A004    ,2023,37,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.7799999999999998,9.744444444444444,岡谷鋼機（株）,50,2.7812499999999996,3.743072716119127,0.0,0.8586922211073007,93.505,462.0
255,9036628A005    ,2023,37,6.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6400000000000001,6.3,（株）ジェイテクト,33,2.645161290322581,3.284072249589491,0.0,0.6061174066336183,93.505,462.0
256,9036628A006    ,2023,37,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6700000000000004,4.725,（株）ジェイテクト,25,2.693548387096775,2.9191753329684365,0.0,0.5075868155574873,93.505,462.0
257,9036628A007    ,2023,37,8.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8600000000000003,6.930555555555555,（株）ジェイテクト,37,3.263157894736843,3.9803745421878234,0.0,0.7106400120222209,93.505,462.0
258,9036628A008    ,2023,37,6.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.1800000000000006,4.99,（株）ジェイテクト,26,3.758620689655174,4.14622348144565,0.0,0.6392687800638083,93.505,462.0
259,9036630A017    ,2023,37,11.0,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.67,12.180555555555555,（株）ジェイテクト,64,2.783333333333333,3.1140644045138206,0.0,0.6916652192831485,93.505,462.0
260,9036630A018    ,2023,37,16.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.2400000000000002,23.07894736842105,（株）ジェイテクト,121,3.647058823529412,2.390594896394448,0.0,0.6009730587693406,93.505,462.0
261,9036652A003    ,2023,37,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.9000000000000004,8.316666666666666,（株）ジェイテクト,43,3.3333333333333344,3.731601133301085,0.0,0.7220737302872295,93.505,462.0
262,9036652A004    ,2023,37,7.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.8100000000000003,7.920634920634921,（株）ジェイテクト,42,3.1754385964912286,3.047474258862552,0.0,0.6159726499232951,93.505,462.0
263,9036658A001    ,2023,37,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.4,（株）ジェイテクト,45,2.140350877192983,2.052545155993432,0.0,0.45987392356276185,93.505,462.0
264,9036658A002    ,2023,37,5.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.27,10.5,（株）ジェイテクト,57,2.152542372881356,1.6420361247947455,0.0,0.3947253288567549,93.505,462.0
265,9036659A009    ,2023,37,20.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4000000000000004,24.36111111111111,（株）ジェイテクト,128,2.372881355932204,2.8309676404671094,0.0,0.7039741447113823,93.505,462.0
266,9036659A010    ,2023,37,19.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4800000000000004,24.36111111111111,（株）ジェイテクト,128,2.5084745762711873,2.689419258443754,0.0,0.6721241752358996,93.505,462.0
267,9050827A011    ,2023,37,3.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,5.5,2.5599999999999996,1.89,（株）東郷製作所,10,3.2820512820512815,10.47723820001048,0.08,0.27757247181275524,93.505,462.0
268,9052409A003    ,2023,37,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.5,5.680000000000001,0.758,（株）東郷製作所,4,7.282051282051283,8.707994810035094,0.08,0.11311392115481114,93.505,462.0
269,9056439A005    ,2023,37,13.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.839999999999999,3.13,（株）ムロコーポレーション,16,8.430107526881718,24.007830246172603,0.0,0.4762893935388999,93.505,462.0
270,9056439A006    ,2023,37,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8350000000000002,0.525,（株）ムロコーポレーション,12,1.9731182795698925,44.04073768235618,0.0,0.08970221351183881,93.505,462.0
271,9056450A002    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.159999999999999,0.84,（株）ムロコーポレーション,17,4.473118279569891,48.16955684007708,0.0,0.14270698935860726,93.505,462.0
272,9056450A003    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.05,2.64,（株）ムロコーポレーション,1,15.10752688172043,15.326677176388158,0.0,0.3867685981565724,93.505,462.0
273,9056451A083    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.870000000000001,0.91,（株）ムロコーポレーション,1,15.989247311827958,69.87232420758431,0.0,0.15530619672518628,93.505,462.0
274,9056451A084    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4799999999999995,0.85,（株）ムロコーポレーション,2,4.817204301075268,68.0040802448147,0.0,0.14514508506033752,93.505,462.0
275,9056451A085    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.51,0.79,（株）ムロコーポレーション,3,15.602150537634408,73.16894709885123,0.0,0.13513797102581684,93.505,462.0
276,9056451A086    ,2023,37,8.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.4,0.45,（株）ムロコーポレーション,1,15.483870967741934,102.76172125883109,0.0,0.07749368283548365,93.505,462.0
277,9056455A042    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.4,0.53,（株）ムロコーポレーション,2,12.258064516129032,119.9694623186825,0.0,0.09126664320600833,93.505,462.0
278,9056455A043    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0
279,9056455A044    ,2023,37,8.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.909999999999999,0.43,（株）ムロコーポレーション,3,8.50537634408602,107.5413362011023,0.0,0.07407898784232822,93.505,462.0
280,9056455A045    ,2023,37,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.34,0.48,（株）ムロコーポレーション,2,6.817204301075268,72.25433526011561,0.0,0.08246477848276247,93.505,462.0
281,9056455A046    ,2023,37,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0
282,9056457A134    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0
283,9056457A135    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0
284,9056457A136    ,2023,37,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.220000000000001,0.8999999999999999,（株）ムロコーポレーション,7,7.763440860215054,32.113037893384714,0.0,0.15124914600574513,93.505,462.0
285,9056457A137    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.83,0.46,（株）ムロコーポレーション,7,1.967741935483871,25.131942699170644,0.0,0.07807942510309639,93.505,462.0
286,9056457A138    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5,7.618279569892474,177.85682525566915,0.0,0.011240686548122028,93.505,462.0
287,9056463A032    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0
288,9056463A033    ,2023,37,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.56,0.13,（株）ムロコーポレーション,3,3.8279569892473115,133.39261894175186,0.0,0.022467009621389488,93.505,462.0
289,9056463A034    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6,4.774193548387096,231.2138728323699,0.0,0.008648036355245088,93.505,462.0
290,9056463A035    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.775,0.0,（株）ムロコーポレーション,5,2.983870967741935,inf,0.0,0.0,93.505,462.0
291,9056463A036    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.25,0.0,（株）ムロコーポレーション,4,1.3440860215053763,inf,0.0,0.0,93.505,462.0
292,9056463A037    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.19,0.0,（株）ムロコーポレーション,2,7.731182795698925,inf,0.0,0.0,93.505,462.0
293,9094906A012    ,2023,37,6.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.4,6.018,中庸スプリング（株）,33,2.3728813559322033,5.970113611262024,0.1,0.6465507758219804,93.505,462.0
294,G1144ECB010    ,2023,37,33.0,0.0,2.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.2800000000000002,63.0,住友電気工業（株）,335,2.031746031746032,1.5969802555168409,0.0,0.4871065821020518,93.505,462.0
295,G1144ECE010    ,2023,37,61.0,0.0,2.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.6,62.375,矢崎総業（株）,326,2.7586206896551726,3.5052183219485564,0.0,0.8840711895194512,93.505,462.0
296,G1163ECB010    ,2023,37,3.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.73,8.775,（株）青山製作所,44,1.3518518518518516,3.0344409042633895,0.08,0.6078176405675316,93.505,462.0
297,G1163ECE010    ,2023,37,11.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,4.0,0.96,19.29,（株）青山製作所,106,1.811320754716981,5.061334167686602,0.08,1.1903687265014298,93.505,462.0
298,G117362010     ,2023,37,54.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.8900000000000006,48.72222222222222,多摩川精機販売（株）,260,2.2235294117647064,2.736602052451539,0.0,1.0019494339025192,93.505,462.0
299,G1174ECB010    ,2023,37,7.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9000000000000004,7.56,住友電装（株）,41,2.2352941176470593,2.8229448961156276,0.0,0.650500496710729,93.505,462.0
300,G1174ECE010    ,2023,37,13.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.6499999999999995,9.98,住友電装（株）,51,3.0459770114942524,3.971357348844029,0.0,0.89963173132462,93.505,462.0
301,G1250ECB010    ,2023,37,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,1.5999999999999996,3.9,（株）バルカー,20,1.8390804597701145,2.8490028490028494,0.24,0.8009606964478762,93.505,462.0
302,G1250ECC010    ,2023,37,3.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.08,2.45,（株）バルカー,13,2.3908045977011496,3.4013605442176864,0.24,0.6317304903073779,93.505,462.0
303,G1250ECE010    ,2023,37,12.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,2.3200000000000003,8.316666666666666,（株）バルカー,42,2.6363636363636367,4.008016032064128,0.24,1.3982456935780054,93.505,462.0
304,G9201ECB030    ,2023,37,35.0,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,2.26,47.25,佐藤工業（株）,200,2.897435897435897,2.1722602367763657,0.05,1.2429083097905906,93.505,462.0
305,G9201ECE010    ,2023,37,29.0,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.7700000000000005,61.375,佐藤工業（株）,279,2.0581395348837215,1.3856454300577548,0.05,0.8252258350070544,93.505,462.0
306,019128GA010    ,2023,38,37.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50,2.0,3.425,17.54,石黒ゴム工業（株）,84,3.200934579439252,9.092517595250264,0.29,1.9744371653077162,97.085,450.0
307,01912ECB010    ,2023,38,12.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300,1.5,3.625,5.846666666666667,石黒ゴム工業（株）,30,4.264705882352941,8.846773876459716,0.29,0.9948235564019452,97.085,450.0
308,01912ECB040    ,2023,38,27.0,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50,1.0,2.195,17.54,愛産樹脂工業（株）,84,8.78,4.933777738794841,0.0,1.1562784033159788,97.085,450.0
309,01912ECB060    ,2023,38,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400,1.0,3.4749999999999996,0.95625,新光ゴム工業（株）,4,4.455128205128204,2.460592079969242,0.0,0.2886290615467005,97.085,450.0
310,1040043104R    ,2023,38,4.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000,1.5,5.93,1.756,（株）ギフ加藤製作所,8,7.906666666666666,9.491268033409265,0.12,0.38251639821223393,97.085,450.0
311,1040052001Z    ,2023,38,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,4.0,3.055,2.48,（株）青山製作所,13,5.764150943396227,10.736781828593243,0.08,0.26609627069725134,97.085,450.0
312,1040183011P    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.5,1.44,2.271,（株）青山製作所,12,2.6666666666666665,3.908295748555885,0.08,0.2272548697629458,97.085,450.0
313,2030044001J    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400,1.5,2.595,0.94625,ＮＯＫ（株）,4,4.805555555555555,4.676120223050934,0.03,0.19243507977678984,97.085,450.0
314,2030045013L    ,2023,38,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000,1.0,3.829999999999999,1.161,伊藤金属工業（株）,4,7.226415094339621,5.819773261633727,0.0,0.2841384029204614,97.085,450.0
