,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からのかんばん増加率,使用工程
189,35501ECB010    ,2023,37,4.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.04,3.78,大橋鉄工（株）,21,3.4000000000000004,4.446222933617892,0.0,0.4753290592006112,93.505,462.0,-0.19999999999999996,-0.10526315789473695,0.10526315789473695,4.TA・カバー・メイン
343,35501ECB010    ,2023,38,4.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.07,3.79,大橋鉄工（株）,21,3.4499999999999997,4.43449147469014,0.0,0.4753986276349664,97.085,450.0,0.0,0.014705882352941124,0.0,4.TA・カバー・メイン
484,35501ECB010    ,2023,39,4.5,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,1.615,3.87,大橋鉄工（株）,14,2.691666666666667,4.885675200312683,0.0,0.502839635974807,99.44999999999999,464.0,0.125,-0.21980676328502413,-0.33333333333333337,4.TA・カバー・メイン
190,35505ECB010    ,2023,37,12.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.0699999999999994,15.75,中庸スプリング（株）,85,1.3209876543209869,4.562303963501568,0.1,0.9073858510960284,93.505,462.0,-0.1724137931034483,-0.1120331950207476,0.03658536585365857,4.TA・カバー・メイン
344,35505ECB010    ,2023,38,11.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.19,15.75,中庸スプリング（株）,77,1.4691358024691357,4.182111966543104,0.1,0.8563902147182149,97.085,450.0,-0.08333333333333337,0.11214953271028105,-0.09411764705882353,4.TA・カバー・メイン
485,35505ECB010    ,2023,39,12.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,0.9600000000000004,16.125,中庸スプリング（株）,70,1.1851851851851856,4.456203871327113,0.1,0.9005659693743351,99.44999999999999,464.0,0.09090909090909083,-0.1932773109243694,-0.09090909090909094,4.TA・カバー・メイン
191,35556ECB010    ,2023,37,4.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,1.5099999999999998,3.72,（株）ギフ加藤製作所,19,2.013333333333333,4.4802867383512535,0.12,0.6129059540847767,93.505,462.0,0.0,0.055944055944055604,-0.050000000000000044,4.TA・カバー・メイン
345,35556ECB010    ,2023,38,3.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,2.0,1.48,3.78,（株）ギフ加藤製作所,19,1.9733333333333334,3.306878306878307,0.12,0.5570122139909287,97.085,450.0,-0.25,-0.01986754966887405,0.0,4.TA・カバー・メイン
486,35556ECB010    ,2023,39,5.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,1.5300000000000002,3.87,（株）ギフ加藤製作所,14,2.0400000000000005,5.383290267011197,0.12,0.665620287877048,99.44999999999999,464.0,0.6666666666666667,0.033783783783783994,-0.26315789473684215,4.TA・カバー・メイン
192,35557ECB010    ,2023,37,7.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.455,8.217391304347826,小川工業（株）,44,1.6348314606741574,2.8681880533732387,0.05,0.9475140470244189,93.505,462.0,-0.2222222222222222,-0.12874251497005984,0.07317073170731714,4.TA・カバー・メイン
346,35557ECB010    ,2023,38,8.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.46,8.217391304347826,小川工業（株）,42,1.6404494382022472,3.2779292038551295,0.05,1.0259705961701984,97.085,450.0,0.1428571428571428,0.0034364261168384758,-0.045454545454545414,4.TA・カバー・メイン
487,35557ECB010    ,2023,39,11.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.6100000000000003,8.41304347826087,小川工業（株）,33,1.8089887640449442,4.402335151689156,0.05,1.2182279148446387,99.44999999999999,464.0,0.375,0.10273972602739745,-0.2142857142857143,4.TA・カバー・メイン
193,35580ECB011    ,2023,37,33.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.0,1.2900000000000003,63.0,アイシン精機（株）,342,1.4333333333333336,2.317741255794353,0.14,1.5553022162992036,93.505,462.0,-0.38888888888888884,-0.17834394904458595,0.020895522388059806,8.ファイナル後半
347,35580ECB011    ,2023,38,78.0,0.0,2.5,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,3.0,2.26,63.166666666666664,アイシン精機（株）,309,2.5111111111111106,5.463842902841666,0.14,3.1949087372443583,97.085,450.0,1.3636363636363638,0.7519379844961236,-0.0964912280701754,8.ファイナル後半
488,35580ECB011    ,2023,39,85.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.0,1.87,64.5,アイシン精機（株）,203,2.077777777777778,5.831103793647528,0.14,3.3755470251245723,99.44999999999999,464.0,0.08974358974358965,-0.17256637168141575,-0.34304207119741104,8.ファイナル後半
194,35595ECB010    ,2023,37,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.22,9.375,サトープレス工業（株）,50,2.1403508771929824,2.6858513189448434,0.0,0.5586769939292443,93.505,462.0,-0.30000000000000004,-0.016129032258064724,0.11111111111111116,4.TA・カバー・メイン
348,35595ECB010    ,2023,38,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.2100000000000002,9.45,サトープレス工業（株）,47,2.12280701754386,3.0451829012980087,0.0,0.6169182313363967,97.085,450.0,0.1428571428571428,-0.008196721311475197,-0.06000000000000005,4.TA・カバー・メイン
489,35595ECB010    ,2023,39,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.0500000000000003,9.675,サトープレス工業（株）,42,1.8421052631578954,2.6025691075046935,0.0,0.5485326353044043,99.44999999999999,464.0,-0.125,-0.13223140495867758,-0.1063829787234043,4.TA・カバー・メイン
195,3559850A010    ,2023,37,1.5,0.0,0.0,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5,1.3400000000000003,3.78,アイコー（株）,20,1.4888888888888892,1.61311136920893,0.32,0.40627160180203054,93.505,462.0,0.5,-0.2254335260115603,0.05263157894736836,4.TA・カバー・メイン
349,3559850A010    ,2023,38,1.0,0.0,0.0,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.0,1.67,3.78,アイコー（株）,19,1.8555555555555554,1.0754075794726201,0.32,0.3170167376300777,97.085,450.0,-0.33333333333333337,0.24626865671641762,-0.050000000000000044,4.TA・カバー・メイン
490,3559850A010    ,2023,39,3.0,0.0,0.0,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.0,1.3900000000000001,3.87,アイコー（株）,15,1.5444444444444445,3.1511943026407003,0.32,0.5682147162383085,99.44999999999999,464.0,2.0,-0.1676646706586825,-0.21052631578947367,4.TA・カバー・メイン
196,35771ECB010    ,2023,37,19.0,0.0,4.0,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.55,94.5,アイシン機工（株）,509,0.6962025316455697,2.0377520377520377,0.12,0.8439661205408631,93.505,462.0,-0.2962962962962963,0.0,0.0019685039370078705,2.MGケース
350,35771ECB010    ,2023,38,26.5,0.0,3.0,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.54,94.5,アイシン機工（株）,474,0.6835443037974683,2.842127842127842,0.12,1.1365036113976934,97.085,450.0,0.39473684210526305,-0.018181818181818188,-0.06876227897838905,2.MGケース
491,35771ECB010    ,2023,39,48.0,0.0,4.0,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.0,0.8400000000000003,96.75,アイシン機工（株）,431,1.0632911392405067,5.02828409805154,0.12,1.8468084617577363,99.44999999999999,464.0,0.8113207547169812,0.555555555555556,-0.09071729957805907,2.MGケース
197,35771ECE010    ,2023,37,47.0,0.0,3.0,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.79,83.16666666666667,アイシン機工（株）,437,1.0,5.727671559334885,0.12,1.9791877039940342,93.505,462.0,0.0,-0.07058823529411773,-0.006818181818181834,2.MGケース
351,35771ECE010    ,2023,38,52.0,0.0,3.5,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.5899999999999999,83.16666666666667,アイシン機工（株）,396,0.7468354430379744,6.336998320966256,0.12,2.1349587253294118,97.085,450.0,0.1063829787234043,-0.25316455696202556,-0.09382151029748287,2.MGケース
492,35771ECE010    ,2023,39,57.0,0.0,4.0,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.0,0.8900000000000001,81.83333333333333,アイシン機工（株）,339,1.1265822784810127,7.059503495348708,0.12,2.2993087625549977,99.44999999999999,464.0,0.09615384615384626,0.5084745762711871,-0.14393939393939392,2.MGケース
198,35847ECB010    ,2023,37,5.0,0.0,0.0,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.7400000000000002,4.725,（株）メタルテック,29,3.4117647058823533,3.6489691662105455,0.0,0.5807053111518596,93.505,462.0,-0.2857142857142857,-0.20183486238532122,0.07407407407407418,2.MGケース
352,35847ECB010    ,2023,38,4.0,0.0,0.0,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.0,4.725,（株）メタルテック,29,3.9215686274509802,2.9191753329684365,0.0,0.5075868155574873,97.085,450.0,-0.19999999999999996,0.14942528735632177,0.0,2.MGケース
493,35847ECB010    ,2023,39,5.0,0.0,0.0,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.3999999999999995,5.04375,（株）メタルテック,24,2.7450980392156854,3.4183651668589494,0.0,0.5737693756053849,99.44999999999999,464.0,0.25,-0.30000000000000027,-0.1724137931034483,2.MGケース
199,35847ECB020    ,2023,37,5.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.4100000000000001,5.414285714285715,（株）メタルテック,29,2.8200000000000003,3.184423619324902,0.0,0.5637344899285097,93.505,462.0,-0.375,-0.2033898305084747,0.26086956521739135,4.TA・カバー・メイン
353,35847ECB020    ,2023,38,7.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.3099999999999996,5.4,（株）メタルテック,27,2.619999999999999,4.469987228607918,0.0,0.6903361752025603,97.085,450.0,0.3999999999999999,-0.07092198581560316,-0.06896551724137934,4.TA・カバー・メイン
