,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
171,3539450A010    ,2023,38,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,7.129999999999999,0.878,ミズショー（株）,5
172,35409ECB010    ,2023,35,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,4.085,2.055,サンコール（株）,10
173,35409ECB010    ,2023,36,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.3200000000000003,2.055,サンコール（株）,7
174,35409ECB010    ,2023,37,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.04,1.89,サンコール（株）,9
175,35409ECB010    ,2023,38,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,2.725,1.8925,サンコール（株）,10
176,35409ECB010    ,2023,39,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,1.9450000000000003,1.8525,サンコール（株）,6
177,35441ECB010    ,2023,35,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.4,19.6875,（株）ニフコ,97
178,35441ECB010    ,2023,36,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.0300000000000002,19.6875,（株）ニフコ,89
179,35441ECB010    ,2023,37,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,1.63,18.270833333333332,（株）ニフコ,98
180,35441ECB010    ,2023,38,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.1100000000000003,18.270833333333332,（株）ニフコ,88
181,35441ECB010    ,2023,39,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,1.5299999999999998,18.291666666666668,（株）ニフコ,67
182,35441TFA010    ,2023,35,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,3.6550000000000002,4.11,（株）ニフコ,20
183,35441TFA010    ,2023,36,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.880000000000001,4.11,（株）ニフコ,16
184,35441TFA010    ,2023,37,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,1.8199999999999994,3.78,（株）ニフコ,19
185,35441TFA010    ,2023,38,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,1.9600000000000004,3.78,（株）ニフコ,19
186,35441TFA010    ,2023,39,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,1.7999999999999998,3.87,（株）ニフコ,15
187,3548255A010    ,2023,35,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,4.59,1.7633333333333334,サトープレス工業（株）,9
188,3548255A010    ,2023,36,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,5.06,1.7116666666666667,サトープレス工業（株）,6
189,3548255A010    ,2023,37,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,1.8050000000000002,1.655,サトープレス工業（株）,8
190,3548255A010    ,2023,38,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,2.26,1.6633333333333333,サトープレス工業（株）,7
191,3548255A010    ,2023,39,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,1.16,1.6366666666666667,サトープレス工業（株）,5
192,35482TFA010    ,2023,35,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,14.065000000000001,0.372,サトープレス工業（株）,2
193,35482TFA010    ,2023,37,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,7.095000000000001,0.369,サトープレス工業（株）,2
194,35482TFA010    ,2023,38,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,7.510000000000001,0.42,サトープレス工業（株）,1
195,35501ECB010    ,2023,35,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.2800000000000002,4.11,大橋鉄工（株）,19
196,35501ECB010    ,2023,36,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.2800000000000002,4.11,大橋鉄工（株）,19
197,35501ECB010    ,2023,37,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.04,3.78,大橋鉄工（株）,21
198,35501ECB010    ,2023,38,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.07,3.79,大橋鉄工（株）,21
199,35501ECB010    ,2023,39,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,1.615,3.87,大橋鉄工（株）,14
200,35505ECB010    ,2023,35,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.6600000000000001,17.125,中庸スプリング（株）,78
201,35505ECB010    ,2023,36,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.2050000000000003,17.125,中庸スプリング（株）,82
202,35505ECB010    ,2023,37,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.0699999999999994,15.75,中庸スプリング（株）,85
203,35505ECB010    ,2023,38,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.19,15.75,中庸スプリング（株）,77
204,35505ECB010    ,2023,39,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,0.9600000000000004,16.125,中庸スプリング（株）,70
205,35556ECB010    ,2023,35,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,2.24,4.11,（株）ギフ加藤製作所,17
206,35556ECB010    ,2023,36,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,2.0,1.4300000000000004,4.11,（株）ギフ加藤製作所,20
207,35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,1.5099999999999998,3.72,（株）ギフ加藤製作所,19
208,35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,2.0,1.48,3.78,（株）ギフ加藤製作所,19
209,35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,1.5300000000000002,3.87,（株）ギフ加藤製作所,14
210,35557ECB010    ,2023,35,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.69,9.0,小川工業（株）,43
211,35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.67,8.934782608695652,小川工業（株）,41
212,35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.455,8.217391304347826,小川工業（株）,44
213,35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.46,8.217391304347826,小川工業（株）,42
214,35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.6100000000000003,8.41304347826087,小川工業（株）,33
215,35580ECB011    ,2023,35,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,3.0,2.5600000000000005,68.5,アイシン精機（株）,300
216,35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,3.0,1.5700000000000003,68.5,アイシン精機（株）,335
217,35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.0,1.2900000000000003,63.0,アイシン精機（株）,342
218,35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,3.0,2.26,63.166666666666664,アイシン精機（株）,309
219,35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.0,1.87,64.5,アイシン精機（株）,203
220,35595ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.94,10.275,サトープレス工業（株）,48
221,35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.2400000000000002,10.275,サトープレス工業（株）,45
222,35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.22,9.375,サトープレス工業（株）,50
223,35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.2100000000000002,9.45,サトープレス工業（株）,47
224,35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.0500000000000003,9.675,サトープレス工業（株）,42
225,3559850A010    ,2023,35,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.0,2.64,4.11,アイコー（株）,17
226,3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.0,1.7299999999999995,4.11,アイコー（株）,19
227,3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5,1.3400000000000003,3.78,アイコー（株）,20
228,3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.0,1.67,3.78,アイコー（株）,19
229,3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.0,1.3900000000000001,3.87,アイコー（株）,15
230,35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.79,102.75,アイシン機工（株）,462
231,35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.55,102.75,アイシン機工（株）,508
232,35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.55,94.5,アイシン機工（株）,509
233,35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.54,94.5,アイシン機工（株）,474
234,35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.0,0.8400000000000003,96.75,アイシン機工（株）,431
235,35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,1.1700000000000002,89.0,アイシン機工（株）,448
236,35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.8500000000000001,88.16666666666667,アイシン機工（株）,440
237,35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.79,83.16666666666667,アイシン機工（株）,437
238,35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.5899999999999999,83.16666666666667,アイシン機工（株）,396
239,35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.0,0.8900000000000001,81.83333333333333,アイシン機工（株）,339
240,35847ECB010    ,2023,35,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.8900000000000006,5.1375,（株）メタルテック,29
241,35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.1800000000000006,5.2125,（株）メタルテック,27
242,35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.7400000000000002,4.725,（株）メタルテック,29
243,35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.0,4.725,（株）メタルテック,29
244,35847ECB010    ,2023,39,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.3999999999999995,5.04375,（株）メタルテック,24
245,35847ECB020    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,2.7700000000000005,5.871428571428571,（株）メタルテック,29
246,35847ECB020    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.7700000000000005,5.871428571428571,（株）メタルテック,23
247,35847ECB020    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.4100000000000001,5.414285714285715,（株）メタルテック,29
248,35847ECB020    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.3099999999999996,5.4,（株）メタルテック,27
249,35847ECB020    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.0149999999999997,5.5285714285714285,（株）メタルテック,24
250,35847ECE010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.1400000000000006,13.35,（株）メタルテック,68
251,35847ECE010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.1,13.225,（株）メタルテック,60
252,35847ECE010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,1.88,12.475,（株）メタルテック,65
253,35847ECE010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,1.8900000000000006,12.475,（株）メタルテック,61
254,35847ECE010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,1.5199999999999998,12.275,（株）メタルテック,48
255,35847ECE020    ,2023,35,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.3,8.9,（株）メタルテック,45
256,35847ECE020    ,2023,36,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.3499999999999996,8.816666666666666,（株）メタルテック,41
257,35847ECE020    ,2023,37,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,3.14,8.333333333333334,（株）メタルテック,43
258,35847ECE020    ,2023,38,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.33,8.316666666666666,（株）メタルテック,40
259,35847ECE020    ,2023,39,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,1.6799999999999997,8.183333333333334,（株）メタルテック,31
260,35882ECB010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.6700000000000008,8.22,（株）メタルテック,45
261,35882ECB010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.5300000000000005,8.22,（株）メタルテック,40
262,35882ECB010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.4450000000000003,7.56,（株）メタルテック,45
263,35882ECB010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.4300000000000006,7.56,（株）メタルテック,41
264,35882ECB010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.0899999999999999,7.74,（株）メタルテック,39
265,36108ECB010    ,2023,35,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.895,2.74,（株）オーハシテクニカ,12
266,36108ECB010    ,2023,36,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.1649999999999996,2.743333333333333,（株）オーハシテクニカ,12
267,36108ECB010    ,2023,37,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,1.5499999999999998,2.52,（株）オーハシテクニカ,13
268,36108ECB010    ,2023,38,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.6000000000000005,2.52,（株）オーハシテクニカ,13
269,36108ECB010    ,2023,39,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,1.6900000000000004,2.4699999999999998,（株）オーハシテクニカ,8
270,39171ECB010    ,2023,35,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,14.0,,,（株）アイシン福井,70
271,39171ECB010    ,2023,36,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,15.0,,,（株）アイシン福井,79
272,39171ECB010    ,2023,37,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,13.0,,,（株）アイシン福井,81
273,39171ECB010    ,2023,38,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,14.0,3.5199999999999996,26.25,（株）アイシン福井,95
274,39171ECB010    ,2023,39,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,11.0,0.57,24.1875,（株）アイシン福井,106
275,39171ECE010    ,2023,35,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,8.0,,,（株）アイシン福井,56
276,39171ECE010    ,2023,36,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,12.0,,,（株）アイシン福井,35
277,39171ECE010    ,2023,37,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,11.0,,,（株）アイシン福井,45
278,39171ECE010    ,2023,38,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,8.0,3.13,25.85,（株）アイシン福井,63
279,39171ECE010    ,2023,39,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,11.0,0.97,24.55,（株）アイシン福井,95
280,41310ECB010    ,2023,35,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,3.0,0.9800000000000004,205.5,（株）オンド,918
281,41310ECB010    ,2023,36,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,3.0,0.78,205.5,（株）オンド,1011
282,41310ECB010    ,2023,37,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,3.0,0.7549999999999999,189.0,（株）オンド,1028
283,41310ECB010    ,2023,38,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,3.0,0.76,189.0,（株）オンド,912
284,41310ECB010    ,2023,39,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.0,0.8600000000000003,193.5,（株）オンド,866
285,41310ECE010    ,2023,35,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,3.0,1.22,267.0,（株）オンド,1343
286,41310ECE010    ,2023,36,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,3.0,1.0700000000000003,264.5,（株）オンド,1293
287,41310ECE010    ,2023,37,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,3.0,1.21,249.5,（株）オンド,1313
288,41310ECE010    ,2023,38,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,3.0,1.2000000000000002,249.5,（株）オンド,1180
289,41310ECE010    ,2023,39,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.0,1.2000000000000002,245.5,（株）オンド,993
290,5040056001E    ,2023,35,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.23,6.9,サトープレス工業（株）,31
291,5040056001E    ,2023,36,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,1.79,6.85,サトープレス工業（株）,32
292,5040056001E    ,2023,37,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.01,6.3,サトープレス工業（株）,33
293,5040056001E    ,2023,38,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,1.715,6.3,サトープレス工業（株）,32
294,5040056001E    ,2023,39,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,1.2999999999999998,7.0,サトープレス工業（株）,24
295,82125ECB010    ,2023,35,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,3.285,4.11,矢崎総業（株）,20
296,82125ECB010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.42,4.11,矢崎総業（株）,16
297,82125ECB010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.62,3.78,矢崎総業（株）,20
298,82125ECB010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.595,3.78,矢崎総業（株）,20
299,82125ECB010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.6300000000000003,3.87,矢崎総業（株）,15
300,82125ECE010    ,2023,35,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.465,5.34,矢崎総業（株）,26
301,82125ECE010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.14,5.285,矢崎総業（株）,24
302,82125ECE010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.25,5.0,矢崎総業（株）,26
303,82125ECE010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.935,4.99,矢崎総業（株）,24
304,82125ECE010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.5999999999999996,5.17,矢崎総業（株）,17
305,82821CWA030    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,2.0,4.819999999999999,4.73,石黒ゴム工業（株）,21
306,82821CWA030    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.0,4.199999999999999,4.725,石黒ゴム工業（株）,21
307,82821CWA030    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.0,3.8199999999999994,4.385,石黒ゴム工業（株）,23
308,82821CWA030    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.5,4.255,4.387499999999999,石黒ゴム工業（株）,22
309,82821CWA030    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.0,2.78,4.11,石黒ゴム工業（株）,11
310,82821ECB010    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8000000000000003,2.36375,石黒ゴム工業（株）,9
311,82821ECB010    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,3.96,2.3625,石黒ゴム工業（株）,11
312,82821ECB010    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.2749999999999995,2.1925,石黒ゴム工業（株）,12
313,82821ECB010    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.59,2.1937499999999996,石黒ゴム工業（株）,10
314,82821ECB010    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,1.93,2.055,石黒ゴム工業（株）,4
315,82821ECB020    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,5.105,4.725,石黒ゴム工業（株）,22
316,82821ECB020    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,4.319999999999999,4.725,石黒ゴム工業（株）,21
317,82821ECB020    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,4.419999999999999,4.385,石黒ゴム工業（株）,23
318,82821ECB020    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,4.300000000000001,4.385,石黒ゴム工業（株）,23
319,82821ECB020    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.0,2.505,4.25,石黒ゴム工業（株）,10
320,82821ECB040    ,2023,35,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,2.0,3.1,4.11,石黒ゴム工業（株）,18
321,82821ECB040    ,2023,36,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,2.04,4.11,石黒ゴム工業（株）,18
322,82821ECB040    ,2023,37,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,1.755,3.78,石黒ゴム工業（株）,20
323,82821ECB040    ,2023,38,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.0,2.0,3.78,石黒ゴム工業（株）,19
324,82821ECB040    ,2023,39,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,1.8399999999999996,3.87,石黒ゴム工業（株）,14
325,82821ECB050    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,2.0,4.355,9.46,石黒ゴム工業（株）,44
326,82821ECB050    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,2.0,2.9749999999999996,9.45,石黒ゴム工業（株）,42
327,82821ECB050    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.0,2.59,8.77,石黒ゴム工業（株）,47
328,82821ECB050    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,2.0,3.44,8.77,石黒ゴム工業（株）,45
329,82821ECB050    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.0,2.8000000000000003,8.22,石黒ゴム工業（株）,25
330,82821ECE010    ,2023,35,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,2.0,5.84,10.68,石黒ゴム工業（株）,54
331,82821ECE010    ,2023,36,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.0,5.58,10.56,石黒ゴム工業（株）,49
332,82821ECE010    ,2023,37,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.0,5.76,9.98,石黒ゴム工業（株）,51
333,82821ECE010    ,2023,38,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,2.0,5.6,9.86,石黒ゴム工業（株）,51
334,82821ECE010    ,2023,39,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.0,3.7600000000000002,9.36,石黒ゴム工業（株）,15
335,82821XAE010    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,2.0,4.29,9.46,石黒ゴム工業（株）,45
336,82821XAE010    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,3.59,9.45,石黒ゴム工業（株）,45
337,82821XAE010    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,2.8900000000000006,8.77,石黒ゴム工業（株）,47
338,82821XAE010    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,2.0,3.51,8.77,石黒ゴム工業（株）,43
339,82821XAE010    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,2.6700000000000004,8.5,石黒ゴム工業（株）,24
340,82821XAE020    ,2023,35,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,6.470000000000001,1.0425,石黒ゴム工業（株）,4
