,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
2966,9036659A009    ,2023,48,15.0,21.0,30.0,20.777777777777786,0.1,2.02,2.3,5.07,5.15,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,21.0,20.777777777777786,1.92,0.2799999999999998,2.7700000000000005,0.08000000000000007,3.1300000000000003,0.0,5.305084745762713,4.906202028007812,6.407619529791473,1.3749520462778375,94.615,369.5,106,0.0,0.0,-0.14516129032258066,1.010695187165775,1.0,1.4285714285714286,3.533333333333333,5.047619047619048,1.4285714285714286,3.4629629629629637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2967,9036659A009    ,2023,49,17.0,106.0,104.0,20.72222222222221,0.08,2.01,2.29,3.84,4.07,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,85.0,82.94444444444444,1.93,0.28000000000000025,1.5499999999999998,0.23000000000000045,2.0600000000000005,0.0,3.4915254237288145,3.2290019737048223,7.281437885686188,1.4441963342844943,98.915,386.0,104,0.1333333333333333,-0.34185303514376986,-0.018867924528301886,1.0247823174815809,1.2470588235294118,0.981132075471698,1.0,1.223529411764706,1.223529411764706,3.4537037037037015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2968,9036659A009    ,2023,50,17.0,105.0,96.0,20.75,0.09,2.02,2.65,4.449999999999998,4.880000000000001,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,106.0,103.83333333333334,1.93,0.6299999999999999,1.7999999999999994,0.4300000000000015,2.8600000000000008,0.0,4.8474576271186445,4.482983322716404,7.2716903115420255,1.4446539911906895,99.77,390.0,106,0.0,0.3883495145631069,0.01923076923076916,1.0208667736757624,0.9905660377358492,0.9142857142857144,1.1041666666666667,1.0,0.9056603773584906,3.458333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2969,9036659A009    ,2023,51,25.5,110.0,92.0,20.75,0.09,2.02,2.63,5.289999999999999,5.615,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,110.0,103.94444444444444,1.93,0.6099999999999999,2.66,0.3250000000000011,3.595,0.0,6.093220338983053,5.635078687120793,10.90753546731304,1.655482013709231,100.0,371.5,94,0.5,0.25699300699300665,-0.1132075471698113,1.0582576162479955,1.0,0.8363636363636363,1.0217391304347827,0.8545454545454545,0.8363636363636363,3.458333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2990,9036659A010    ,2023,48,14.0,21.0,31.0,20.777777777777786,0.1,2.02,2.3,5.13,5.27,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,21.0,20.777777777777786,1.92,0.2799999999999998,2.83,0.13999999999999968,3.25,0.0,5.508474576271187,5.094299230359548,5.9804448944720425,1.3355851621840176,94.615,369.5,106,0.0,0.0,-0.1382113821138211,1.010695187165775,1.0,1.4761904761904765,3.419354838709677,5.047619047619048,1.4761904761904765,3.4629629629629637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2991,9036659A010    ,2023,49,16.0,105.0,104.0,20.72222222222221,0.08,2.01,2.29,3.65,3.85,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,85.0,82.94444444444444,1.93,0.28000000000000025,1.36,0.20000000000000007,1.8400000000000003,0.0,3.1186440677966107,2.8841571027266366,6.853118010057588,1.4105699334581034,98.915,386.0,104,0.1428571428571428,-0.43384615384615377,-0.018867924528301886,1.0247823174815809,1.2352941176470589,0.9904761904761904,1.0,1.223529411764706,1.223529411764706,3.4537037037037015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2992,9036659A010    ,2023,50,16.0,105.0,95.0,20.75,0.09,2.02,2.65,4.69,4.86,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,105.0,103.83333333333334,1.93,0.6299999999999999,2.0400000000000005,0.16999999999999993,2.8400000000000003,0.0,4.813559322033898,4.4516337889911135,6.843943822627788,1.4109624713029814,99.77,390.0,108,0.0,0.5434782608695652,0.03846153846153855,1.0112359550561796,1.0,0.9047619047619048,1.136842105263158,1.0285714285714285,0.9047619047619048,3.458333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2993,9036659A010    ,2023,51,25.5,111.0,92.0,20.75,0.09,2.02,2.63,5.22,5.35,0.59,0.6379680213191206,1.0,1.0,6.0,5.76,36.0,111.0,103.94444444444444,1.93,0.6099999999999999,2.59,0.1299999999999999,3.33,0.0,5.6440677966101696,5.219697365260706,10.90753546731304,1.655482013709231,100.0,371.5,93,0.59375,0.17253521126760551,-0.13888888888888884,1.0678781400320685,1.0,0.8288288288288288,1.0108695652173914,0.8378378378378378,0.8288288288288288,3.458333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3013,9050827A011    ,2023,48,2.0,1.0,2.0,1.685,0.12,1.45,1.76,1.83,4.3,0.82,1.4004672761573067,1.0,1.0,4.0,4.0,200.0,1.0,1.685,1.33,0.31000000000000005,0.07000000000000006,2.47,2.85,0.08,3.475609756097561,2.0350350547425964,9.495548961424332,0.19997902297192266,94.615,369.5,8,0.0,0.0,-0.11111111111111116,0.5934718100890207,1.0,2.0,4.0,8.0,2.0,0.42125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3014,9050827A011    ,2023,49,3.0,9.0,8.0,1.63,0.1,1.51,1.65,4.22,5.55,0.82,1.4004672761573067,1.0,1.0,4.0,4.0,200.0,7.0,6.53,1.41,0.1399999999999999,2.57,1.33,4.04,0.08,4.926829268292684,2.884751446021085,14.723926380368097,0.19720071766543384,98.915,386.0,8,0.5,0.4175438596491228,0.0,1.0719754977029097,1.2857142857142858,0.8888888888888888,1.0,1.1428571428571428,1.1428571428571428,0.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3015,9050827A011    ,2023,50,2.0,7.0,8.0,1.7825,0.1,1.47,1.685,2.765,4.33,0.82,1.4004672761573067,1.0,1.0,4.0,4.0,200.0,8.0,8.885,1.37,0.21500000000000008,1.0799999999999996,1.5650000000000004,2.8600000000000003,0.08,3.4878048780487814,2.0421755286188867,8.976157082748948,0.21028488477483245,99.77,390.0,9,-0.33333333333333337,-0.292079207920792,0.125,0.9003939223410242,0.875,1.1428571428571428,1.125,1.125,1.0,0.445625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3016,9050827A011    ,2023,51,2.0,9.0,8.0,1.685,0.125,1.49,1.72,4.76,5.43,0.82,1.4004672761573067,1.0,1.0,4.0,4.0,200.0,8.0,8.565000000000001,1.365,0.23,3.04,0.6699999999999999,3.94,0.08,4.8048780487804885,2.813346707258186,9.495548961424332,0.19997902297192266,100.0,371.5,8,0.0,0.3776223776223775,-0.11111111111111116,0.9340338587273788,1.125,0.8888888888888888,1.0,1.0,1.0,0.42125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3074,9056439A005    ,2023,48,14.0,6.0,4.0,2.58,0.1,0.86,1.15,5.35,5.71,0.93,2.1078563015312133,3.0,1.0,2.0,3.64,100.0,3.0,2.58,0.76,0.2899999999999999,4.199999999999998,0.3600000000000003,4.85,0.0,5.215053763440858,2.300915862469755,23.389468056669337,0.5643234385944415,94.615,369.5,14,0.0,0.0,0.16666666666666674,1.162790697674419,2.0,0.6666666666666666,3.5,4.666666666666667,1.3333333333333333,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,9056439A005    ,2023,49,13.0,15.0,15.0,2.65,0.11,0.86,0.99,8.99,9.52,0.93,2.1078563015312133,3.0,1.0,2.0,3.64,100.0,10.0,7.9,0.75,0.13,8.0,0.5299999999999994,8.66,0.0,9.311827956989246,4.108439457523316,21.145087833441764,0.5751553802510078,98.915,386.0,15,-0.0714285714285714,0.7855670103092784,0.0714285714285714,1.2658227848101264,1.5,1.0,1.0,1.5,1.5,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,9056439A005    ,2023,50,13.0,9.0,10.0,2.46,0.1,0.86,0.99,10.77,12.77,0.93,2.1078563015312133,3.0,1.0,2.0,3.64,100.0,5.0,7.43,0.76,0.13,9.78,2.0,11.91,0.0,12.806451612903226,5.650290293198926,22.77824502382955,0.5387206498115836,99.77,390.0,11,0.0,0.37528868360277134,-0.2666666666666667,0.6729475100942127,1.8,1.1111111111111112,1.1,2.2,2.0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,9056439A005    ,2023,51,13.0,11.0,11.0,2.62,0.1,0.86,1.03,1.9,2.24,0.93,2.1078563015312133,3.0,1.0,2.0,3.64,100.0,3.0,7.92,0.76,0.17000000000000004,0.8699999999999999,0.3400000000000003,1.3800000000000003,0.0,1.4838709677419355,0.6546935856099512,21.387207159778885,0.569470914163805,100.0,371.5,11,0.0,-0.8841309823677581,0.0,0.3787878787878788,3.6666666666666665,1.0,1.0,3.6666666666666665,3.6666666666666665,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,9056450A003    ,2023,50,13.0,5.0,6.0,2.24,2.1,2.86,3.0,11.91,19.41,0.93,2.3182461823229987,3.0,1.0,6.0,5.76,100.0,2.0,2.24,0.7599999999999998,0.14000000000000012,8.91,7.5,16.55,0.0,17.795698924731184,7.139017471999487,51.51098901098901,0.2500176822874765,99.77,390.0,7,0.0,0.0,1.3333333333333337,0.8928571428571428,2.5,1.2,1.1666666666666667,3.5,3.0,0.37333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,9056450A003    ,2023,51,14.0,4.0,2.0,2.16,2.1,2.86,3.15,5.9,10.03,0.93,2.3182461823229987,3.0,1.0,6.0,5.76,100.0,1.0,2.16,0.7599999999999998,0.29000000000000004,2.7500000000000004,4.129999999999999,7.17,0.0,7.709677419354838,3.0928553035792348,57.52794214332675,0.2413961991582353,100.0,371.5,2,0.07692307692307687,-0.5667673716012085,-0.7142857142857143,0.4629629629629629,4.0,0.5,1.0,2.0,2.0,0.36000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,9093003179     ,2023,48,2.0,1.0,2.0,1.496,0.31,1.16,1.26,1.99,5.23,1.0,1.7032348804500703,1.0,1.0,2.0,3.92,500.0,1.0,1.496,0.8499999999999999,0.10000000000000007,0.73,3.24,4.07,0.08,4.07,2.3895706028075967,5.434546324072866,0.319624309798185,94.615,369.5,9,0.0,0.0,0.0,0.6684491978609626,1.0,2.0,4.5,9.0,2.0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3886,9093003179     ,2023,49,2.0,8.0,3.0,1.492,0.3,1.26,1.55,3.06,4.47,1.0,1.7032348804500703,1.0,1.0,2.0,3.92,500.0,9.0,6.17,0.96,0.29000000000000004,1.51,1.4099999999999997,3.21,0.08,3.21,1.8846490503715936,5.449116153359925,0.3189937073831014,98.915,386.0,8,0.0,-0.21130221130221136,-0.11111111111111116,1.4586709886547813,0.8888888888888888,0.375,2.6666666666666665,0.8888888888888888,0.3333333333333333,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3887,9093003179     ,2023,50,1.0,7.0,5.0,1.594,0.3,1.23,1.69,2.73,5.21,1.0,1.7032348804500703,1.0,1.0,2.0,3.92,500.0,7.0,7.776,0.93,0.46,1.04,2.48,3.98,0.08,3.98,2.336729975227085,2.5502137079087226,0.2918077562595677,99.77,390.0,8,-0.5,0.2398753894080996,0.0,0.9002057613168725,1.0,0.7142857142857143,1.6,1.1428571428571428,0.7142857142857143,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3888,9093003179     ,2023,51,1.0,8.0,4.0,1.594,0.32,1.235,1.58,2.5,4.85,1.0,1.7032348804500703,1.0,1.0,2.0,3.92,500.0,8.0,7.784000000000002,0.9149999999999998,0.3450000000000002,0.92,2.35,3.615,0.08,3.615,2.122431874483897,2.5502137079087226,0.2918077562595677,100.0,371.5,7,0.0,-0.09170854271356776,-0.125,1.027749229188078,1.0,0.5,1.75,0.875,0.5,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3909,9094906A012    ,2023,48,4.0,8.0,8.0,5.162000000000001,0.15,1.37,1.62,4.09,5.64,0.63,1.2078008898133703,3.0,1.0,2.0,3.92,500.0,5.0,5.162000000000001,1.2200000000000002,0.25,2.47,1.5499999999999998,4.27,0.1,6.777777777777778,3.5353509307811497,3.1499733827249154,0.6678829502302868,94.615,369.5,25,0.0,0.0,-0.21875,0.9686168151879117,1.6,1.0,3.125,5.0,1.6,2.5810000000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3910,9094906A012    ,2023,49,3.0,26.0,26.0,5.13,0.33,1.335,1.57,2.13,4.09,0.63,1.2078008898133703,3.0,1.0,2.0,3.92,500.0,20.0,20.522,1.005,0.2350000000000001,0.5599999999999998,1.96,2.755,0.1,4.373015873015873,2.2810051087358474,2.3772167546236864,0.5770654839642553,98.915,386.0,24,-0.25,-0.35480093676814983,-0.040000000000000036,0.9745638826625086,1.3,1.0,0.9230769230769232,1.2,1.3,2.565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3911,9094906A012    ,2023,50,3.0,24.0,24.0,5.194,0.17,1.35,1.64,2.17,3.94,0.63,1.2078008898133703,3.0,1.0,2.0,3.92,500.0,27.0,25.98200000000001,1.1800000000000002,0.2899999999999998,0.53,1.77,2.59,0.1,4.111111111111111,2.1443931875229927,2.347924903969872,0.5764104148430994,99.77,390.0,28,0.0,-0.059891107078039914,0.16666666666666674,1.039180971441767,0.8888888888888888,1.0,1.1666666666666667,1.037037037037037,0.8888888888888888,2.597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3912,9094906A012    ,2023,51,4.0,25.0,24.0,5.164,0.245,1.34,1.62,3.31,4.485,0.63,1.2078008898133703,3.0,1.0,2.0,3.92,500.0,24.0,25.878000000000004,1.0950000000000002,0.28,1.69,1.1750000000000005,3.1450000000000005,0.1,4.992063492063493,2.6039060134207768,3.1487534085255646,0.6678963296501532,100.0,371.5,24,0.3333333333333333,0.21428571428571466,-0.1428571428571429,0.9274287039183862,1.0416666666666667,0.96,1.0,1.0,1.0,2.582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3932,9155180614     ,2023,48,5.0,3.0,3.0,2.444,0.29,1.16,1.27,8.51,11.26,1.08,2.2991487632413103,3.0,1.0,2.0,3.92,1500.0,3.0,2.444,0.8699999999999999,0.1100000000000001,7.24,2.75,10.1,0.08,9.351851851851851,4.39293018419615,8.316367942730164,0.5175679141890032,94.615,369.5,12,0.0,0.0,-0.07692307692307687,1.2274959083469723,1.0,1.0,4.0,4.0,1.0,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3933,9155180614     ,2023,49,3.0,11.0,13.0,2.424,0.32,1.24,1.54,3.9,4.36,1.08,2.2991487632413103,3.0,1.0,2.0,3.92,1500.0,11.0,12.133333333333333,0.92,0.30000000000000004,2.36,0.4600000000000004,3.12,0.08,2.888888888888889,1.357023977692276,5.030990903968446,0.4713874937549916,98.915,386.0,11,-0.4,-0.6910891089108909,-0.08333333333333337,0.9065934065934066,1.0,1.181818181818182,0.8461538461538461,1.0,1.181818181818182,1.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3934,9155180614     ,2023,50,3.0,11.0,11.0,2.468,0.32,1.24,1.51,3.46,5.08,1.08,2.2991487632413103,3.0,1.0,2.0,3.92,1500.0,13.0,12.337333333333332,0.92,0.27,1.95,1.62,3.84,0.08,3.555555555555556,1.6701833571597242,4.941297387041941,0.4762889555817969,99.77,390.0,13,0.0,0.23076923076923064,0.18181818181818188,1.0537123095212364,0.8461538461538461,1.0,1.181818181818182,1.0,0.8461538461538461,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3935,9155180614     ,2023,51,4.0,11.0,11.0,2.448,0.31,1.255,1.5950000000000002,3.74,5.6,1.08,2.2991487632413103,3.0,1.0,2.0,3.92,1500.0,10.0,12.262666666666664,0.9449999999999998,0.3400000000000003,2.145,1.86,4.345,0.08,4.023148148148148,1.889829866369532,6.6422232849779475,0.5007120572979982,100.0,371.5,11,0.3333333333333333,0.13151041666666674,-0.15384615384615385,0.8154833097749268,1.1,1.0,1.0,1.1,1.1,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
