,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
3954,9155180640     ,2023,48,3.0,3.0,3.0,1.496,0.25,1.1549999999999998,1.255,5.1850000000000005,6.055,1.08,3.0786675549633578,3.0,1.0,2.0,3.92,1000.0,2.0,1.496,0.9049999999999998,0.10000000000000007,3.9300000000000006,0.8699999999999992,4.9,0.08,4.537037037037037,1.5915976351848486,8.1518194861093,0.33427601077052105,94.615,369.5,8,0.0,0.0,0.0,1.3368983957219251,1.5,1.0,2.6666666666666665,4.0,1.5,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3955,9155180640     ,2023,49,4.0,8.0,7.0,1.492,0.29,1.1949999999999998,1.405,5.93,6.66,1.08,3.0786675549633578,3.0,1.0,2.0,3.92,1000.0,6.0,4.476,0.9049999999999998,0.2100000000000002,4.525,0.7300000000000004,5.465,0.08,5.060185185185184,1.7751185869969792,10.89823230671985,0.3413309359931968,98.915,386.0,8,0.3333333333333333,0.11530612244897953,0.0,1.3404825737265416,1.3333333333333333,0.875,1.1428571428571428,1.3333333333333333,1.1666666666666667,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3956,9155180640     ,2023,50,4.0,6.0,7.0,1.494,0.31,1.18,1.43,4.66,5.7,1.08,3.0786675549633578,3.0,1.0,2.0,3.92,1000.0,7.0,7.476000000000001,0.8699999999999999,0.25,3.2300000000000004,1.04,4.5200000000000005,0.08,4.185185185185185,1.468167614497044,10.883642972975911,0.34172428857785603,99.77,390.0,8,0.0,-0.17291857273558994,0.0,0.9363295880149812,0.8571428571428571,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3957,9155180640     ,2023,51,4.0,6.0,7.0,1.494,0.31,1.25,1.5,4.56,5.78,1.08,3.0786675549633578,3.0,1.0,2.0,3.92,1000.0,5.0,5.992000000000001,0.94,0.25,3.06,1.2200000000000006,4.53,0.08,4.194444444444445,1.4714157729361967,10.883642972975911,0.34172428857785603,100.0,371.5,6,0.0,0.0022123893805310324,-0.25,0.8344459279038717,1.2,1.1666666666666667,0.8571428571428571,1.2,1.4,0.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3977,9161140614     ,2023,48,8.0,8.0,7.0,4.7872,0.31,1.21,1.46,4.58,4.87,1.06,1.6845836109260492,3.0,1.0,2.0,3.92,2500.0,6.0,4.7872,0.8999999999999999,0.25,3.12,0.29000000000000004,3.66,0.08,3.452830188679245,2.172643718163698,6.793182905091082,0.8487034496028255,94.615,369.5,23,0.0,0.0,-0.2333333333333333,1.2533422459893049,1.3333333333333333,0.875,3.2857142857142856,3.8333333333333335,1.1666666666666667,2.3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3978,9161140614     ,2023,49,7.0,23.0,24.0,4.7744,0.32,1.23,1.54,3.555,4.4,1.06,1.6845836109260492,3.0,1.0,2.0,3.92,2500.0,22.0,23.8848,0.91,0.31000000000000005,2.015,0.8450000000000006,3.1700000000000004,0.08,2.9905660377358494,1.881770652070744,5.959970792737418,0.8152910593646401,98.915,386.0,25,-0.125,-0.13387978142076495,0.08695652173913038,0.9210878885316184,1.0454545454545454,1.0434782608695652,1.0416666666666667,1.1363636363636365,1.0909090909090908,2.3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3979,9161140614     ,2023,50,6.0,19.0,22.0,4.7808,0.32,1.25,1.57,3.545,4.475,1.06,1.6845836109260492,3.0,1.0,2.0,3.92,2500.0,22.0,23.9232,0.93,0.3200000000000001,1.975,0.9299999999999996,3.225,0.08,3.042452830188678,1.914419669693422,5.10170764358246,0.7760814146371314,99.77,390.0,22,-0.1428571428571429,0.017350157728706517,-0.12,0.9196094168004281,0.8636363636363636,1.1578947368421053,1.0,1.0,1.0,2.3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3980,9161140614     ,2023,51,7.0,22.0,21.0,4.7808,0.31,1.25,1.6,4.68,5.04,1.06,1.6845836109260492,3.0,1.0,2.0,3.92,2500.0,23.0,23.9488,0.94,0.3500000000000001,3.08,0.3600000000000003,3.79,0.08,3.5754716981132075,2.2498141234536653,5.951992250846202,0.8157146494176122,100.0,371.5,22,0.16666666666666674,0.17519379844961236,0.0,0.9603821485836452,0.9565217391304348,0.9545454545454546,1.0476190476190477,0.9565217391304348,0.9130434782608696,2.3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4000,9167180618     ,2023,48,5.0,3.0,3.0,2.244,0.25,1.1549999999999998,1.26,4.67,5.4,1.07,2.4024450366422387,3.0,1.0,2.0,3.92,1000.0,2.0,2.244,0.9049999999999998,0.1050000000000002,3.41,0.7300000000000004,4.245000000000001,0.08,3.9672897196261694,1.7669498928196072,9.057577206788107,0.4858247413966724,94.615,369.5,10,0.0,0.0,-0.23076923076923075,0.89126559714795,1.5,1.0,3.333333333333333,5.0,1.5,1.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4001,9167180618     ,2023,49,5.0,12.0,11.0,2.238,0.33,1.25,1.54,4.48,5.21,1.07,2.4024450366422387,3.0,1.0,2.0,3.92,1000.0,9.0,11.196,0.92,0.29000000000000004,2.9400000000000004,0.7299999999999995,3.96,0.08,3.700934579439252,1.6483207480720006,9.081860255599876,0.48483624908132394,98.915,386.0,12,0.0,-0.06713780918727941,0.2,0.8038585209003216,1.3333333333333333,0.9166666666666666,1.0909090909090908,1.3333333333333333,1.2222222222222223,1.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4002,9167180618     ,2023,50,4.0,8.0,11.0,2.2425,0.32,1.26,1.585,4.949999999999998,6.0150000000000015,1.07,2.4024450366422387,3.0,1.0,2.0,3.92,1000.0,10.0,11.214,0.94,0.325,3.365,1.0650000000000013,4.755000000000001,0.08,4.44392523364486,1.9792336255258496,7.250908629487633,0.471459957573526,99.77,390.0,12,-0.2,0.2007575757575759,0.0,0.8917424647761726,0.8,1.375,1.0909090909090908,1.2,1.1,1.12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4003,9167180618     ,2023,51,4.0,11.0,10.0,2.241,0.32,1.27,3.25,4.23,5.24,1.07,2.4024450366422387,3.0,1.0,2.0,3.92,1000.0,9.0,8.799000000000003,0.95,1.98,0.9800000000000004,1.0099999999999998,3.97,0.08,3.7102803738317762,1.6524831742034958,7.255761981983942,0.4712362138066813,100.0,371.5,9,0.0,-0.1650893796004207,-0.25,1.0228435049437432,1.2222222222222223,0.9090909090909092,0.9,1.0,1.1111111111111112,1.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4023,G1144ECB010    ,2023,48,43.0,95.0,77.0,56.16666666666666,1.09,2.37,2.98,5.41,5.53,0.63,0.6648280365694385,2.0,1.0,2.0,5.82,6.0,55.0,56.16666666666666,1.28,0.6099999999999999,2.43,0.1200000000000001,3.16,0.0,5.015873015873017,4.753108813379519,2.2450986364071466,1.297652308748774,94.615,369.5,261,0.0,0.0,-0.22089552238805965,0.9792284866468844,1.7272727272727273,0.8105263157894737,3.389610389610389,4.745454545454545,1.4,28.08333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4024,G1144ECB010    ,2023,49,40.0,280.0,274.0,54.33333333333334,1.14,4.32,4.8,5.25,5.41,0.63,0.6648280365694385,2.0,1.0,2.0,5.82,6.0,278.0,272.6666666666667,3.1800000000000006,0.4799999999999995,0.4500000000000002,0.16000000000000014,1.09,0.0,1.7301587301587298,1.6395217109442015,2.158933486857492,1.2483511302263657,98.915,386.0,271,-0.06976744186046513,-0.6550632911392404,0.03831417624521083,1.0195599022004889,1.0071942446043165,0.9785714285714284,0.9890510948905108,0.974820143884892,0.9856115107913668,27.16666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4025,G1144ECB010    ,2023,50,31.0,229.0,267.0,59.33333333333334,1.16,4.36,4.79,5.23,5.33,0.63,0.6648280365694385,2.0,1.0,2.0,5.82,6.0,293.0,296.16666666666663,3.2,0.4299999999999997,0.4400000000000004,0.09999999999999963,0.9699999999999998,0.0,1.539682539682539,1.4590239079044731,1.5321756894790597,0.9073478161645776,99.77,390.0,302,-0.225,-0.1100917431192664,0.11439114391143912,0.9893078221722004,0.7815699658703071,1.1659388646288211,1.1310861423220977,1.0307167235494878,0.9112627986348124,29.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4026,G1144ECB010    ,2023,51,39.5,286.0,256.0,57.33333333333334,1.16,4.32,4.76,5.46,5.79,0.63,0.6648280365694385,2.0,1.0,2.0,5.82,6.0,300.0,285.5,3.16,0.4399999999999995,0.7000000000000002,0.3300000000000001,1.4699999999999998,0.0,2.333333333333333,2.2110980872366754,2.0203914615017387,1.177216545749348,100.0,371.5,257,0.27419354838709675,0.5154639175257734,-0.14900662251655628,1.0507880910683012,0.9533333333333334,0.8951048951048951,1.00390625,0.8566666666666667,0.8533333333333334,28.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4047,G1144ECE010    ,2023,48,57.0,53.0,78.0,51.375,0.14,1.98,2.18,5.58,5.75,0.58,0.6194137209015889,2.0,1.0,4.0,4.0,8.0,53.0,51.375,1.84,0.20000000000000007,3.4,0.16999999999999993,3.77,0.0,6.500000000000001,6.086400531316241,8.875912408759124,2.3467980961754464,94.615,369.5,280,0.0,0.0,-0.07894736842105265,1.0316301703163018,1.0,1.4716981132075468,3.58974358974359,5.283018867924528,1.4716981132075468,12.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4048,G1144ECE010    ,2023,49,56.0,257.0,267.0,52.125,0.14,1.98,2.19,3.98,4.97,0.58,0.6194137209015889,2.0,1.0,4.0,4.0,8.0,203.0,209.5,1.84,0.21,1.79,0.9899999999999998,2.99,0.0,5.155172413793104,4.827145248974949,8.594724220623501,2.310972343691821,98.915,386.0,264,-0.017543859649122858,-0.2068965517241379,-0.05714285714285716,0.9689737470167064,1.2660098522167489,1.038910505836576,0.9887640449438202,1.3004926108374384,1.3152709359605912,13.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4049,G1144ECE010    ,2023,50,49.0,258.0,226.0,48.875,0.13,1.98,2.31,4.96,5.16,0.58,0.6194137209015889,2.0,1.0,4.0,4.0,8.0,256.0,245.125,1.85,0.3300000000000001,2.65,0.20000000000000007,3.18,0.0,5.482758620689657,5.133886920314495,8.020460358056265,2.1602118606444045,99.77,390.0,252,-0.125,0.0635451505016722,-0.04545454545454541,1.044365119836818,1.0078125,0.875968992248062,1.1150442477876106,0.984375,0.8828125,12.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4050,G1144ECE010    ,2023,51,81.0,356.0,314.0,50.25,0.13,1.99,2.3,5.52,5.79,0.58,0.6194137209015889,2.0,1.0,4.0,4.0,8.0,265.0,253.625,1.86,0.30999999999999983,3.22,0.2700000000000005,3.8,0.0,6.551724137931035,6.134833426790905,12.8955223880597,2.8959058710529475,100.0,371.5,228,0.653061224489796,0.19496855345911945,-0.09523809523809523,1.0448496796451454,1.3433962264150945,0.8820224719101124,0.7261146496815286,0.8603773584905661,1.1849056603773584,12.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4071,G1163ECB010    ,2023,48,7.0,10.0,7.0,4.7625,0.31,1.21,1.46,2.805,4.17,1.04,1.2303402331667856,1.0,1.0,2.0,3.92,80.0,6.0,4.7625,0.8999999999999999,0.25,1.3450000000000002,1.3649999999999998,2.96,0.08,2.8461538461538463,2.405838580423583,5.974862898235282,0.8144992124825124,94.615,369.5,29,0.0,0.0,-0.17142857142857135,1.2598425196850394,1.6666666666666667,0.7,4.142857142857143,4.833333333333333,1.1666666666666667,2.38125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4072,G1163ECB010    ,2023,49,5.0,21.0,22.0,4.35,0.32,1.205,1.54,2.425,3.955,1.04,1.2303402331667856,1.0,1.0,2.0,3.92,80.0,20.0,21.75,0.885,0.335,0.8849999999999998,1.5300000000000002,2.75,0.08,2.644230769230769,2.23515408654218,4.672460517708625,0.7077180385463281,98.915,386.0,22,-0.2857142857142857,-0.07094594594594594,-0.2413793103448276,0.9195402298850576,1.05,1.0476190476190477,1.0,1.1,1.1,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4073,G1163ECB010    ,2023,50,3.0,21.0,26.0,5.4,0.315,1.235,1.57,2.1950000000000003,2.815,1.04,1.2303402331667856,1.0,1.0,2.0,3.92,80.0,26.0,27.15,0.92,0.3350000000000002,0.6250000000000002,0.6199999999999997,1.58,0.08,1.5192307692307692,1.284197620631507,2.258355916892502,0.5737941424965315,99.77,390.0,28,-0.4,-0.4254545454545454,0.2727272727272727,0.9576427255985268,0.8076923076923077,1.238095238095238,1.0769230769230769,1.0769230769230769,1.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4074,G1163ECB010    ,2023,51,4.0,28.0,25.0,5.4375,0.32,1.25,1.6,3.53,4.0,1.04,1.2303402331667856,1.0,1.0,2.0,3.92,80.0,29.0,26.6625,0.93,0.3500000000000001,1.93,0.4700000000000002,2.75,0.08,2.644230769230769,2.23515408654218,2.9903747313335196,0.6687845142417626,100.0,371.5,25,0.3333333333333333,0.7405063291139241,-0.1071428571428571,1.087669948429442,0.9655172413793104,0.8928571428571429,1.0,0.8620689655172413,0.8620689655172413,2.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4095,G1163ECE010    ,2023,48,17.0,27.0,28.0,18.63,0.31,1.21,1.455,3.945,4.380000000000001,1.03,1.0846089995631278,1.0,1.0,2.0,3.92,100.0,20.0,18.63,0.8999999999999999,0.2450000000000001,2.49,0.43500000000000094,3.1700000000000013,0.08,3.077669902912622,2.9227122412563906,3.709376868325849,1.2181248201310138,94.615,369.5,90,0.0,0.0,-0.15094339622641506,1.0735373054213635,1.35,1.037037037037037,3.2142857142857144,4.5,1.4,9.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4096,G1163ECE010    ,2023,49,18.0,94.0,96.0,18.9,0.32,1.25,1.54,3.36,3.54,1.03,1.0846089995631278,1.0,1.0,2.0,3.92,100.0,87.0,94.56,0.93,0.29000000000000004,1.82,0.18000000000000016,2.29,0.08,2.2233009708737863,2.111359947153669,3.871467286101433,1.2616998755911928,98.915,386.0,95,0.058823529411764726,-0.2776025236593063,0.05555555555555558,0.9200507614213198,1.0804597701149423,1.0212765957446808,0.9895833333333334,1.091954022988506,1.1034482758620692,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4097,G1163ECE010    ,2023,50,16.0,76.0,83.0,18.09,0.32,1.24,1.57,2.78,3.31,1.03,1.0846089995631278,1.0,1.0,2.0,3.92,100.0,89.0,90.42,0.92,0.3300000000000001,1.2099999999999995,0.5300000000000002,2.0700000000000003,0.08,2.009708737864078,1.9085218736279896,3.5953925045054764,1.1812570675387697,99.77,390.0,93,-0.11111111111111116,-0.09606986899563308,-0.021052631578947326,0.9842955098429552,0.8539325842696629,1.0921052631578947,1.120481927710843,1.0449438202247192,0.9325842696629212,9.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4098,G1163ECE010    ,2023,51,22.5,86.0,81.0,18.06,0.32,1.25,1.59,4.21,4.5,1.03,1.0846089995631278,1.0,1.0,2.0,3.92,100.0,91.0,90.93,0.93,0.3400000000000001,2.62,0.29000000000000004,3.25,0.08,3.1553398058252418,2.9964715407202736,5.0644194149582695,1.5002581029079398,100.0,371.5,81,0.40625,0.5700483091787438,-0.12903225806451613,1.0007698229407236,0.9450549450549449,0.9418604651162792,1.0,0.8901098901098901,0.8901098901098901,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4118,G117362010     ,2023,48,72.0,82.0,60.0,41.55555555555557,0.09,3.09,3.59,7.1,7.225,0.89,0.9139840106595604,1.0,1.0,2.0,3.92,18.0,40.0,41.55555555555557,3.0,0.5,3.51,0.125,4.135,0.0,4.646067415730337,4.524149166478361,7.043172035998434,2.4081292349156382,94.615,369.5,212,0.0,0.0,-0.12757201646090532,0.9625668449197856,2.05,0.7317073170731707,3.533333333333333,5.3,1.5,20.777777777777786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4119,G117362010     ,2023,49,51.0,183.0,208.0,41.444444444444436,0.09,5.1,5.47,6.79,7.01,0.89,0.9139840106595604,1.0,1.0,2.0,3.92,18.0,142.0,165.83333333333331,5.01,0.3700000000000001,1.3200000000000005,0.21999999999999967,1.91,0.0,2.1460674157303368,2.0897520938267644,5.002288628784412,1.8347479851550723,98.915,386.0,208,-0.29166666666666663,-0.5380894800483675,-0.018867924528301886,0.8562814070351759,1.2887323943661972,1.1366120218579234,1.0,1.4647887323943662,1.4647887323943662,20.722222222222214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
