,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
419,82821ECB050    ,2023,51,11.0,43.0,39.0,石黒ゴム工業（株）,7.97,0.11,1.96,2.23,5.49,5.96,0.83,0.9706552188946844,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,39,38.92,1.85,0.27,3.26,0.4699999999999998,4.0,0.29,4.819277108433735,4.120927721951493,1.84904,5.949033011725002,1.764930509872379,100.0,371.5
420,82821ECE010    ,2023,51,19.0,52.0,46.0,石黒ゴム工業（株）,9.34,0.11,1.96,2.23,6.11,6.485,1.07,1.1879593040401062,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,38,43.58000000000001,1.85,0.27,3.88,0.375,4.525,0.29,4.228971962616821,3.8090530413045482,2.1668800000000004,8.768367422284571,2.6013570869181857,100.0,371.5
421,82821XAE010    ,2023,51,13.0,44.0,37.0,石黒ゴム工業（株）,7.97,0.11,1.95,2.205,5.835,6.2799999999999985,0.87,1.010646976090014,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,38,38.92,1.84,0.2550000000000001,3.63,0.4449999999999994,4.329999999999999,0.29,4.9770114942528725,4.2843842631893905,1.84904,7.030675377493185,2.085826966212812,100.0,371.5
422,82824ECB010    ,2023,51,11.0,57.0,48.0,矢崎総業（株）,10.75,0.13,1.99,2.21,4.75,5.04,0.57,0.662874764185169,1.0,矢崎総業（株）,1.0,1.0,1.79,32,57,53.53125,1.86,0.22,2.54,0.29000000000000004,3.05,0.0,5.350877192982456,4.601170786384026,2.99925,3.667583562557306,0.7699441790470191,100.0,371.5
423,82824ECB020    ,2023,51,22.0,99.0,84.0,矢崎総業（株）,18.675,0.13,1.99,2.21,4.96,5.4,0.58,0.6332978014656895,1.0,矢崎総業（株）,1.0,1.0,1.79,40,98,93.55,1.86,0.22,2.75,0.4400000000000004,3.41,0.0,5.879310344827587,5.384512613351848,5.210325000000001,4.2223853598383965,0.8864149852482415,100.0,371.5
424,82824ECE010    ,2023,51,15.0,49.0,40.0,住友電装（株）,8.933333333333334,1.47,5.39,5.37,6.7,6.79,0.36,0.4708510900357187,1.0,住友電装（株）,1.0,1.0,3.25,45,47,45.088888888888896,3.92,-0.01999999999999957,1.33,0.08999999999999986,1.4000000000000004,0.0,3.88888888888889,2.9733391928513884,3.796666666666667,3.9508340649692713,1.1383759170250445,100.0,371.5
425,9010506A089    ,2023,51,5.0,5.0,5.0,（株）青山製作所,0.996,0.31,3.17,3.26,7.72,8.3,1.0,3.9980013324450367,3.0,（株）青山製作所,1.0,6.0,5.76,1500,3,2.986666666666667,2.86,0.08999999999999986,4.46,0.580000000000001,5.130000000000001,0.08,5.130000000000001,1.2831411431428097,0.11221599999999997,44.55692592856634,15.243158870299007,100.0,371.5
426,9010508A014    ,2023,51,18.0,121.0,133.0,（株）青山製作所,56.27,0.32,1.25,1.58,3.52,4.0,1.08,1.133008684589492,3.0,（株）青山製作所,1.0,6.0,5.76,500,287,282.23,0.93,0.3300000000000001,1.94,0.48,2.75,0.08,2.5462962962962963,2.427165861483552,6.339753333333333,2.839227183391993,0.971314562739366,100.0,371.5
427,9010508A042    ,2023,51,2.0,26.0,19.0,（株）青山製作所,5.7333333333333325,0.315,1.25,1.58,1.79,3.905,1.07,1.244140182847192,1.0,（株）青山製作所,1.0,6.0,5.76,300,28,28.55,0.935,0.3300000000000001,0.21,2.115,2.655,0.08,2.481308411214953,2.1340038981170766,0.6459555555555555,3.0961882482454937,1.0592222954524058,100.0,371.5
428,9010512A018    ,2023,51,41.0,248.0,236.0,（株）青山製作所,51.64,0.32,1.25,1.59,3.8,4.08,1.04,1.0977800889813372,3.0,（株）青山製作所,1.0,6.0,5.76,200,263,258.78000000000003,0.93,0.3400000000000001,2.21,0.28000000000000025,2.83,0.08,2.7211538461538463,2.5779297952343456,5.818106666666666,7.046966023311136,2.4108041658695982,100.0,371.5
429,9011906A065    ,2023,51,2.0,10.0,10.0,（株）青山製作所,2.241,0.31,1.23,1.56,4.32,5.03,1.07,1.5141483455474132,1.0,（株）青山製作所,1.0,6.0,5.76,1000,11,11.225999999999999,0.92,0.3300000000000001,2.76,0.71,3.8,0.08,3.5514018691588785,2.5096616267319423,0.252486,7.921231276189571,2.70989491027538,100.0,371.5
430,9014908A008    ,2023,51,2.0,12.0,12.0,（株）青山製作所,2.80125,0.32,1.26,1.625,3.775,4.6099999999999985,1.02,1.3753186764379302,1.0,（株）青山製作所,1.0,6.0,5.76,800,14,14.0325,0.94,0.365,2.15,0.8349999999999995,3.35,0.08,3.2843137254901955,2.4357991041585256,0.31560750000000004,6.336985020951656,2.1679159282203035,100.0,371.5
431,9015905A007    ,2023,51,4.0,10.0,10.0,（株）青山製作所,2.241,0.32,1.25,1.645,4.44,5.965,1.03,2.362533813045506,3.0,（株）青山製作所,1.0,6.0,5.76,2000,10,11.225999999999999,0.93,0.395,2.7949999999999995,1.5250000000000004,4.715,0.08,4.577669902912621,1.995738631957172,0.252486,15.842462552379146,5.41978982055076,100.0,371.5
432,9015906A021    ,2023,51,6.0,24.0,23.0,（株）青山製作所,5.26,0.32,1.25,1.59,4.06,4.16,1.02,1.587094350322535,3.0,（株）青山製作所,1.0,6.0,5.76,1200,25,26.37416666666667,0.93,0.3400000000000001,2.47,0.10000000000000052,2.91,0.08,2.8529411764705883,1.833539385612846,0.5926266666666667,10.124417845973856,3.463616631517372,100.0,371.5
433,9015906A022    ,2023,51,4.0,35.0,34.0,（株）青山製作所,7.47,0.32,1.25,1.59,2.85,4.01,1.01,1.4097335109926716,3.0,（株）青山製作所,1.0,6.0,5.76,1500,38,37.42,0.93,0.3400000000000001,1.26,1.1599999999999997,2.76,0.08,2.7326732673267324,1.9578168345140143,0.84162,4.752738765713742,1.6259369461652278,100.0,371.5
434,9015906A023    ,2023,51,4.0,8.0,8.0,（株）青山製作所,1.7226923076923075,0.315,1.23,1.545,3.235,5.115,1.02,2.752293956959158,3.0,（株）青山製作所,1.0,6.0,5.76,1300,6,6.911538461538463,0.915,0.31499999999999995,1.69,1.8800000000000003,3.885,0.08,3.8088235294117654,1.4115498056364226,0.19409,20.608995826678342,7.050445940705749,100.0,371.5
435,9020150A002    ,2023,51,5.0,17.0,16.0,（株）ムロコーポレーション,3.37,0.1,0.86,1.03,3.225,4.98,0.73,1.0202336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,14,13.64,0.76,0.17000000000000004,2.1949999999999994,1.7550000000000008,4.12,0.0,5.6438356164383565,4.0382906877673195,0.58301,8.576182226719952,1.2131476085221191,100.0,371.5
436,9020156A001    ,2023,51,3.0,17.0,15.0,（株）ムロコーポレーション,3.37,0.1,0.86,1.07,2.42,3.715,0.75,1.0402336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,14,13.64,0.76,0.21000000000000008,1.35,1.295,2.855,0.0,3.806666666666666,2.744575733268232,0.58301,5.145709336031971,0.7278885651132716,100.0,371.5
437,9020156A002    ,2023,51,6.5,23.0,18.0,（株）ムロコーポレーション,4.095,0.1,0.86,1.07,4.04,5.08,0.73,0.9763357556349304,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,20,16.31,0.76,0.21000000000000008,2.97,1.04,4.22,0.0,5.780821917808219,4.322283574727478,0.708435,9.175153683824202,1.297875378006204,100.0,371.5
438,9025006A007    ,2023,51,1.0,15.0,10.0,（株）ギフ加藤製作所,3.3,0.24,2.03,4.01,4.43,4.69,0.76,1.0502336380786534,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,200,15,13.64,1.7899999999999998,1.98,0.4199999999999999,0.2600000000000007,2.6600000000000006,0.12,3.5000000000000013,2.532769760513793,0.7919999999999999,1.2626262626262628,0.3835826620636748,100.0,371.5
439,9030106A018    ,2023,51,5.0,11.0,9.0,ＮＯＫ（株）,2.0175,0.32,3.85,4.03,4.56,4.97,0.56,2.046749346449767,3.0,ＮＯＫ（株）,1.0,2.0,3.52,2000,7,8.1815,3.53,0.18000000000000016,0.5299999999999994,0.41000000000000014,1.1199999999999997,0.03,1.9999999999999991,0.5472091645920004,0.455955,10.965994451206805,3.1937045695524984,100.0,371.5
440,9030111A014    ,2023,51,5.0,19.0,17.0,ＮＯＫ（株）,3.735,0.32,1.94,2.13,5.195,5.975,0.56,1.3594670219853433,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,18,18.71,1.62,0.18999999999999995,3.0650000000000004,0.7799999999999994,4.035,0.03,7.205357142857142,2.9680749402124897,0.8441099999999999,5.923398609186008,1.7251135124691206,100.0,371.5
441,9030117A010    ,2023,51,3.0,6.0,5.0,ＮＯＫ（株）,1.096,0.325,3.85,4.050000000000002,6.565,8.605,0.58,3.3196009314643167,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,4,3.361,3.525,0.20000000000000065,2.5149999999999992,2.040000000000001,4.755000000000001,0.03,8.198275862068968,1.4324010922308401,0.247696,12.111620696337447,3.5273534502219883,100.0,371.5
442,9030119A011    ,2023,51,4.0,19.0,15.0,ＮＯＫ（株）,3.44,0.14,1.94,2.13,4.91,5.03,0.54,0.8302336380786534,1.0,ＮＯＫ（株）,1.0,2.0,3.52,200,15,17.130000000000006,1.7999999999999998,0.18999999999999995,2.78,0.1200000000000001,3.0900000000000003,0.03,5.722222222222222,3.721843898244056,0.7774399999999999,5.145091582630172,1.4984416207144569,100.0,371.5
443,9031150A014    ,2023,51,6.0,46.0,40.0,ＮＯＫ（株）,8.892857142857142,0.14,1.94,2.145,4.215,4.9,0.54,0.6519253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,46,44.547619047619044,1.7999999999999998,0.20500000000000007,2.07,0.6850000000000005,2.9600000000000004,0.03,5.481481481481482,4.540396917857216,2.009785714285714,2.985392899029748,0.8694572102844368,100.0,371.5
444,9031150A015    ,2023,51,5.0,45.0,40.0,ＮＯＫ（株）,8.892857142857142,0.14,1.94,2.13,4.44,4.97,0.53,0.6419253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,45,44.547619047619044,1.7999999999999998,0.18999999999999995,2.3100000000000005,0.5299999999999994,3.03,0.03,5.716981132075472,4.720174774008075,2.009785714285714,2.487827415858123,0.7245476752370307,100.0,371.5
445,9034108A006    ,2023,51,3.0,17.0,15.0,（株）杉浦製作所,3.3280000000000003,0.14,0.91,1.1,3.2,3.44,0.53,1.4264455932228717,3.0,（株）杉浦製作所,1.0,2.0,1.06,1000,17,16.680999999999997,0.77,0.19000000000000009,2.1,0.23999999999999974,2.53,0.12,4.7735849056603765,1.7736393256217982,0.34278400000000003,8.75186706497386,1.380462952055601,100.0,371.5
446,9034118060     ,2023,51,5.0,9.0,7.0,住友商事（株）鉄鋼部輸送機材,1.4166666666666667,0.26,3.975,4.21,7.25,8.455,0.74,1.4477558242406368,1.0,住友商事（株）鉄鋼部輸送機材,1.0,1.0,3.0,300,6,5.706666666666668,3.715,0.2350000000000003,3.04,1.205,4.48,0.0,6.054054054054054,3.0944444670770417,0.5666666666666668,8.823529411764705,2.434077079107505,100.0,371.5
447,9034118090     ,2023,51,6.0,13.0,12.0,（株）杉浦製作所,2.49,0.27,0.91,1.1,3.29,3.415,0.58,1.7792005329780145,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,10,12.473333333333334,0.64,0.19000000000000009,2.19,0.125,2.505,0.12,4.318965517241379,1.4079357293172268,0.25647000000000003,23.39454907006667,3.69010498348678,100.0,371.5
448,9034118A024    ,2023,51,6.0,11.0,9.0,（株）青山製作所,2.01,0.29,1.23,1.605,4.955,5.199999999999998,1.06,2.5380145338095828,3.0,（株）青山製作所,1.0,6.0,5.76,200,8,10.145,0.94,0.375,3.35,0.2449999999999992,3.9699999999999993,0.08,3.745283018867924,1.5642148408192893,0.22646,26.49474520886691,9.063991781980782,100.0,371.5
449,9036324A003    ,2023,51,7.0,77.0,70.0,日本精工（株）,15.636363636363635,0.12,1.33,1.5550000000000002,2.28,3.795,0.74,0.8038514003773037,1.0,日本精工（株）,1.0,8.0,9.0,22,74,77.86363636363637,1.21,0.2250000000000001,0.7249999999999996,1.515,2.465,0.09,3.331081081081081,3.0664871627305783,1.9545454545454544,3.581395348837209,1.4922480620155043,100.0,371.5
450,9036324A004    ,2023,51,20.0,125.0,112.0,日本精工（株）,24.9,0.14,1.33,1.55,4.085,4.25,0.74,0.7799733510992671,1.0,日本精工（株）,1.0,8.0,9.0,30,118,124.73333333333332,1.19,0.22,2.535,0.16500000000000006,2.92,0.09,3.9459459459459465,3.7437176486666552,3.1125000000000003,6.425702811244979,2.6773761713520754,100.0,371.5
451,9036324A005    ,2023,51,18.0,94.0,82.0,日本精工（株）,18.272727272727273,0.12,1.33,1.56,4.265,4.49,0.69,0.7441938662396846,1.0,日本精工（株）,1.0,8.0,9.0,22,88,92.22727272727272,1.21,0.23,2.705,0.22500000000000053,3.16,0.09,4.579710144927537,4.246205381894736,2.2840909090909096,7.880597014925371,3.2835820895522385,100.0,371.5
452,9036340A010    ,2023,51,15.0,95.0,83.0,日本精工（株）,18.675,0.12,1.33,1.56,4.0,4.47,0.74,0.8998934043970686,3.0,日本精工（株）,1.0,8.0,9.0,80,89,93.55,1.21,0.23,2.44,0.4699999999999998,3.14,0.09,4.243243243243243,3.4893021602973184,2.334375,6.42570281124498,2.6773761713520754,100.0,371.5
453,9036345A004    ,2023,51,11.0,52.0,37.0,岡谷鋼機（株）,8.3,0.13,2.44,2.75,6.13,6.47,0.68,0.7999200532978015,1.0,岡谷鋼機（株）,1.0,1.0,2.29,90,41,41.57777777777778,2.31,0.31000000000000005,3.38,0.33999999999999986,4.0299999999999985,0.0,5.926470588235293,5.038003464703334,2.730700000000001,4.028271139268319,0.9610596119066548,100.0,371.5
454,9036628A005    ,2023,51,6.0,31.0,25.0,（株）ジェイテクト,5.7333333333333325,0.09,2.02,2.57,4.91,5.28,0.62,0.794140182847192,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,31,28.55,1.93,0.5499999999999998,2.3400000000000003,0.3700000000000001,3.26,0.0,5.258064516129033,4.105068689903187,1.6626666666666663,3.608660785886127,0.7809788267962514,100.0,371.5
455,9036628A006    ,2023,51,4.0,23.0,17.0,（株）ジェイテクト,4.3,0.09,2.02,2.57,4.83,5.62,0.62,0.8521869104629226,1.0,（株）ジェイテクト,1.0,1.0,1.9,80,23,21.4125,1.93,0.5499999999999998,2.26,0.79,3.6,0.0,5.806451612903227,4.224425364670784,1.247,3.2076984763432232,0.6942034015966678,100.0,371.5
456,9036628A007    ,2023,51,9.0,29.0,25.0,（株）ジェイテクト,5.583333333333332,0.09,2.02,2.34,5.7650000000000015,6.24,0.57,0.7473617440571498,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,28,28.180555555555557,1.93,0.31999999999999984,3.4250000000000007,0.4749999999999997,4.2200000000000015,0.0,7.403508771929827,5.646529319377768,1.6191666666666664,5.558414822439527,1.202940521274226,100.0,371.5
457,9036628A008    ,2023,51,6.0,20.0,18.0,（株）ジェイテクト,4.02,0.09,2.02,2.34,5.125,6.005000000000001,0.58,0.8263357556349303,1.0,（株）ジェイテクト,1.0,1.0,1.9,100,20,20.290000000000006,1.93,0.31999999999999984,2.785,0.8800000000000008,3.9850000000000008,0.0,6.870689655172416,4.822494939648415,1.1657999999999995,5.146680391147711,1.1138338159946537,100.0,371.5
458,9036630A017    ,2023,51,13.0,54.0,46.0,（株）ジェイテクト,10.375,0.09,2.02,2.575,5.225,5.69,0.6,0.6959360426382412,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,54,51.972222222222214,1.93,0.5550000000000002,2.6499999999999995,0.4649999999999999,3.67,0.0,6.116666666666666,5.273473099751099,3.00875,4.320731200664729,0.9350836180543068,100.0,371.5
459,9036630A018    ,2023,51,22.5,103.0,88.0,（株）ジェイテクト,19.657894736842106,0.09,2.02,2.58,5.08,5.28,0.34,0.4918987341772152,3.0,（株）ジェイテクト,1.0,1.0,1.9,38,103,98.4736842105263,1.93,0.56,2.5,0.20000000000000015,3.26,0.0,9.588235294117649,6.627380339680906,5.7007894736842095,3.9468217698379733,0.8541629203380686,100.0,371.5
460,9036652A003    ,2023,51,12.0,36.0,30.0,（株）ジェイテクト,6.7,0.09,2.02,2.34,5.815,6.145,0.57,0.7178014533809582,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,34,33.81666666666667,1.93,0.31999999999999984,3.475,0.3300000000000001,4.125,0.0,7.236842105263157,5.746714471767365,1.943,6.176016469377252,1.336600579193584,100.0,371.5
461,9036652A004    ,2023,51,11.0,34.0,28.0,（株）ジェイテクト,6.3809523809523805,0.09,2.02,2.34,5.8100000000000005,6.105,0.57,0.7251915260500061,1.0,（株）ジェイテクト,1.0,1.0,1.9,63,32,32.2063492063492,1.93,0.31999999999999984,3.4700000000000006,0.29499999999999993,4.085000000000001,0.0,7.166666666666669,5.632994668664009,1.8504761904761904,5.944415851775606,1.2864780574738248,100.0,371.5
462,9036658A001    ,2023,51,7.0,41.0,34.0,（株）ジェイテクト,7.644444444444447,0.09,2.02,2.32,4.71,5.07,0.57,0.7006051371353941,1.0,（株）ジェイテクト,1.0,1.0,1.9,45,41,38.06666666666667,1.93,0.2999999999999998,2.39,0.3600000000000003,3.0500000000000003,0.0,5.350877192982457,4.353379440622883,2.216888888888889,3.1575781876503606,0.6833564734467199,100.0,371.5
463,9036658A002    ,2023,51,10.0,51.0,43.0,（株）ジェイテクト,9.555555555555557,0.09,2.02,2.34,4.85,5.12,0.59,0.6944841097083152,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,51,47.58333333333333,1.93,0.31999999999999984,2.51,0.2700000000000005,3.1,0.0,5.2542372881355925,4.4637450399002025,2.771111111111112,3.608660785886127,0.7809788267962512,100.0,371.5
464,9036659A009    ,2023,51,25.5,110.0,92.0,（株）ジェイテクト,20.75,0.09,2.02,2.63,5.289999999999999,5.615,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,110,103.94444444444444,1.93,0.6099999999999999,2.6599999999999997,0.3250000000000011,3.595,0.0,6.093220338983053,5.635078687120793,6.0175,4.23764021603656,0.9171012407840315,100.0,371.5
465,9036659A010    ,2023,51,25.5,111.0,92.0,（株）ジェイテクト,20.75,0.09,2.02,2.63,5.22,5.35,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,111,103.94444444444444,1.93,0.6099999999999999,2.59,0.1299999999999999,3.33,0.0,5.6440677966101696,5.219697365260706,6.0175,4.23764021603656,0.9171012407840315,100.0,371.5
466,9050827A011    ,2023,51,2.0,9.0,8.0,（株）東郷製作所,1.685,0.125,1.49,1.72,4.76,5.43,0.82,1.4004672761573067,1.0,（株）東郷製作所,1.0,8.0,11.12,200,8,8.565000000000001,1.365,0.23,3.04,0.6699999999999999,3.94,0.08,4.8048780487804885,2.813346707258186,0.2552775,7.834611354310505,3.635355651387569,100.0,371.5
467,9056439A005    ,2023,51,13.0,11.0,11.0,（株）ムロコーポレーション,2.62,0.1,0.86,1.03,1.9,2.24,0.93,2.1078563015312133,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,3,7.92,0.76,0.17000000000000004,0.8699999999999999,0.3400000000000003,1.3800000000000003,0.0,1.4838709677419355,0.6546935856099512,0.4532600000000001,28.68111017958787,4.057098986973592,100.0,371.5
468,9056450A003    ,2023,51,14.0,4.0,2.0,（株）ムロコーポレーション,2.16,2.1,2.86,3.15,5.9,10.03,0.93,2.3182461823229987,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,1,2.16,0.7599999999999998,0.29000000000000004,2.7500000000000004,4.129999999999999,7.17,0.0,7.709677419354838,3.0928553035792348,0.37368,37.465210875615504,5.299657793525332,100.0,371.5
469,9093003179     ,2023,51,1.0,8.0,4.0,（株）青山製作所,1.594,0.32,1.235,1.58,2.5,4.85,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500,8,7.784000000000002,0.9149999999999998,0.3450000000000002,0.92,2.35,3.615,0.08,3.615,2.122431874483897,0.17959066666666668,5.568218095966382,1.9049167170411307,100.0,371.5
470,9094906A012    ,2023,51,4.0,25.0,24.0,中庸スプリング（株）,5.164,0.245,1.34,1.62,3.31,4.485,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500,24,25.878000000000004,1.0950000000000002,0.28,1.69,1.1750000000000005,3.1450000000000005,0.1,4.992063492063493,2.6039060134207768,0.8623879999999999,4.638283464055622,1.0803254372347126,100.0,371.5
471,9155180614     ,2023,51,4.0,11.0,11.0,（株）青山製作所,2.448,0.31,1.255,1.5950000000000002,3.74,5.6,1.08,2.2991487632413103,3.0,（株）青山製作所,1.0,6.0,5.76,1500,10,12.262666666666664,0.9449999999999998,0.3400000000000003,2.145,1.8599999999999997,4.345,0.08,4.023148148148148,1.889829866369532,0.275808,14.502842557141198,4.961498769548305,100.0,371.5
472,9155180640     ,2023,51,4.0,6.0,7.0,（株）青山製作所,1.494,0.31,1.25,1.5,4.56,5.78,1.08,3.0786675549633578,3.0,（株）青山製作所,1.0,6.0,5.76,1000,5,5.992000000000001,0.94,0.25,3.06,1.2200000000000006,4.53,0.08,4.194444444444445,1.4714157729361967,0.168324,23.763693828568712,8.129684730826138,100.0,371.5
473,9161140614     ,2023,51,7.0,22.0,21.0,（株）青山製作所,4.7808,0.31,1.25,1.6,4.68,5.04,1.06,1.6845836109260492,3.0,（株）青山製作所,1.0,6.0,5.76,2500,23,23.9488,0.94,0.3500000000000001,3.08,0.3600000000000003,3.79,0.08,3.5754716981132075,2.2498141234536653,0.5386368,12.995770062498512,4.445921337170543,100.0,371.5
474,9167180618     ,2023,51,4.0,11.0,10.0,（株）青山製作所,2.241,0.32,1.27,3.25,4.23,5.24,1.07,2.4024450366422387,3.0,（株）青山製作所,1.0,6.0,5.76,1000,9,8.799000000000003,0.95,1.98,0.9800000000000004,1.0099999999999998,3.97,0.08,3.7102803738317762,1.6524831742034958,0.252486,15.842462552379146,5.41978982055076,100.0,371.5
475,G1144ECB010    ,2023,51,39.5,286.0,256.0,住友電気工業（株）,57.33333333333334,1.16,4.32,4.76,5.46,5.79,0.63,0.6648280365694385,2.0,住友電気工業（株）,1.0,1.0,2.28,6,300,285.5,3.16,0.4399999999999995,0.7000000000000002,0.3300000000000001,1.4699999999999998,0.0,2.333333333333333,2.2110980872366754,18.805333333333333,2.100467952353942,0.4999662470044216,100.0,371.5
476,G1144ECE010    ,2023,51,81.0,356.0,314.0,矢崎総業（株）,50.25,0.13,1.99,2.3,5.52,5.79,0.58,0.6194137209015889,2.0,矢崎総業（株）,1.0,1.0,1.79,8,265,253.625,1.86,0.30999999999999983,3.22,0.2700000000000005,3.8,0.0,6.551724137931035,6.134833426790905,14.01975,5.777563793933557,1.2128971395842458,100.0,371.5
477,G1163ECB010    ,2023,51,4.0,28.0,25.0,（株）青山製作所,5.4375,0.32,1.25,1.6,3.53,4.0,1.04,1.2303402331667856,1.0,（株）青山製作所,1.0,6.0,5.76,80,29,26.6625,0.93,0.3500000000000001,1.93,0.4700000000000002,2.75,0.08,2.644230769230769,2.23515408654218,0.612625,6.5292797388288095,2.2337009632835403,100.0,371.5
478,G1163ECE010    ,2023,51,22.5,86.0,81.0,（株）青山製作所,18.06,0.32,1.25,1.59,4.21,4.5,1.03,1.0846089995631278,1.0,（株）青山製作所,1.0,6.0,5.76,100,91,90.93,0.93,0.3400000000000001,2.62,0.29000000000000004,3.25,0.08,3.155339805825242,2.9964715407202736,2.03476,11.057815172305334,3.782936769472877,100.0,371.5
479,G117362010     ,2023,51,53.5,227.0,185.0,多摩川精機販売（株）,41.5,0.09,5.08,5.48,7.005,7.205,0.89,0.9139840106595604,1.0,多摩川精機販売（株）,1.0,1.0,3.05,18,226,207.88888888888889,4.99,0.4000000000000004,1.5249999999999997,0.20000000000000015,2.125,0.0,2.3876404494382024,2.3249859682627614,16.8075,3.1831027814963555,0.8860183000041402,100.0,371.5
480,G1174ECB010    ,2023,51,6.0,36.0,31.0,住友電装（株）,6.88,1.17,4.32,4.85,5.99,6.255,0.89,1.0351168190393267,1.0,住友電装（株）,1.0,1.0,2.28,50,36,34.260000000000005,3.1500000000000004,0.5299999999999994,1.1400000000000006,0.2649999999999997,1.935,0.0,2.174157303370786,1.8693542259276958,2.25664,2.6588201928530912,0.6328686670942046,100.0,371.5
481,G1174ECE010    ,2023,51,14.0,44.0,36.0,住友電装（株）,8.04,1.17,4.32,4.85,6.83,7.07,0.91,1.0331678778174649,1.0,住友電装（株）,1.0,1.0,2.28,50,41,40.58000000000001,3.1500000000000004,0.5299999999999994,1.9800000000000004,0.2400000000000002,2.75,0.0,3.021978021978022,2.6617165119470116,2.6371199999999995,5.308821744933868,1.263638267299208,100.0,371.5
482,G1250ECB010    ,2023,51,4.0,11.0,11.0,（株）バルカー,2.425,0.235,5.1400000000000015,5.4049999999999985,6.875,7.61,0.87,1.2982655246252677,1.0,（株）バルカー,1.0,2.0,6.2,60,10,11.85,4.905,0.2649999999999988,1.4700000000000006,0.7350000000000003,2.47,0.24,2.8390804597701145,1.9025383892196799,0.8730000000000001,4.581901489117984,1.8126203693214,100.0,371.5
483,G1250ECC010    ,2023,51,5.0,16.0,14.0,（株）バルカー,3.3,0.38,5.24,5.44,6.8,7.48,0.87,1.163470286133529,1.0,（株）バルカー,1.0,2.0,6.2,60,14,16.7,4.86,0.20000000000000015,1.3599999999999994,0.6800000000000006,2.24,0.24,2.5747126436781613,1.9252747807114343,1.188,4.208754208754209,1.665001665001665,100.0,371.5
484,G1250ECE010    ,2023,51,15.0,38.0,31.0,（株）バルカー,6.7,0.09,5.04,5.38,7.689999999999999,8.05,0.88,1.0278014533809583,1.0,（株）バルカー,1.0,2.0,6.2,60,32,33.81666666666667,4.95,0.33999999999999986,2.31,0.3600000000000012,3.0100000000000007,0.24,3.4204545454545463,2.9285811866665394,2.4120000000000004,6.218905472636815,2.460226340823356,100.0,371.5
485,G9201ECB030    ,2023,51,28.5,205.0,191.0,佐藤工業（株）,43.0,1.05,5.01,5.19,5.99,6.3,0.78,0.8264373820925845,2.0,佐藤工業（株）,1.0,2.0,5.82,8,229,214.125,3.96,0.1800000000000006,0.7999999999999998,0.3099999999999996,1.29,0.05,1.6538461538461535,1.5609168074339157,14.663,1.9436677351155969,0.7438728368960928,100.0,371.5
486,G9201ECE010    ,2023,51,58.0,226.0,226.0,佐藤工業（株）,50.25,1.05,5.02,5.21,6.34,6.67,0.86,0.8994137209015889,2.0,佐藤工業（株）,1.0,2.0,5.82,8,237,253.625,3.97,0.1900000000000004,1.13,0.3300000000000001,1.6500000000000004,0.05,1.9186046511627912,1.834528384052236,17.135250000000006,3.3848353540216802,1.2954308145021245,100.0,371.5
