,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
145,35441ECB010    ,2023,49,20.0,73.0,78.0,（株）ニフコ,15.541666666666664,0.09,2.24,2.6,5.19,5.3,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,58,62.18749999999999,2.1500000000000004,0.3599999999999999,2.5899999999999994,0.11000000000000032,3.06,0.0,4.309859154929576,3.3929423584076344,4.880083333333333,4.098290671265859,0.9434481457312904,98.91499999999999,386.0
146,35441TFA010    ,2023,49,6.0,16.0,16.0,（株）ニフコ,3.26,0.09,2.24,2.6,6.09,6.25,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,13,13.06,2.1500000000000004,0.3599999999999999,3.49,0.16000000000000014,4.01,0.0,5.647887323943663,4.009063330146345,1.0236399999999999,5.861435660974561,1.3493334292859327,98.91499999999999,386.0
147,3548255A010    ,2023,49,1.0,5.0,5.0,サトープレス工業（株）,1.39,0.12,1.95,2.1,2.92,6.11,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,5,5.586666666666668,1.83,0.15000000000000013,0.8199999999999998,3.1900000000000004,4.16,0.0,6.819672131147541,3.083749140614229,0.38642,2.5878577713368878,0.5417352864696195,98.91499999999999,386.0
148,35501ECB010    ,2023,49,5.0,18.0,18.0,大橋鉄工（株）,3.25,0.115,1.455,1.75,4.305,4.445,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,14,13.06,1.34,0.29499999999999993,2.555,0.14000000000000054,2.99,0.0,4.671875,3.2142462684704483,0.7735,6.464124111182934,1.1944577161968466,98.91499999999999,386.0
149,35505ECB010    ,2023,49,11.0,72.0,70.0,中庸スプリング（株）,13.583333333333336,0.33,1.33,1.6,2.54,2.925,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,58,54.41666666666667,1.0,0.27,0.94,0.3849999999999998,1.5949999999999998,0.1,1.876470588235294,1.7343440081422044,2.268416666666667,4.8491973108996715,1.129450419693508,98.91499999999999,386.0
150,35556ECB010    ,2023,49,4.0,16.0,16.0,（株）ギフ加藤製作所,3.26,0.14,2.03,2.5,4.9,5.0950000000000015,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,14,16.36,1.89,0.4700000000000002,2.4000000000000004,0.19500000000000028,3.0650000000000013,0.12,3.879746835443039,2.8373491548101875,0.7824,5.112474437627811,1.5531567911780697,98.91499999999999,386.0
151,35557ECB010    ,2023,49,9.0,38.0,37.0,小川工業（株）,7.043478260869565,0.31,2.65,3.0,5.06,5.38,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,24,28.39130434782609,2.34,0.3500000000000001,2.06,0.3200000000000003,2.73,0.05,2.935483870967741,2.566977729807617,2.091913043478261,4.3022820800598565,1.5085924176833263,98.91499999999999,386.0
152,35580ECB011    ,2023,49,82.0,310.0,272.0,アイシン精機（株）,54.33333333333334,0.21,1.18,1.58,4.635,4.96,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,230,217.66666666666669,0.97,0.4000000000000001,3.055,0.3250000000000002,3.78,0.14,4.2,3.9695789329310114,12.279333333333335,6.677886964547478,2.86920618628846,98.91499999999999,386.0
153,35595ECB010    ,2023,49,6.0,42.0,41.0,サトープレス工業（株）,8.175,0.12,1.95,2.1,3.315,3.84,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,34,32.75,1.83,0.15000000000000013,1.215,0.5249999999999999,1.89,0.0,3.098360655737705,2.60297071455838,2.2726500000000005,2.6400897630519435,0.5526693931690063,98.91499999999999,386.0
154,3559850A010    ,2023,49,4.0,16.0,16.0,アイコー（株）,3.24,0.16,2.35,2.54,5.13,5.66,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,13,16.36,2.19,0.18999999999999995,2.59,0.5300000000000002,3.31,0.32,3.5212765957446814,2.6905458423080284,0.7970400000000001,5.01856870420556,1.5509647000434268,98.91499999999999,386.0
155,35771ECB010    ,2023,49,18.0,410.0,416.0,アイシン機工（株）,81.5,0.39,1.17,1.42,1.74,1.91,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,364,409.0,0.7799999999999999,0.25,0.3200000000000001,0.16999999999999993,0.74,0.07,0.9367088607594936,0.8971567007806273,8.041333333333334,2.238434753772177,0.7003981893409771,98.91499999999999,386.0
156,35771ECE010    ,2023,49,38.0,346.0,354.0,アイシン機工（株）,70.0,0.39,1.17,1.42,2.0,2.21,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,307,349.33333333333326,0.7799999999999999,0.25,0.5800000000000001,0.21,1.04,0.07,1.3164556962025316,1.2689731455167634,6.906666666666666,5.501930501930501,1.721534279673815,98.91499999999999,386.0
157,35847ECB010    ,2023,49,4.0,27.0,26.0,（株）メタルテック,4.075,0.09,2.03,2.14,4.39,4.87,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,17,16.325000000000006,1.94,0.11000000000000032,2.25,0.4800000000000004,2.8400000000000003,0.0,5.163636363636363,3.6308457249932746,1.18175,3.3848106621535856,0.7325336507645819,98.91499999999999,386.0
158,35847ECB020    ,2023,49,4.0,23.0,23.0,（株）メタルテック,4.6571428571428575,0.09,2.03,2.14,4.72,5.12,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,19,18.65714285714286,1.94,0.11000000000000032,2.58,0.4000000000000004,3.0900000000000003,0.0,6.1800000000000015,4.3944257558559485,1.3505714285714288,2.9617093293843872,0.6409669444190091,98.91499999999999,386.0
159,35847ECE010    ,2023,49,14.0,51.0,54.0,（株）メタルテック,10.5,0.09,2.03,2.14,5.15,5.43,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,41,41.975,1.94,0.11000000000000032,3.01,0.27999999999999936,3.4,0.0,6.8,5.680543265768082,3.045,4.597701149425287,0.9950248756218906,98.91499999999999,386.0
160,35847ECE020    ,2023,49,11.0,35.0,35.0,（株）メタルテック,7.0,0.09,2.03,2.14,6.11,6.32,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,27,27.98333333333333,1.94,0.11000000000000032,3.97,0.21,4.290000000000001,0.0,8.094339622641511,6.329287107014814,2.03,5.418719211822658,1.1727078891257994,98.91499999999999,386.0
161,35882ECB010    ,2023,49,6.0,39.0,39.0,（株）メタルテック,6.52,0.09,2.03,3.125,4.85,5.28,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,26,26.12,1.94,1.0950000000000002,1.7249999999999996,0.4300000000000006,3.2500000000000004,0.0,6.018518518518518,4.743716559983395,1.8908,3.173259995768987,0.6867502975917956,98.91499999999999,386.0
162,36108ECB010    ,2023,49,3.0,10.0,11.0,（株）オーハシテクニカ,2.166666666666667,0.74,1.975,2.275,3.27,5.09,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,8,8.706666666666667,1.235,0.2999999999999998,0.9949999999999996,1.8200000000000005,3.115,0.0,4.867187499999999,2.896730065422982,0.6435000000000001,4.662004662004661,1.027925304094569,98.91499999999999,386.0
163,39171ECB010    ,2023,49,10.0,100.0,102.0,（株）アイシン福井,20.375,0.27,1.045,1.23,1.82,2.0,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,92,102.25,0.7749999999999999,0.18500000000000005,0.5900000000000001,0.17999999999999994,0.955,,1.5403225806451617,1.2577172704026054,1.7556458333333336,5.695909624900618,2.759873735776588,98.91499999999999,386.0
164,39171ECE010    ,2023,49,17.0,105.0,105.0,（株）アイシン福井,21.0,0.27,1.04,1.18,1.96,2.145,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,92,104.8,0.77,0.1399999999999999,0.78,0.18500000000000005,1.105,,1.753968253968254,1.4206710404008251,1.8095,9.394860458690246,4.55214888204579,98.91499999999999,386.0
165,41310ECB010    ,2023,49,108.0,866.0,821.0,（株）オンド,163.0,0.18,1.13,1.48,2.225,2.42,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,808,818.0,0.95,0.3500000000000001,0.7450000000000001,0.19499999999999984,1.29,0.05,1.8695652173913044,1.838630012885772,20.375,5.300613496932515,1.5590039696860338,98.91499999999999,386.0
166,41310ECE010    ,2023,49,124.5,976.0,1064.0,（株）オンド,210.0,0.18,1.13,1.49,2.23,2.41,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,964,1048.0,0.95,0.3600000000000001,0.74,0.18000000000000016,1.2800000000000002,0.05,1.828571428571429,1.790760429410853,26.25,4.742857142857143,1.3949579831932772,98.91499999999999,386.0
167,5040056001E    ,2023,49,6.0,30.0,26.0,サトープレス工業（株）,5.5,0.12,1.95,3.1,4.59,5.75,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,21,21.83333333333333,1.83,1.15,1.4899999999999998,1.16,3.8,0.0,6.551724137931035,3.4469604227054096,1.529,3.924133420536298,0.8214676889375684,98.91499999999999,386.0
168,82125ECB010    ,2023,49,4.0,15.0,16.0,矢崎総業（株）,3.3,0.14,1.98,2.15,4.775,5.125,0.58,0.8702336380786533,1.0,矢崎総業（株）,1.0,1.0,1.79,100,12,13.1,1.84,0.16999999999999993,2.6250000000000004,0.34999999999999964,3.145,0.0,5.422413793103448,3.613971998305757,0.9207,4.344520473552731,0.9120550881273228,98.91499999999999,386.0
169,82125ECE010    ,2023,49,7.0,19.0,22.0,矢崎総業（株）,4.17,0.14,1.98,2.15,5.6,5.79,0.62,0.8663357556349304,1.0,矢崎総業（株）,1.0,1.0,1.79,100,15,16.76,1.84,0.16999999999999993,3.45,0.1900000000000004,3.81,0.0,6.145161290322582,4.3978330286133485,1.16343,6.0166920227259055,1.2630978738453933,98.91499999999999,386.0
170,82821CWA030    ,2023,49,6.0,22.0,21.0,石黒ゴム工業（株）,3.98,0.11,1.95,2.24,5.21,6.33,0.83,1.1113104377893688,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,200,19,19.41,1.84,0.29000000000000026,2.97,1.12,4.38,0.29,5.2771084337349405,3.941292955650399,0.9233600000000002,6.49800727776815,1.9277975555527,98.91499999999999,386.0
171,82821ECB010    ,2023,49,3.0,11.0,11.0,石黒ゴム工業（株）,1.99,0.11,1.95,2.24,5.18,6.44,0.83,1.3925879043600562,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,400,9,7.7125,1.84,0.29000000000000026,2.9399999999999995,1.260000000000001,4.49,0.29,5.409638554216868,3.22421298213366,0.4616800000000001,6.49800727776815,1.9277975555527,98.91499999999999,386.0
172,82821ECB020    ,2023,49,8.0,23.0,21.0,石黒ゴム工業（株）,3.98,0.11,1.95,2.25,6.01,6.355,0.87,1.151293952180028,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,200,18,19.41,1.84,0.30000000000000004,3.76,0.34500000000000064,4.405,0.29,5.063218390804599,3.8261297140134625,0.9233600000000002,8.664009703690866,2.5703967407369332,98.91499999999999,386.0
173,82821ECB040    ,2023,49,3.0,18.0,17.0,石黒ゴム工業（株）,3.26,0.11,1.95,2.22,4.015,5.1099999999999985,0.83,1.1782803656943839,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,16,16.36,1.84,0.27000000000000024,1.7949999999999997,1.0949999999999998,3.1599999999999997,0.29,3.80722891566265,2.681874443471481,0.7563200000000001,3.966574994711233,1.1767843974079364,98.91499999999999,386.0
174,82821ECB050    ,2023,49,11.0,43.0,42.0,石黒ゴム工業（株）,7.96,0.11,1.95,2.24,4.8599999999999985,5.42,0.83,0.9706552188946844,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,38,38.82,1.84,0.29000000000000026,2.619999999999999,0.5600000000000005,3.47,0.29,4.1807228915662655,3.5749047987929203,1.8467200000000004,5.956506671287472,1.7671477592566414,98.91499999999999,386.0
175,82821ECE010    ,2023,49,19.0,55.0,52.0,石黒ゴム工業（株）,9.44,0.11,1.95,2.25,6.115,6.52,1.07,1.1879593040401062,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,52,44.92,1.84,0.30000000000000004,3.865,0.40499999999999936,4.5699999999999985,0.29,4.271028037383177,3.846933126798184,2.19008,8.675482174167154,2.5738003381160866,98.91499999999999,386.0
176,82821XAE010    ,2023,49,13.5,47.0,42.0,石黒ゴム工業（株）,7.96,0.11,1.95,2.25,5.48,5.945,0.87,1.010646976090014,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,38,38.82,1.84,0.30000000000000004,3.2300000000000004,0.4649999999999999,3.995,0.29,4.591954022988506,3.9529134252751987,1.8467200000000004,7.3102581874891674,2.168772249996787,98.91499999999999,386.0
177,82824ECB010    ,2023,49,8.0,54.0,52.0,矢崎総業（株）,10.21875,0.14,1.98,2.23,3.53,3.755,0.57,0.662874764185169,1.0,矢崎総業（株）,1.0,1.0,1.79,32,42,40.9375,1.84,0.25,1.3000000000000005,0.22499999999999964,1.775,0.0,3.1140350877192984,2.6777305396169333,2.85103125,2.806002214111122,0.5890704422400324,98.91499999999999,386.0
178,82824ECB020    ,2023,49,14.0,92.0,94.0,矢崎総業（株）,18.65,0.14,1.98,2.24,3.17,4.61,0.58,0.6332978014656895,1.0,矢崎総業（株）,1.0,1.0,1.79,40,75,74.65,1.84,0.26000000000000023,0.9299999999999996,1.4400000000000004,2.6300000000000003,0.0,4.53448275862069,4.152864566896001,5.20335,2.690574341529976,0.5648384057839453,98.91499999999999,386.0
179,82824ECE010    ,2023,49,14.0,42.0,47.0,住友電装（株）,9.333333333333334,1.48,5.4,5.37,7.24,7.44,0.36,0.4708510900357187,1.0,住友電装（株）,1.0,1.0,3.25,45,31,37.31111111111112,3.92,-0.03000000000000025,1.87,0.20000000000000015,2.04,0.0,5.666666666666668,4.332579966726309,3.9666666666666672,3.5294117647058822,1.0169491525423728,98.91499999999999,386.0
180,9010506A089    ,2023,49,4.0,5.0,5.0,（株）青山製作所,0.9946666666666668,0.31,1.1749999999999998,1.285,6.215,6.83,1.0,3.9980013324450367,3.0,（株）青山製作所,1.0,6.0,5.76,1500,4,3.98,0.8649999999999998,0.11000000000000032,4.93,0.6150000000000002,5.655,0.08,5.655,1.4144567572071325,0.1120657777777778,35.69332296904992,12.210873647306553,98.91499999999999,386.0
181,9010508A014    ,2023,49,20.0,125.0,126.0,（株）青山製作所,56.44,0.32,1.24,1.53,1.94,2.23,1.08,1.133008684589492,3.0,（株）青山製作所,1.0,6.0,5.76,500,249,282.2,0.92,0.29000000000000004,0.4099999999999999,0.29000000000000004,0.99,0.08,0.9166666666666666,0.8737797101340786,6.358906666666666,3.1451947714282125,1.0759876849622831,98.91499999999999,386.0
182,9010508A042    ,2023,49,2.0,28.0,22.0,（株）青山製作所,5.433333333333334,0.32,1.25,1.54,1.95,2.785,1.07,1.244140182847192,1.0,（株）青山製作所,1.0,6.0,5.76,300,26,27.266666666666666,0.93,0.29000000000000004,0.4099999999999999,0.8350000000000002,1.535,0.08,1.4345794392523366,1.23378379796976,0.6121555555555557,3.2671434275964715,1.1177069620724769,98.91499999999999,386.0
183,9010512A018    ,2023,49,33.0,262.0,263.0,（株）青山製作所,51.3,0.32,1.24,1.54,2.17,2.77,1.04,1.0977800889813372,3.0,（株）青山製作所,1.0,6.0,5.76,200,239,256.64,0.92,0.30000000000000004,0.6299999999999999,0.6000000000000001,1.53,0.08,1.471153846153846,1.3937217620878264,5.7798,5.709540122495588,1.953263726116912,98.91499999999999,386.0
184,9011906A065    ,2023,49,2.0,13.0,11.0,（株）青山製作所,2.238,0.31,1.205,1.485,2.74,3.585,1.07,1.5141483455474132,1.0,（株）青山製作所,1.0,6.0,5.76,1000,10,11.196,0.895,0.2799999999999998,1.2550000000000003,0.8449999999999998,2.38,0.08,2.2242990654205603,1.5718407030584267,0.252148,7.9318495486777625,2.713527477179234,98.91499999999999,386.0
185,9014908A008    ,2023,49,1.0,14.0,7.0,（株）青山製作所,2.7975,0.315,1.23,1.6,1.945,3.745,1.02,1.3753186764379302,1.0,（株）青山製作所,1.0,6.0,5.76,800,14,13.995,0.915,0.3700000000000001,0.3449999999999997,1.8000000000000005,2.515,0.08,2.465686274509804,1.8286670886443859,0.315185,3.1727398194711043,1.0854109908716936,98.91499999999999,386.0
186,9015905A007    ,2023,49,3.0,11.0,11.0,（株）青山製作所,2.238,0.305,1.225,1.54,3.52,5.2799999999999985,1.03,2.362533813045506,3.0,（株）青山製作所,1.0,6.0,5.76,2000,10,11.196,0.9200000000000002,0.31499999999999995,1.98,1.7599999999999991,4.055,0.08,3.9368932038834954,1.7163775509196888,0.252148,11.897774323016641,4.070291215768851,98.91499999999999,386.0
187,9015906A021    ,2023,49,4.0,25.0,27.0,（株）青山製作所,5.25,0.32,1.22,1.53,2.85,3.3,1.02,1.587094350322535,3.0,（株）青山製作所,1.0,6.0,5.76,1200,23,26.24333333333333,0.8999999999999999,0.31000000000000005,1.32,0.4499999999999997,2.08,0.08,2.0392156862745097,1.310571107242172,0.5915,6.7624683009298385,2.313475997686524,98.91499999999999,386.0
188,9015906A022    ,2023,49,2.0,37.0,36.0,（株）青山製作所,7.46,0.32,1.25,1.53,1.87,2.88,1.01,1.4097335109926716,3.0,（株）青山製作所,1.0,6.0,5.76,1500,35,37.32,0.93,0.28,0.3400000000000001,1.0099999999999998,1.63,0.08,1.6138613861386135,1.156246898644146,0.8404933333333334,2.379554864603328,0.8140582431537701,98.91499999999999,386.0
189,9015906A023    ,2023,49,3.0,9.0,9.0,（株）青山製作所,1.7215384615384617,0.35,1.26,1.43,2.84,5.24,1.02,2.752293956959158,3.0,（株）青山製作所,1.0,6.0,5.76,1300,7,8.612307692307693,0.91,0.16999999999999993,1.41,2.4000000000000004,3.98,0.08,3.901960784313726,1.4460664675503117,0.19396,15.467106619921632,5.291378580499506,98.91499999999999,386.0
190,9020150A002    ,2023,49,5.0,16.0,16.0,（株）ムロコーポレーション,3.24,0.11,0.86,0.99,1.94,2.43,0.73,1.0202336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,9,9.8,0.75,0.13,0.95,0.4900000000000002,1.5700000000000005,0.0,2.15068493150685,1.538863198979295,0.56052,8.920288303717976,1.2618232841726982,98.91499999999999,386.0
191,9020156A001    ,2023,49,3.0,17.0,15.0,（株）ムロコーポレーション,3.24,0.11,0.86,0.99,1.74,1.97,0.75,1.0402336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,11,9.8,0.75,0.13,0.75,0.23,1.11,0.0,1.4799999999999998,1.0670679733547241,0.56052,5.352172982230785,0.7570939705036189,98.91499999999999,386.0
192,9020156A002    ,2023,49,5.0,19.0,21.0,（株）ムロコーポレーション,4.22,0.11,0.86,0.99,1.75,2.0,0.73,0.9763357556349304,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,12,12.59,0.75,0.13,0.76,0.25,1.14,0.0,1.5616438356164386,1.1676311078647692,0.7300599999999999,6.848752157356929,0.9687932323979958,98.91499999999999,386.0
193,9025006A007    ,2023,49,1.0,14.0,8.0,（株）ギフ加藤製作所,3.25,0.14,3.0,3.445,3.795,5.15,0.76,1.0502336380786534,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,200,10,16.36,2.86,0.44499999999999984,0.3500000000000001,1.3550000000000004,2.1500000000000004,0.12,2.828947368421053,2.0471635282348326,0.78,1.282051282051282,0.3894839337877312,98.91499999999999,386.0
194,9030106A018    ,2023,49,5.0,12.0,10.0,ＮＯＫ（株）,1.9805,0.14500000000000002,1.95,2.1500000000000004,6.63,6.9049999999999985,0.56,2.046749346449767,3.0,ＮＯＫ（株）,1.0,2.0,3.52,2000,10,9.918,1.805,0.2000000000000004,4.48,0.2749999999999995,4.954999999999999,0.03,8.848214285714283,2.420911973708359,0.4475929999999999,11.170862815102117,3.25336984048077,98.91499999999999,386.0
195,9030111A014    ,2023,49,3.0,20.0,19.0,ＮＯＫ（株）,3.73,0.235,1.945,2.145,4.0600000000000005,4.915,0.56,1.3594670219853433,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,16,18.66,1.71,0.20000000000000015,1.9150000000000005,0.8549999999999995,2.97,0.03,5.303571428571429,2.1846796957697885,0.8429799999999998,3.5588032930793148,1.0364555982421713,98.91499999999999,386.0
196,9030117A010    ,2023,49,3.0,6.0,6.0,ＮＯＫ（株）,1.071,0.32,1.85,2.1,7.53,7.91,0.58,3.3196009314643167,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,5,4.296,1.53,0.25,5.43,0.3799999999999999,6.0600000000000005,0.03,10.448275862068966,1.8255206348935624,0.242046,12.394338266279965,3.609691299200093,98.91499999999999,386.0
197,9030119A011    ,2023,49,3.0,15.0,17.0,ＮＯＫ（株）,3.25,0.235,1.945,2.1500000000000004,4.02,4.6850000000000005,0.54,0.8302336380786534,1.0,ＮＯＫ（株）,1.0,2.0,3.52,200,14,16.36,1.71,0.2050000000000005,1.8699999999999992,0.6650000000000009,2.7400000000000007,0.03,5.074074074074075,3.3002758191549244,0.7344999999999999,4.084411164057181,1.189532117367169,98.91499999999999,386.0
198,9031150A014    ,2023,49,5.0,45.0,44.0,ＮＯＫ（株）,8.880952380952381,0.32,1.94,2.14,2.955,4.075,0.54,0.6519253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,36,44.42857142857143,1.62,0.20000000000000015,0.815,1.12,2.135,0.03,3.953703703703704,3.2749146687922823,2.0070952380952383,2.49116230515552,0.7255189187695199,98.91499999999999,386.0
199,9031150A015    ,2023,49,4.0,45.0,38.0,ＮＯＫ（株）,8.880952380952381,0.32,1.94,2.14,2.6,3.17,0.53,0.6419253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,35,44.42857142857143,1.62,0.20000000000000015,0.46,0.5699999999999998,1.23,0.03,2.320754716981132,1.91611055182506,2.0070952380952383,1.992929844124416,0.5804151350156159,98.91499999999999,386.0
200,9034108A006    ,2023,49,2.0,19.0,16.0,（株）杉浦製作所,3.312,0.13,0.91,1.07,1.56,1.97,0.53,1.4264455932228717,3.0,（株）杉浦製作所,1.0,2.0,1.06,1000,17,16.564,0.78,0.16000000000000006,0.49,0.4099999999999999,1.06,0.12,2.0,0.7431058044107139,0.341136,5.862764410674923,0.9247545701370856,98.91499999999999,386.0
201,9034118060     ,2023,49,6.0,9.0,9.0,住友商事（株）鉄鋼部輸送機材,1.5733333333333333,0.23,2.95,3.24,7.95,10.27,0.74,1.4477558242406368,1.0,住友商事（株）鉄鋼部輸送機材,1.0,1.0,3.0,300,5,4.53,2.72,0.29000000000000004,4.71,2.3199999999999994,7.3199999999999985,0.0,9.891891891891893,5.056101227456237,0.6293333333333333,9.533898305084746,2.6300409117475163,98.91499999999999,386.0
202,9034118090     ,2023,49,6.0,12.0,13.0,（株）杉浦製作所,2.486666666666667,0.13,0.68,0.92,5.01,5.31,0.58,1.7792005329780145,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,11,12.44,0.55,0.24,4.09,0.2999999999999998,4.63,0.12,7.982758620689657,2.6022923859236573,0.2561266666666667,23.425909055415286,3.6950515049123656,98.91499999999999,386.0
203,9034118A024    ,2023,49,7.0,10.0,11.0,（株）青山製作所,2.1,0.33,1.25,1.46,6.68,6.86,1.06,2.5380145338095828,3.0,（株）青山製作所,1.0,6.0,5.76,200,9,10.48,0.92,0.21,5.22,0.1800000000000006,5.61,0.08,5.29245283018868,2.210389233500306,0.23660000000000006,29.585798816568044,10.121457489878543,98.91499999999999,386.0
204,9036324A003    ,2023,49,7.0,78.0,74.0,日本精工（株）,14.818181818181818,0.16,1.335,1.545,2.03,2.36,0.74,0.8038514003773037,1.0,日本精工（株）,1.0,8.0,9.0,22,68,74.36363636363636,1.175,0.21,0.4849999999999999,0.3300000000000001,1.025,0.09,1.385135135135135,1.2751112948474004,1.8522727272727275,3.7791411042944785,1.5746421267893658,98.91499999999999,386.0
205,9036324A004    ,2023,49,17.0,127.0,125.0,日本精工（株）,24.86666666666667,0.16,1.33,1.545,2.255,2.44,0.74,0.7799733510992671,1.0,日本精工（株）,1.0,8.0,9.0,30,110,124.4,1.1700000000000002,0.21499999999999986,0.71,0.18500000000000005,1.11,0.09,1.4999999999999998,1.4231255445273927,3.1083333333333343,5.469168900804289,2.2788203753351204,98.91499999999999,386.0
206,9036324A005    ,2023,49,16.0,97.0,95.0,日本精工（株）,19.09090909090909,0.165,1.335,1.54,2.435,2.61,0.69,0.7441938662396846,1.0,日本精工（株）,1.0,8.0,9.0,22,82,95.27272727272728,1.17,0.20500000000000007,0.895,0.17499999999999982,1.275,0.09,1.8478260869565215,1.7132632474417049,2.386363636363636,6.704761904761906,2.793650793650794,98.91499999999999,386.0
207,9036340A010    ,2023,49,13.0,95.0,93.0,日本精工（株）,18.65,0.16,1.33,1.545,2.255,2.62,0.74,0.8998934043970686,3.0,日本精工（株）,1.0,8.0,9.0,80,80,93.3,1.1700000000000002,0.21499999999999986,0.71,0.3650000000000002,1.29,0.09,1.7432432432432432,1.433503116810045,2.3312500000000003,5.576407506702412,2.323503127792672,98.91499999999999,386.0
208,9036345A004    ,2023,49,11.0,37.0,42.0,岡谷鋼機（株）,8.28888888888889,0.14,2.43,2.76,5.845,6.02,0.68,0.7999200532978015,1.0,岡谷鋼機（株）,1.0,1.0,2.29,90,38,41.46666666666667,2.29,0.3299999999999996,3.085,0.17499999999999982,3.5899999999999994,0.0,5.2794117647058805,4.48794849585235,2.7270444444444446,4.033670966532753,0.962347895568728,98.91499999999999,386.0
209,9036628A005    ,2023,49,5.0,28.0,28.0,（株）ジェイテクト,5.5,0.08,2.01,2.27,3.79,5.0,0.62,0.794140182847192,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,23,21.83333333333333,1.93,0.26000000000000023,1.52,1.21,2.99,0.0,4.822580645161291,3.765078338285439,1.595,3.134796238244514,0.6784260515603799,98.91499999999999,386.0
210,9036628A006    ,2023,49,3.0,21.0,18.0,（株）ジェイテクト,4.05,0.08,2.01,2.27,3.1,5.1,0.62,0.8521869104629226,1.0,（株）ジェイテクト,1.0,1.0,1.9,80,17,16.375,1.93,0.26000000000000023,0.8300000000000001,2.0,3.09,0.0,4.983870967741935,3.625965104675756,1.1745,2.554278416347382,0.552791597567717,98.91499999999999,386.0
211,9036628A007    ,2023,49,7.0,27.0,29.0,（株）ジェイテクト,5.791666666666668,0.08,2.01,2.28,5.3100000000000005,5.95,0.57,0.7473617440571498,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,22,23.277777777777782,1.93,0.27,3.0300000000000007,0.6399999999999997,3.94,0.0,6.912280701754388,5.2718780849166835,1.679583333333334,4.167700322500619,0.9019649951680444,98.91499999999999,386.0
