,仕入先名,品番,検収日,納入便,かんばん数
4129,（株）バルカー,G1250ECB010    ,4,1,1
4130,（株）バルカー,G1250ECB010    ,4,2,2
4131,（株）バルカー,G1250ECB010    ,5,1,1
4132,（株）バルカー,G1250ECB010    ,5,2,2
4133,（株）バルカー,G1250ECB010    ,6,1,1
4134,（株）バルカー,G1250ECB010    ,6,2,1
4135,（株）バルカー,G1250ECB010    ,11,1,1
4136,（株）バルカー,G1250ECB010    ,11,2,2
4137,（株）バルカー,G1250ECB010    ,12,1,2
4138,（株）バルカー,G1250ECB010    ,12,2,2
4139,（株）バルカー,G1250ECB010    ,13,1,1
4140,（株）バルカー,G1250ECB010    ,13,2,1
4141,（株）バルカー,G1250ECB010    ,14,1,1
4142,（株）バルカー,G1250ECB010    ,14,2,1
4143,（株）バルカー,G1250ECB010    ,15,1,1
4144,（株）バルカー,G1250ECB010    ,15,2,2
4145,（株）バルカー,G1250ECB010    ,18,1,1
4146,（株）バルカー,G1250ECB010    ,18,2,1
4147,（株）バルカー,G1250ECB010    ,19,1,1
4148,（株）バルカー,G1250ECB010    ,19,2,2
4149,（株）バルカー,G1250ECB010    ,20,1,1
4150,（株）バルカー,G1250ECB010    ,20,2,1
4151,（株）バルカー,G1250ECB010    ,21,1,2
4152,（株）バルカー,G1250ECB010    ,22,1,1
4153,（株）バルカー,G1250ECB010    ,22,2,1
4154,（株）バルカー,G1250ECB010    ,25,1,3
4155,（株）バルカー,G1250ECB010    ,25,2,2
4156,（株）バルカー,G1250ECB010    ,26,1,1
4157,（株）バルカー,G1250ECB010    ,26,2,1
4158,（株）バルカー,G1250ECB010    ,27,1,1
4159,（株）バルカー,G1250ECB010    ,27,2,1
4160,（株）バルカー,G1250ECB010    ,28,1,1
4161,（株）バルカー,G1250ECB010    ,28,2,1
4162,（株）バルカー,G1250ECC010    ,1,1,1
4163,（株）バルカー,G1250ECC010    ,4,1,2
4164,（株）バルカー,G1250ECC010    ,4,2,1
4165,（株）バルカー,G1250ECC010    ,5,1,1
4166,（株）バルカー,G1250ECC010    ,5,2,1
4167,（株）バルカー,G1250ECC010    ,6,1,1
4168,（株）バルカー,G1250ECC010    ,6,2,2
4169,（株）バルカー,G1250ECC010    ,7,1,2
4170,（株）バルカー,G1250ECC010    ,7,2,2
4171,（株）バルカー,G1250ECC010    ,8,1,2
4172,（株）バルカー,G1250ECC010    ,8,2,2
4173,（株）バルカー,G1250ECC010    ,11,1,1
4174,（株）バルカー,G1250ECC010    ,11,2,3
4175,（株）バルカー,G1250ECC010    ,12,1,2
4176,（株）バルカー,G1250ECC010    ,12,2,2
4177,（株）バルカー,G1250ECC010    ,13,1,1
4178,（株）バルカー,G1250ECC010    ,13,2,1
4179,（株）バルカー,G1250ECC010    ,14,1,2
4180,（株）バルカー,G1250ECC010    ,14,2,2
4181,（株）バルカー,G1250ECC010    ,15,1,2
4182,（株）バルカー,G1250ECC010    ,15,2,2
4183,（株）バルカー,G1250ECC010    ,18,1,2
4184,（株）バルカー,G1250ECC010    ,18,2,1
4185,（株）バルカー,G1250ECC010    ,19,1,2
4186,（株）バルカー,G1250ECC010    ,19,2,2
4187,（株）バルカー,G1250ECC010    ,20,1,2
4188,（株）バルカー,G1250ECC010    ,20,2,1
4189,（株）バルカー,G1250ECC010    ,21,1,2
4190,（株）バルカー,G1250ECC010    ,21,2,1
4191,（株）バルカー,G1250ECC010    ,22,1,1
4192,（株）バルカー,G1250ECC010    ,22,2,2
4193,（株）バルカー,G1250ECC010    ,25,1,2
4194,（株）バルカー,G1250ECC010    ,25,2,1
4195,（株）バルカー,G1250ECC010    ,26,1,2
4196,（株）バルカー,G1250ECC010    ,26,2,1
4197,（株）バルカー,G1250ECC010    ,27,1,2
4198,（株）バルカー,G1250ECC010    ,27,2,1
4199,（株）バルカー,G1250ECC010    ,28,1,2
4200,（株）バルカー,G1250ECE010    ,1,1,3
4201,（株）バルカー,G1250ECE010    ,4,1,4
4202,（株）バルカー,G1250ECE010    ,4,2,4
4203,（株）バルカー,G1250ECE010    ,5,1,4
4204,（株）バルカー,G1250ECE010    ,5,2,4
4205,（株）バルカー,G1250ECE010    ,6,1,3
4206,（株）バルカー,G1250ECE010    ,6,2,2
4207,（株）バルカー,G1250ECE010    ,7,1,4
4208,（株）バルカー,G1250ECE010    ,7,2,3
4209,（株）バルカー,G1250ECE010    ,8,1,4
4210,（株）バルカー,G1250ECE010    ,8,2,3
4211,（株）バルカー,G1250ECE010    ,11,1,4
4212,（株）バルカー,G1250ECE010    ,11,2,3
4213,（株）バルカー,G1250ECE010    ,12,1,4
4214,（株）バルカー,G1250ECE010    ,12,2,4
4215,（株）バルカー,G1250ECE010    ,13,1,2
4216,（株）バルカー,G1250ECE010    ,13,2,3
4217,（株）バルカー,G1250ECE010    ,14,1,4
4218,（株）バルカー,G1250ECE010    ,14,2,2
4219,（株）バルカー,G1250ECE010    ,15,1,3
4220,（株）バルカー,G1250ECE010    ,15,2,4
4221,（株）バルカー,G1250ECE010    ,18,1,4
4222,（株）バルカー,G1250ECE010    ,18,2,5
4223,（株）バルカー,G1250ECE010    ,19,1,4
4224,（株）バルカー,G1250ECE010    ,19,2,5
4225,（株）バルカー,G1250ECE010    ,20,1,3
4226,（株）バルカー,G1250ECE010    ,20,2,4
4227,（株）バルカー,G1250ECE010    ,21,1,4
4228,（株）バルカー,G1250ECE010    ,21,2,2
4229,（株）バルカー,G1250ECE010    ,22,1,4
4230,（株）バルカー,G1250ECE010    ,22,2,3
4231,（株）バルカー,G1250ECE010    ,25,1,4
4232,（株）バルカー,G1250ECE010    ,25,2,3
4233,（株）バルカー,G1250ECE010    ,26,1,4
4234,（株）バルカー,G1250ECE010    ,26,2,2
4235,（株）バルカー,G1250ECE010    ,27,1,4
4236,（株）バルカー,G1250ECE010    ,27,2,2
4237,（株）バルカー,G1250ECE010    ,28,1,3
4238,（株）バルカー,G1250ECE010    ,28,2,1
4239,（株）ムロコーポレーション,9020150A002    ,1,1,4
4240,（株）ムロコーポレーション,9020150A002    ,2,1,2
4241,（株）ムロコーポレーション,9020150A002    ,6,1,2
4242,（株）ムロコーポレーション,9020150A002    ,7,1,3
4243,（株）ムロコーポレーション,9020150A002    ,8,1,4
4244,（株）ムロコーポレーション,9020150A002    ,9,1,4
4245,（株）ムロコーポレーション,9020150A002    ,12,1,3
4246,（株）ムロコーポレーション,9020150A002    ,13,1,4
4247,（株）ムロコーポレーション,9020150A002    ,14,1,3
4248,（株）ムロコーポレーション,9020150A002    ,15,1,4
4249,（株）ムロコーポレーション,9020150A002    ,16,1,4
4250,（株）ムロコーポレーション,9020150A002    ,19,1,3
4251,（株）ムロコーポレーション,9020150A002    ,20,1,4
4252,（株）ムロコーポレーション,9020150A002    ,21,1,4
4253,（株）ムロコーポレーション,9020150A002    ,22,1,3
4254,（株）ムロコーポレーション,9020150A002    ,23,1,3
4255,（株）ムロコーポレーション,9020150A002    ,26,1,2
4256,（株）ムロコーポレーション,9020150A002    ,27,1,4
4257,（株）ムロコーポレーション,9020150A002    ,28,1,3
4258,（株）ムロコーポレーション,9020156A001    ,1,1,3
4259,（株）ムロコーポレーション,9020156A001    ,2,1,4
4260,（株）ムロコーポレーション,9020156A001    ,6,1,4
4261,（株）ムロコーポレーション,9020156A001    ,7,1,3
4262,（株）ムロコーポレーション,9020156A001    ,8,1,4
4263,（株）ムロコーポレーション,9020156A001    ,9,1,4
4264,（株）ムロコーポレーション,9020156A001    ,12,1,4
4265,（株）ムロコーポレーション,9020156A001    ,13,1,2
4266,（株）ムロコーポレーション,9020156A001    ,14,1,4
4267,（株）ムロコーポレーション,9020156A001    ,15,1,3
4268,（株）ムロコーポレーション,9020156A001    ,16,1,4
4269,（株）ムロコーポレーション,9020156A001    ,19,1,4
4270,（株）ムロコーポレーション,9020156A001    ,20,1,4
4271,（株）ムロコーポレーション,9020156A001    ,21,1,3
4272,（株）ムロコーポレーション,9020156A001    ,22,1,3
4273,（株）ムロコーポレーション,9020156A001    ,23,1,3
4274,（株）ムロコーポレーション,9020156A001    ,26,1,4
4275,（株）ムロコーポレーション,9020156A001    ,27,1,3
4276,（株）ムロコーポレーション,9020156A001    ,28,1,4
4277,（株）ムロコーポレーション,9020156A002    ,1,1,5
4278,（株）ムロコーポレーション,9020156A002    ,2,1,5
4279,（株）ムロコーポレーション,9020156A002    ,6,1,3
4280,（株）ムロコーポレーション,9020156A002    ,7,1,4
4281,（株）ムロコーポレーション,9020156A002    ,8,1,5
4282,（株）ムロコーポレーション,9020156A002    ,9,1,4
4283,（株）ムロコーポレーション,9020156A002    ,12,1,5
4284,（株）ムロコーポレーション,9020156A002    ,13,1,2
4285,（株）ムロコーポレーション,9020156A002    ,14,1,3
4286,（株）ムロコーポレーション,9020156A002    ,15,1,4
4287,（株）ムロコーポレーション,9020156A002    ,16,1,5
4288,（株）ムロコーポレーション,9020156A002    ,19,1,6
4289,（株）ムロコーポレーション,9020156A002    ,20,1,5
4290,（株）ムロコーポレーション,9020156A002    ,21,1,5
4291,（株）ムロコーポレーション,9020156A002    ,22,1,4
4292,（株）ムロコーポレーション,9020156A002    ,23,1,3
4293,（株）ムロコーポレーション,9020156A002    ,26,1,2
4294,（株）ムロコーポレーション,9020156A002    ,27,1,5
4295,（株）ムロコーポレーション,9020156A002    ,28,1,3
4296,（株）ムロコーポレーション,9056439A004    ,9,1,1
4297,（株）ムロコーポレーション,9056439A005    ,1,1,3
4298,（株）ムロコーポレーション,9056439A005    ,2,1,3
4299,（株）ムロコーポレーション,9056439A005    ,6,1,4
4300,（株）ムロコーポレーション,9056439A005    ,7,1,3
4301,（株）ムロコーポレーション,9056439A005    ,8,1,3
4302,（株）ムロコーポレーション,9056439A005    ,9,1,3
4303,（株）ムロコーポレーション,9056439A005    ,12,1,2
4304,（株）ムロコーポレーション,9056439A005    ,13,1,2
4305,（株）ムロコーポレーション,9056439A005    ,14,1,3
4306,（株）ムロコーポレーション,9056439A005    ,15,1,2
4307,（株）ムロコーポレーション,9056439A005    ,16,1,2
4308,（株）ムロコーポレーション,9056439A005    ,19,1,2
4309,（株）ムロコーポレーション,9056439A005    ,20,1,2
4310,（株）ムロコーポレーション,9056439A005    ,21,1,3
4311,（株）ムロコーポレーション,9056439A005    ,22,1,2
4312,（株）ムロコーポレーション,9056439A005    ,23,1,2
4313,（株）ムロコーポレーション,9056439A005    ,26,1,2
4314,（株）ムロコーポレーション,9056439A005    ,27,1,1
4315,（株）ムロコーポレーション,9056439A005    ,28,1,1
4316,（株）ムロコーポレーション,9056439A006    ,1,1,2
4317,（株）ムロコーポレーション,9056439A006    ,2,1,2
4318,（株）ムロコーポレーション,9056439A006    ,7,1,1
4319,（株）ムロコーポレーション,9056439A006    ,8,1,1
4320,（株）ムロコーポレーション,9056439A006    ,9,1,1
4321,（株）ムロコーポレーション,9056439A006    ,12,1,2
4322,（株）ムロコーポレーション,9056439A006    ,13,1,2
4323,（株）ムロコーポレーション,9056439A006    ,14,1,1
4324,（株）ムロコーポレーション,9056439A006    ,15,1,2
4325,（株）ムロコーポレーション,9056439A006    ,16,1,2
4326,（株）ムロコーポレーション,9056439A006    ,19,1,2
4327,（株）ムロコーポレーション,9056439A006    ,20,1,2
4328,（株）ムロコーポレーション,9056439A006    ,21,1,1
4329,（株）ムロコーポレーション,9056439A006    ,22,1,2
4330,（株）ムロコーポレーション,9056439A006    ,23,1,2
4331,（株）ムロコーポレーション,9056439A006    ,26,1,1
4332,（株）ムロコーポレーション,9056439A006    ,27,1,2
4333,（株）ムロコーポレーション,9056439A006    ,28,1,3
4334,（株）ムロコーポレーション,9056450A001    ,6,1,1
4335,（株）ムロコーポレーション,9056450A001    ,7,1,1
4336,（株）ムロコーポレーション,9056450A001    ,22,1,1
4337,（株）ムロコーポレーション,9056450A001    ,28,1,1
4338,（株）ムロコーポレーション,9056450A002    ,1,1,3
4339,（株）ムロコーポレーション,9056450A002    ,2,1,2
4340,（株）ムロコーポレーション,9056450A002    ,6,1,2
4341,（株）ムロコーポレーション,9056450A002    ,7,1,3
4342,（株）ムロコーポレーション,9056450A002    ,8,1,2
4343,（株）ムロコーポレーション,9056450A002    ,9,1,2
4344,（株）ムロコーポレーション,9056450A002    ,12,1,2
4345,（株）ムロコーポレーション,9056450A002    ,13,1,3
4346,（株）ムロコーポレーション,9056450A002    ,14,1,3
4347,（株）ムロコーポレーション,9056450A002    ,15,1,2
4348,（株）ムロコーポレーション,9056450A002    ,16,1,2
4349,（株）ムロコーポレーション,9056450A002    ,19,1,1
4350,（株）ムロコーポレーション,9056450A002    ,20,1,3
4351,（株）ムロコーポレーション,9056450A002    ,21,1,3
4352,（株）ムロコーポレーション,9056450A002    ,22,1,3
4353,（株）ムロコーポレーション,9056450A002    ,23,1,2
4354,（株）ムロコーポレーション,9056450A002    ,26,1,2
4355,（株）ムロコーポレーション,9056450A002    ,27,1,2
4356,（株）ムロコーポレーション,9056450A002    ,28,1,2
4357,（株）ムロコーポレーション,9056450A003    ,2,1,1
4358,（株）ムロコーポレーション,9056450A003    ,8,1,1
4359,（株）ムロコーポレーション,9056450A003    ,12,1,2
4360,（株）ムロコーポレーション,9056450A003    ,13,1,1
4361,（株）ムロコーポレーション,9056450A003    ,15,1,2
4362,（株）ムロコーポレーション,9056450A003    ,16,1,2
4363,（株）ムロコーポレーション,9056450A003    ,19,1,2
4364,（株）ムロコーポレーション,9056450A003    ,21,1,1
4365,（株）ムロコーポレーション,9056450A003    ,23,1,1
4366,（株）ムロコーポレーション,9056450A003    ,27,1,1
4367,（株）ムロコーポレーション,9056450A003    ,28,1,1
4368,（株）ムロコーポレーション,9056451A080    ,28,1,1
4369,（株）ムロコーポレーション,9056451A081    ,8,1,1
4370,（株）ムロコーポレーション,9056451A081    ,14,1,1
4371,（株）ムロコーポレーション,9056451A081    ,16,1,1
4372,（株）ムロコーポレーション,9056451A081    ,23,1,1
4373,（株）ムロコーポレーション,9056451A081    ,28,1,1
4374,（株）ムロコーポレーション,9056451A082    ,6,1,1
4375,（株）ムロコーポレーション,9056451A082    ,7,1,1
4376,（株）ムロコーポレーション,9056451A082    ,8,1,1
4377,（株）ムロコーポレーション,9056451A082    ,12,1,1
4378,（株）ムロコーポレーション,9056451A082    ,13,1,1
4379,（株）ムロコーポレーション,9056451A082    ,14,1,1
4380,（株）ムロコーポレーション,9056451A082    ,15,1,1
4381,（株）ムロコーポレーション,9056451A082    ,19,1,1
4382,（株）ムロコーポレーション,9056451A082    ,22,1,1
4383,（株）ムロコーポレーション,9056451A082    ,26,1,1
4384,（株）ムロコーポレーション,9056451A082    ,28,1,1
4385,（株）ムロコーポレーション,9056451A083    ,1,1,1
4386,（株）ムロコーポレーション,9056451A083    ,6,1,1
4387,（株）ムロコーポレーション,9056451A083    ,7,1,1
4388,（株）ムロコーポレーション,9056451A083    ,8,1,1
4389,（株）ムロコーポレーション,9056451A083    ,9,1,1
4390,（株）ムロコーポレーション,9056451A083    ,12,1,1
4391,（株）ムロコーポレーション,9056451A083    ,14,1,2
4392,（株）ムロコーポレーション,9056451A083    ,15,1,1
4393,（株）ムロコーポレーション,9056451A083    ,19,1,1
4394,（株）ムロコーポレーション,9056451A083    ,20,1,1
4395,（株）ムロコーポレーション,9056451A083    ,21,1,1
4396,（株）ムロコーポレーション,9056451A083    ,23,1,1
4397,（株）ムロコーポレーション,9056451A083    ,26,1,1
4398,（株）ムロコーポレーション,9056451A083    ,27,1,1
4399,（株）ムロコーポレーション,9056451A083    ,28,1,1
4400,（株）ムロコーポレーション,9056451A084    ,1,1,2
4401,（株）ムロコーポレーション,9056451A084    ,6,1,1
4402,（株）ムロコーポレーション,9056451A084    ,7,1,1
4403,（株）ムロコーポレーション,9056451A084    ,8,1,1
4404,（株）ムロコーポレーション,9056451A084    ,9,1,1
4405,（株）ムロコーポレーション,9056451A084    ,13,1,1
4406,（株）ムロコーポレーション,9056451A084    ,14,1,1
4407,（株）ムロコーポレーション,9056451A084    ,15,1,1
4408,（株）ムロコーポレーション,9056451A084    ,19,1,1
4409,（株）ムロコーポレーション,9056451A084    ,20,1,1
4410,（株）ムロコーポレーション,9056451A084    ,21,1,1
4411,（株）ムロコーポレーション,9056451A084    ,22,1,1
4412,（株）ムロコーポレーション,9056451A084    ,23,1,1
4413,（株）ムロコーポレーション,9056451A084    ,28,1,1
4414,（株）ムロコーポレーション,9056451A085    ,1,1,1
4415,（株）ムロコーポレーション,9056451A085    ,2,1,1
4416,（株）ムロコーポレーション,9056451A085    ,9,1,1
4417,（株）ムロコーポレーション,9056451A085    ,13,1,1
4418,（株）ムロコーポレーション,9056451A085    ,15,1,1
4419,（株）ムロコーポレーション,9056451A085    ,20,1,1
4420,（株）ムロコーポレーション,9056451A085    ,21,1,1
4421,（株）ムロコーポレーション,9056451A085    ,22,1,1
4422,（株）ムロコーポレーション,9056451A085    ,26,1,1
4423,（株）ムロコーポレーション,9056451A086    ,1,1,1
