,仕入先名,品番,検収日,納入便,かんばん数
1557,日本精工（株）,9036324A005    ,22,8,3
1558,日本精工（株）,9036324A005    ,23,6,3
1559,日本精工（株）,9036324A005    ,23,7,2
1560,日本精工（株）,9036324A005    ,23,8,3
1561,日本精工（株）,9036324A005    ,25,2,3
1562,日本精工（株）,9036324A005    ,25,3,1
1563,日本精工（株）,9036324A005    ,25,4,2
1564,日本精工（株）,9036324A005    ,25,5,2
1565,日本精工（株）,9036324A005    ,26,4,1
1566,日本精工（株）,9036324A005    ,26,5,3
1567,日本精工（株）,9036324A005    ,26,6,3
1568,日本精工（株）,9036324A005    ,26,7,1
1569,日本精工（株）,9036324A005    ,26,8,3
1570,日本精工（株）,9036324A005    ,27,1,3
1571,日本精工（株）,9036324A005    ,27,2,3
1572,日本精工（株）,9036324A005    ,27,3,2
1573,日本精工（株）,9036324A005    ,27,4,3
1574,日本精工（株）,9036324A005    ,27,5,3
1575,日本精工（株）,9036324A005    ,27,6,3
1576,日本精工（株）,9036324A005    ,27,7,2
1577,日本精工（株）,9036324A005    ,27,8,2
1578,日本精工（株）,9036324A005    ,28,1,3
1579,日本精工（株）,9036324A005    ,28,2,3
1580,日本精工（株）,9036324A005    ,28,3,1
1581,日本精工（株）,9036324A005    ,28,4,3
1582,日本精工（株）,9036324A005    ,28,5,2
1583,日本精工（株）,9036324A005    ,28,6,3
1584,日本精工（株）,9036324A005    ,28,7,1
1585,日本精工（株）,9036324A005    ,28,8,3
1586,日本精工（株）,9036324A005    ,29,6,1
1587,日本精工（株）,9036324A005    ,29,7,3
1588,日本精工（株）,9036340A010    ,1,1,3
1589,日本精工（株）,9036340A010    ,1,2,3
1590,日本精工（株）,9036340A010    ,1,3,2
1591,日本精工（株）,9036340A010    ,1,4,2
1592,日本精工（株）,9036340A010    ,1,5,2
1593,日本精工（株）,9036340A010    ,1,6,3
1594,日本精工（株）,9036340A010    ,1,7,2
1595,日本精工（株）,9036340A010    ,1,8,2
1596,日本精工（株）,9036340A010    ,2,6,3
1597,日本精工（株）,9036340A010    ,2,7,3
1598,日本精工（株）,9036340A010    ,2,8,2
1599,日本精工（株）,9036340A010    ,4,1,2
1600,日本精工（株）,9036340A010    ,4,2,3
1601,日本精工（株）,9036340A010    ,5,1,3
1602,日本精工（株）,9036340A010    ,5,2,3
1603,日本精工（株）,9036340A010    ,5,3,2
1604,日本精工（株）,9036340A010    ,5,4,2
1605,日本精工（株）,9036340A010    ,5,5,2
1606,日本精工（株）,9036340A010    ,5,6,2
1607,日本精工（株）,9036340A010    ,5,7,2
1608,日本精工（株）,9036340A010    ,5,8,2
1609,日本精工（株）,9036340A010    ,6,1,2
1610,日本精工（株）,9036340A010    ,6,2,3
1611,日本精工（株）,9036340A010    ,6,3,1
1612,日本精工（株）,9036340A010    ,6,4,2
1613,日本精工（株）,9036340A010    ,6,5,3
1614,日本精工（株）,9036340A010    ,6,6,3
1615,日本精工（株）,9036340A010    ,6,7,2
1616,日本精工（株）,9036340A010    ,6,8,3
1617,日本精工（株）,9036340A010    ,7,1,3
1618,日本精工（株）,9036340A010    ,7,2,3
1619,日本精工（株）,9036340A010    ,7,3,1
1620,日本精工（株）,9036340A010    ,7,4,3
1621,日本精工（株）,9036340A010    ,7,5,2
1622,日本精工（株）,9036340A010    ,7,6,3
1623,日本精工（株）,9036340A010    ,7,7,2
1624,日本精工（株）,9036340A010    ,7,8,2
1625,日本精工（株）,9036340A010    ,8,1,3
1626,日本精工（株）,9036340A010    ,8,2,3
1627,日本精工（株）,9036340A010    ,8,3,3
1628,日本精工（株）,9036340A010    ,8,5,3
1629,日本精工（株）,9036340A010    ,8,6,2
1630,日本精工（株）,9036340A010    ,8,7,2
1631,日本精工（株）,9036340A010    ,8,8,3
1632,日本精工（株）,9036340A010    ,9,6,3
1633,日本精工（株）,9036340A010    ,9,8,2
1634,日本精工（株）,9036340A010    ,11,1,3
1635,日本精工（株）,9036340A010    ,11,2,3
1636,日本精工（株）,9036340A010    ,11,3,2
1637,日本精工（株）,9036340A010    ,11,4,2
1638,日本精工（株）,9036340A010    ,11,5,1
1639,日本精工（株）,9036340A010    ,12,1,3
1640,日本精工（株）,9036340A010    ,12,2,3
1641,日本精工（株）,9036340A010    ,12,3,3
1642,日本精工（株）,9036340A010    ,12,5,3
1643,日本精工（株）,9036340A010    ,12,6,3
1644,日本精工（株）,9036340A010    ,12,7,2
1645,日本精工（株）,9036340A010    ,12,8,3
1646,日本精工（株）,9036340A010    ,13,1,3
1647,日本精工（株）,9036340A010    ,13,2,2
1648,日本精工（株）,9036340A010    ,13,3,2
1649,日本精工（株）,9036340A010    ,13,4,2
1650,日本精工（株）,9036340A010    ,13,5,3
1651,日本精工（株）,9036340A010    ,13,6,3
1652,日本精工（株）,9036340A010    ,13,7,2
1653,日本精工（株）,9036340A010    ,13,8,3
1654,日本精工（株）,9036340A010    ,14,1,3
1655,日本精工（株）,9036340A010    ,14,2,3
1656,日本精工（株）,9036340A010    ,14,3,2
1657,日本精工（株）,9036340A010    ,14,4,2
1658,日本精工（株）,9036340A010    ,14,5,2
1659,日本精工（株）,9036340A010    ,14,6,3
1660,日本精工（株）,9036340A010    ,14,7,2
1661,日本精工（株）,9036340A010    ,14,8,2
1662,日本精工（株）,9036340A010    ,15,1,3
1663,日本精工（株）,9036340A010    ,15,2,3
1664,日本精工（株）,9036340A010    ,15,3,2
1665,日本精工（株）,9036340A010    ,15,4,2
1666,日本精工（株）,9036340A010    ,15,5,3
1667,日本精工（株）,9036340A010    ,15,6,2
1668,日本精工（株）,9036340A010    ,15,7,1
1669,日本精工（株）,9036340A010    ,15,8,3
1670,日本精工（株）,9036340A010    ,16,6,3
1671,日本精工（株）,9036340A010    ,16,7,1
1672,日本精工（株）,9036340A010    ,16,8,4
1673,日本精工（株）,9036340A010    ,18,1,4
1674,日本精工（株）,9036340A010    ,18,2,4
1675,日本精工（株）,9036340A010    ,18,3,2
1676,日本精工（株）,9036340A010    ,18,4,2
1677,日本精工（株）,9036340A010    ,18,5,2
1678,日本精工（株）,9036340A010    ,19,1,3
1679,日本精工（株）,9036340A010    ,19,2,3
1680,日本精工（株）,9036340A010    ,19,3,1
1681,日本精工（株）,9036340A010    ,19,4,2
1682,日本精工（株）,9036340A010    ,19,5,2
1683,日本精工（株）,9036340A010    ,19,6,3
1684,日本精工（株）,9036340A010    ,19,7,1
1685,日本精工（株）,9036340A010    ,19,8,3
1686,日本精工（株）,9036340A010    ,20,1,3
1687,日本精工（株）,9036340A010    ,20,2,3
1688,日本精工（株）,9036340A010    ,20,3,3
1689,日本精工（株）,9036340A010    ,20,4,1
1690,日本精工（株）,9036340A010    ,20,5,3
1691,日本精工（株）,9036340A010    ,20,6,3
1692,日本精工（株）,9036340A010    ,20,7,1
1693,日本精工（株）,9036340A010    ,20,8,3
1694,日本精工（株）,9036340A010    ,21,1,3
1695,日本精工（株）,9036340A010    ,21,2,3
1696,日本精工（株）,9036340A010    ,21,3,2
1697,日本精工（株）,9036340A010    ,21,4,2
1698,日本精工（株）,9036340A010    ,21,5,1
1699,日本精工（株）,9036340A010    ,21,6,1
1700,日本精工（株）,9036340A010    ,21,7,3
1701,日本精工（株）,9036340A010    ,21,8,3
1702,日本精工（株）,9036340A010    ,22,1,3
1703,日本精工（株）,9036340A010    ,22,2,3
1704,日本精工（株）,9036340A010    ,22,3,1
1705,日本精工（株）,9036340A010    ,22,4,2
1706,日本精工（株）,9036340A010    ,22,5,3
1707,日本精工（株）,9036340A010    ,22,6,3
1708,日本精工（株）,9036340A010    ,22,7,1
1709,日本精工（株）,9036340A010    ,22,8,3
1710,日本精工（株）,9036340A010    ,23,6,3
1711,日本精工（株）,9036340A010    ,23,7,2
1712,日本精工（株）,9036340A010    ,23,8,2
1713,日本精工（株）,9036340A010    ,25,1,2
1714,日本精工（株）,9036340A010    ,25,2,2
1715,日本精工（株）,9036340A010    ,25,3,2
1716,日本精工（株）,9036340A010    ,25,4,2
1717,日本精工（株）,9036340A010    ,26,4,2
1718,日本精工（株）,9036340A010    ,26,5,3
1719,日本精工（株）,9036340A010    ,26,6,3
1720,日本精工（株）,9036340A010    ,26,7,3
1721,日本精工（株）,9036340A010    ,26,8,2
1722,日本精工（株）,9036340A010    ,27,1,3
1723,日本精工（株）,9036340A010    ,27,2,3
1724,日本精工（株）,9036340A010    ,27,3,2
1725,日本精工（株）,9036340A010    ,27,4,3
1726,日本精工（株）,9036340A010    ,27,5,3
1727,日本精工（株）,9036340A010    ,27,6,3
1728,日本精工（株）,9036340A010    ,27,7,2
1729,日本精工（株）,9036340A010    ,27,8,2
1730,日本精工（株）,9036340A010    ,28,1,3
1731,日本精工（株）,9036340A010    ,28,2,3
1732,日本精工（株）,9036340A010    ,28,3,3
1733,日本精工（株）,9036340A010    ,28,4,2
1734,日本精工（株）,9036340A010    ,28,5,2
1735,日本精工（株）,9036340A010    ,28,6,3
1736,日本精工（株）,9036340A010    ,28,7,2
1737,日本精工（株）,9036340A010    ,28,8,3
1738,日本精工（株）,9036340A010    ,29,6,3
1739,日本精工（株）,9036340A010    ,29,7,1
1740,矢崎総業（株）,82125ECB010    ,1,1,3
1741,矢崎総業（株）,82125ECB010    ,4,1,3
1742,矢崎総業（株）,82125ECB010    ,6,1,2
1743,矢崎総業（株）,82125ECB010    ,7,1,3
1744,矢崎総業（株）,82125ECB010    ,8,1,4
1745,矢崎総業（株）,82125ECB010    ,11,1,4
1746,矢崎総業（株）,82125ECB010    ,12,1,3
1747,矢崎総業（株）,82125ECB010    ,13,1,3
1748,矢崎総業（株）,82125ECB010    ,14,1,4
1749,矢崎総業（株）,82125ECB010    ,15,1,4
1750,矢崎総業（株）,82125ECB010    ,18,1,4
1751,矢崎総業（株）,82125ECB010    ,19,1,4
1752,矢崎総業（株）,82125ECB010    ,20,1,4
1753,矢崎総業（株）,82125ECB010    ,21,1,3
1754,矢崎総業（株）,82125ECB010    ,22,1,3
1755,矢崎総業（株）,82125ECB010    ,25,1,3
1756,矢崎総業（株）,82125ECB010    ,26,1,3
1757,矢崎総業（株）,82125ECB010    ,27,1,2
1758,矢崎総業（株）,82125ECB010    ,28,1,4
1759,矢崎総業（株）,82125ECE010    ,1,1,5
1760,矢崎総業（株）,82125ECE010    ,4,1,5
1761,矢崎総業（株）,82125ECE010    ,6,1,2
1762,矢崎総業（株）,82125ECE010    ,7,1,3
1763,矢崎総業（株）,82125ECE010    ,8,1,5
1764,矢崎総業（株）,82125ECE010    ,11,1,4
1765,矢崎総業（株）,82125ECE010    ,12,1,4
1766,矢崎総業（株）,82125ECE010    ,13,1,4
1767,矢崎総業（株）,82125ECE010    ,14,1,4
1768,矢崎総業（株）,82125ECE010    ,15,1,5
1769,矢崎総業（株）,82125ECE010    ,18,1,4
1770,矢崎総業（株）,82125ECE010    ,19,1,4
1771,矢崎総業（株）,82125ECE010    ,20,1,4
1772,矢崎総業（株）,82125ECE010    ,21,1,4
1773,矢崎総業（株）,82125ECE010    ,22,1,5
1774,矢崎総業（株）,82125ECE010    ,25,1,4
1775,矢崎総業（株）,82125ECE010    ,26,1,3
1776,矢崎総業（株）,82125ECE010    ,27,1,2
1777,矢崎総業（株）,82125ECE010    ,28,1,5
1778,矢崎総業（株）,82824ECB010    ,1,1,11
1779,矢崎総業（株）,82824ECB010    ,4,1,9
1780,矢崎総業（株）,82824ECB010    ,6,1,11
1781,矢崎総業（株）,82824ECB010    ,7,1,10
1782,矢崎総業（株）,82824ECB010    ,8,1,12
1783,矢崎総業（株）,82824ECB010    ,11,1,11
1784,矢崎総業（株）,82824ECB010    ,12,1,9
1785,矢崎総業（株）,82824ECB010    ,13,1,11
1786,矢崎総業（株）,82824ECB010    ,14,1,11
1787,矢崎総業（株）,82824ECB010    ,15,1,11
1788,矢崎総業（株）,82824ECB010    ,18,1,11
1789,矢崎総業（株）,82824ECB010    ,19,1,12
1790,矢崎総業（株）,82824ECB010    ,20,1,11
1791,矢崎総業（株）,82824ECB010    ,21,1,10
1792,矢崎総業（株）,82824ECB010    ,22,1,13
1793,矢崎総業（株）,82824ECB010    ,25,1,9
1794,矢崎総業（株）,82824ECB010    ,26,1,10
1795,矢崎総業（株）,82824ECB010    ,27,1,7
1796,矢崎総業（株）,82824ECB010    ,28,1,12
1797,矢崎総業（株）,82824ECB020    ,1,1,19
1798,矢崎総業（株）,82824ECB020    ,4,1,19
1799,矢崎総業（株）,82824ECB020    ,6,1,18
1800,矢崎総業（株）,82824ECB020    ,7,1,18
1801,矢崎総業（株）,82824ECB020    ,8,1,20
1802,矢崎総業（株）,82824ECB020    ,11,1,19
1803,矢崎総業（株）,82824ECB020    ,12,1,16
1804,矢崎総業（株）,82824ECB020    ,13,1,20
1805,矢崎総業（株）,82824ECB020    ,14,1,19
1806,矢崎総業（株）,82824ECB020    ,15,1,22
1807,矢崎総業（株）,82824ECB020    ,18,1,19
1808,矢崎総業（株）,82824ECB020    ,19,1,22
1809,矢崎総業（株）,82824ECB020    ,20,1,19
1810,矢崎総業（株）,82824ECB020    ,21,1,18
1811,矢崎総業（株）,82824ECB020    ,22,1,20
1812,矢崎総業（株）,82824ECB020    ,25,1,18
1813,矢崎総業（株）,82824ECB020    ,26,1,17
1814,矢崎総業（株）,82824ECB020    ,27,1,11
1815,矢崎総業（株）,82824ECB020    ,28,1,22
1816,矢崎総業（株）,G1144ECE010    ,1,1,53
1817,矢崎総業（株）,G1144ECE010    ,4,1,53
1818,矢崎総業（株）,G1144ECE010    ,6,1,42
1819,矢崎総業（株）,G1144ECE010    ,7,1,54
1820,矢崎総業（株）,G1144ECE010    ,8,1,54
1821,矢崎総業（株）,G1144ECE010    ,11,1,51
1822,矢崎総業（株）,G1144ECE010    ,12,1,49
1823,矢崎総業（株）,G1144ECE010    ,13,1,49
1824,矢崎総業（株）,G1144ECE010    ,14,1,49
1825,矢崎総業（株）,G1144ECE010    ,15,1,58
1826,矢崎総業（株）,G1144ECE010    ,18,1,53
1827,矢崎総業（株）,G1144ECE010    ,19,1,58
1828,矢崎総業（株）,G1144ECE010    ,20,1,50
1829,矢崎総業（株）,G1144ECE010    ,21,1,50
1830,矢崎総業（株）,G1144ECE010    ,22,1,54
1831,矢崎総業（株）,G1144ECE010    ,25,1,48
1832,矢崎総業（株）,G1144ECE010    ,26,1,46
1833,矢崎総業（株）,G1144ECE010    ,27,1,27
1834,矢崎総業（株）,G1144ECE010    ,28,1,61
1835,石黒ゴム工業（株）,019128GA010    ,1,1,8
1836,石黒ゴム工業（株）,019128GA010    ,1,2,8
1837,石黒ゴム工業（株）,019128GA010    ,4,1,5
1838,石黒ゴム工業（株）,019128GA010    ,5,2,9
1839,石黒ゴム工業（株）,019128GA010    ,6,1,9
1840,石黒ゴム工業（株）,019128GA010    ,6,2,9
1841,石黒ゴム工業（株）,019128GA010    ,7,1,17
1842,石黒ゴム工業（株）,019128GA010    ,7,2,9
1843,石黒ゴム工業（株）,019128GA010    ,8,1,10
1844,石黒ゴム工業（株）,019128GA010    ,8,2,9
1845,石黒ゴム工業（株）,019128GA010    ,11,1,8
1846,石黒ゴム工業（株）,019128GA010    ,11,2,7
1847,石黒ゴム工業（株）,019128GA010    ,12,1,7
1848,石黒ゴム工業（株）,019128GA010    ,12,2,9
1849,石黒ゴム工業（株）,019128GA010    ,13,1,8
1850,石黒ゴム工業（株）,019128GA010    ,13,2,8
1851,石黒ゴム工業（株）,019128GA010    ,14,1,15
1852,石黒ゴム工業（株）,019128GA010    ,14,2,9
1853,石黒ゴム工業（株）,019128GA010    ,15,1,6
1854,石黒ゴム工業（株）,019128GA010    ,15,2,10
1855,石黒ゴム工業（株）,019128GA010    ,18,1,7
1856,石黒ゴム工業（株）,019128GA010    ,18,2,3
1857,石黒ゴム工業（株）,019128GA010    ,19,1,8
1858,石黒ゴム工業（株）,019128GA010    ,19,2,9
1859,石黒ゴム工業（株）,019128GA010    ,20,1,10
1860,石黒ゴム工業（株）,019128GA010    ,20,2,10
1861,石黒ゴム工業（株）,019128GA010    ,21,1,17
1862,石黒ゴム工業（株）,019128GA010    ,21,2,10
1863,石黒ゴム工業（株）,019128GA010    ,22,1,7
1864,石黒ゴム工業（株）,019128GA010    ,22,2,7
1865,石黒ゴム工業（株）,019128GA010    ,25,1,3
1866,石黒ゴム工業（株）,019128GA010    ,25,2,5
1867,石黒ゴム工業（株）,019128GA010    ,26,1,5
1868,石黒ゴム工業（株）,019128GA010    ,26,2,8
1869,石黒ゴム工業（株）,019128GA010    ,27,1,7
1870,石黒ゴム工業（株）,019128GA010    ,27,2,8
1871,石黒ゴム工業（株）,019128GA010    ,28,1,8
1872,石黒ゴム工業（株）,019128GA010    ,28,2,10
1873,石黒ゴム工業（株）,01912ECB010    ,1,1,3
1874,石黒ゴム工業（株）,01912ECB010    ,1,2,2
1875,石黒ゴム工業（株）,01912ECB010    ,4,1,2
1876,石黒ゴム工業（株）,01912ECB010    ,5,2,3
1877,石黒ゴム工業（株）,01912ECB010    ,6,1,3
1878,石黒ゴム工業（株）,01912ECB010    ,6,2,3
1879,石黒ゴム工業（株）,01912ECB010    ,7,1,6
1880,石黒ゴム工業（株）,01912ECB010    ,7,2,3
1881,石黒ゴム工業（株）,01912ECB010    ,8,1,3
1882,石黒ゴム工業（株）,01912ECB010    ,8,2,3
1883,石黒ゴム工業（株）,01912ECB010    ,11,1,3
1884,石黒ゴム工業（株）,01912ECB010    ,11,2,2
1885,石黒ゴム工業（株）,01912ECB010    ,12,1,2
1886,石黒ゴム工業（株）,01912ECB010    ,12,2,3
1887,石黒ゴム工業（株）,01912ECB010    ,13,1,2
1888,石黒ゴム工業（株）,01912ECB010    ,13,2,3
1889,石黒ゴム工業（株）,01912ECB010    ,14,1,6
1890,石黒ゴム工業（株）,01912ECB010    ,14,2,3
1891,石黒ゴム工業（株）,01912ECB010    ,15,1,2
1892,石黒ゴム工業（株）,01912ECB010    ,15,2,3
1893,石黒ゴム工業（株）,01912ECB010    ,18,1,3
1894,石黒ゴム工業（株）,01912ECB010    ,19,1,2
1895,石黒ゴム工業（株）,01912ECB010    ,19,2,3
1896,石黒ゴム工業（株）,01912ECB010    ,20,1,4
1897,石黒ゴム工業（株）,01912ECB010    ,20,2,4
1898,石黒ゴム工業（株）,01912ECB010    ,21,1,5
1899,石黒ゴム工業（株）,01912ECB010    ,21,2,3
1900,石黒ゴム工業（株）,01912ECB010    ,22,1,3
1901,石黒ゴム工業（株）,01912ECB010    ,22,2,2
1902,石黒ゴム工業（株）,01912ECB010    ,25,1,1
1903,石黒ゴム工業（株）,01912ECB010    ,25,2,2
1904,石黒ゴム工業（株）,01912ECB010    ,26,1,1
1905,石黒ゴム工業（株）,01912ECB010    ,26,2,3
1906,石黒ゴム工業（株）,01912ECB010    ,27,1,2
1907,石黒ゴム工業（株）,01912ECB010    ,27,2,3
1908,石黒ゴム工業（株）,01912ECB010    ,28,1,3
1909,石黒ゴム工業（株）,01912ECB010    ,28,2,4
1910,石黒ゴム工業（株）,82821CWA030    ,1,1,2
1911,石黒ゴム工業（株）,82821CWA030    ,1,2,2
1912,石黒ゴム工業（株）,82821CWA030    ,4,1,1
1913,石黒ゴム工業（株）,82821CWA030    ,5,2,2
1914,石黒ゴム工業（株）,82821CWA030    ,6,1,3
1915,石黒ゴム工業（株）,82821CWA030    ,6,2,3
1916,石黒ゴム工業（株）,82821CWA030    ,7,1,4
1917,石黒ゴム工業（株）,82821CWA030    ,7,2,2
1918,石黒ゴム工業（株）,82821CWA030    ,8,1,2
1919,石黒ゴム工業（株）,82821CWA030    ,8,2,2
1920,石黒ゴム工業（株）,82821CWA030    ,11,1,1
1921,石黒ゴム工業（株）,82821CWA030    ,11,2,2
1922,石黒ゴム工業（株）,82821CWA030    ,12,1,2
1923,石黒ゴム工業（株）,82821CWA030    ,12,2,2
1924,石黒ゴム工業（株）,82821CWA030    ,13,1,2
1925,石黒ゴム工業（株）,82821CWA030    ,13,2,2
1926,石黒ゴム工業（株）,82821CWA030    ,14,1,4
1927,石黒ゴム工業（株）,82821CWA030    ,14,2,2
1928,石黒ゴム工業（株）,82821CWA030    ,15,1,2
1929,石黒ゴム工業（株）,82821CWA030    ,15,2,1
1930,石黒ゴム工業（株）,82821CWA030    ,18,1,2
1931,石黒ゴム工業（株）,82821CWA030    ,18,2,1
1932,石黒ゴム工業（株）,82821CWA030    ,19,1,2
1933,石黒ゴム工業（株）,82821CWA030    ,19,2,2
1934,石黒ゴム工業（株）,82821CWA030    ,20,1,3
1935,石黒ゴム工業（株）,82821CWA030    ,20,2,2
1936,石黒ゴム工業（株）,82821CWA030    ,21,1,5
1937,石黒ゴム工業（株）,82821CWA030    ,21,2,2
1938,石黒ゴム工業（株）,82821CWA030    ,22,1,1
1939,石黒ゴム工業（株）,82821CWA030    ,22,2,2
1940,石黒ゴム工業（株）,82821CWA030    ,25,1,1
1941,石黒ゴム工業（株）,82821CWA030    ,25,2,1
1942,石黒ゴム工業（株）,82821CWA030    ,26,1,1
1943,石黒ゴム工業（株）,82821CWA030    ,26,2,2
1944,石黒ゴム工業（株）,82821CWA030    ,27,1,3
1945,石黒ゴム工業（株）,82821CWA030    ,27,2,2
1946,石黒ゴム工業（株）,82821CWA030    ,28,1,2
1947,石黒ゴム工業（株）,82821CWA030    ,28,2,3
1948,石黒ゴム工業（株）,82821ECB010    ,1,1,1
1949,石黒ゴム工業（株）,82821ECB010    ,1,2,1
1950,石黒ゴム工業（株）,82821ECB010    ,5,2,1
1951,石黒ゴム工業（株）,82821ECB010    ,6,1,2
1952,石黒ゴム工業（株）,82821ECB010    ,6,2,1
1953,石黒ゴム工業（株）,82821ECB010    ,7,1,2
1954,石黒ゴム工業（株）,82821ECB010    ,7,2,1
1955,石黒ゴム工業（株）,82821ECB010    ,8,1,1
1956,石黒ゴム工業（株）,82821ECB010    ,8,2,1
1957,石黒ゴム工業（株）,82821ECB010    ,11,1,1
1958,石黒ゴム工業（株）,82821ECB010    ,11,2,1
1959,石黒ゴム工業（株）,82821ECB010    ,12,1,1
1960,石黒ゴム工業（株）,82821ECB010    ,12,2,1
1961,石黒ゴム工業（株）,82821ECB010    ,13,1,1
1962,石黒ゴム工業（株）,82821ECB010    ,13,2,1
1963,石黒ゴム工業（株）,82821ECB010    ,14,1,2
1964,石黒ゴム工業（株）,82821ECB010    ,14,2,1
1965,石黒ゴム工業（株）,82821ECB010    ,18,1,1
1966,石黒ゴム工業（株）,82821ECB010    ,18,2,1
1967,石黒ゴム工業（株）,82821ECB010    ,19,2,2
1968,石黒ゴム工業（株）,82821ECB010    ,20,1,1
1969,石黒ゴム工業（株）,82821ECB010    ,20,2,1
1970,石黒ゴム工業（株）,82821ECB010    ,21,1,2
1971,石黒ゴム工業（株）,82821ECB010    ,21,2,1
1972,石黒ゴム工業（株）,82821ECB010    ,22,1,1
1973,石黒ゴム工業（株）,82821ECB010    ,22,2,1
1974,石黒ゴム工業（株）,82821ECB010    ,25,1,1
1975,石黒ゴム工業（株）,82821ECB010    ,26,1,1
1976,石黒ゴム工業（株）,82821ECB010    ,26,2,1
1977,石黒ゴム工業（株）,82821ECB010    ,27,1,1
1978,石黒ゴム工業（株）,82821ECB010    ,27,2,1
1979,石黒ゴム工業（株）,82821ECB010    ,28,1,1
1980,石黒ゴム工業（株）,82821ECB010    ,28,2,1
1981,石黒ゴム工業（株）,82821ECB020    ,1,1,2
1982,石黒ゴム工業（株）,82821ECB020    ,1,2,2
1983,石黒ゴム工業（株）,82821ECB020    ,4,1,1
1984,石黒ゴム工業（株）,82821ECB020    ,5,2,2
1985,石黒ゴム工業（株）,82821ECB020    ,6,1,3
1986,石黒ゴム工業（株）,82821ECB020    ,6,2,3
1987,石黒ゴム工業（株）,82821ECB020    ,7,1,4
1988,石黒ゴム工業（株）,82821ECB020    ,7,2,2
1989,石黒ゴム工業（株）,82821ECB020    ,8,1,2
1990,石黒ゴム工業（株）,82821ECB020    ,8,2,1
1991,石黒ゴム工業（株）,82821ECB020    ,11,1,3
1992,石黒ゴム工業（株）,82821ECB020    ,11,2,1
1993,石黒ゴム工業（株）,82821ECB020    ,12,1,2
1994,石黒ゴム工業（株）,82821ECB020    ,12,2,2
1995,石黒ゴム工業（株）,82821ECB020    ,13,1,2
1996,石黒ゴム工業（株）,82821ECB020    ,13,2,2
1997,石黒ゴム工業（株）,82821ECB020    ,14,1,4
1998,石黒ゴム工業（株）,82821ECB020    ,14,2,2
1999,石黒ゴム工業（株）,82821ECB020    ,15,1,2
2000,石黒ゴム工業（株）,82821ECB020    ,15,2,2
2001,石黒ゴム工業（株）,82821ECB020    ,18,1,1
2002,石黒ゴム工業（株）,82821ECB020    ,18,2,1
2003,石黒ゴム工業（株）,82821ECB020    ,19,1,2
2004,石黒ゴム工業（株）,82821ECB020    ,19,2,2
2005,石黒ゴム工業（株）,82821ECB020    ,20,1,3
2006,石黒ゴム工業（株）,82821ECB020    ,20,2,3
2007,石黒ゴム工業（株）,82821ECB020    ,21,1,4
2008,石黒ゴム工業（株）,82821ECB020    ,21,2,2
2009,石黒ゴム工業（株）,82821ECB020    ,22,1,2
2010,石黒ゴム工業（株）,82821ECB020    ,22,2,1
2011,石黒ゴム工業（株）,82821ECB020    ,25,1,1
2012,石黒ゴム工業（株）,82821ECB020    ,25,2,2
2013,石黒ゴム工業（株）,82821ECB020    ,26,1,1
2014,石黒ゴム工業（株）,82821ECB020    ,26,2,2
2015,石黒ゴム工業（株）,82821ECB020    ,27,1,2
2016,石黒ゴム工業（株）,82821ECB020    ,27,2,2
2017,石黒ゴム工業（株）,82821ECB020    ,28,1,3
2018,石黒ゴム工業（株）,82821ECB020    ,28,2,2
2019,石黒ゴム工業（株）,82821ECB040    ,1,1,2
2020,石黒ゴム工業（株）,82821ECB040    ,1,2,1
2021,石黒ゴム工業（株）,82821ECB040    ,4,1,2
2022,石黒ゴム工業（株）,82821ECB040    ,5,2,2
2023,石黒ゴム工業（株）,82821ECB040    ,6,1,2
2024,石黒ゴム工業（株）,82821ECB040    ,6,2,2
2025,石黒ゴム工業（株）,82821ECB040    ,7,1,2
2026,石黒ゴム工業（株）,82821ECB040    ,7,2,1
2027,石黒ゴム工業（株）,82821ECB040    ,8,1,3
2028,石黒ゴム工業（株）,82821ECB040    ,8,2,2
2029,石黒ゴム工業（株）,82821ECB040    ,11,1,1
2030,石黒ゴム工業（株）,82821ECB040    ,11,2,1
2031,石黒ゴム工業（株）,82821ECB040    ,12,1,2
2032,石黒ゴム工業（株）,82821ECB040    ,12,2,2
2033,石黒ゴム工業（株）,82821ECB040    ,13,1,2
2034,石黒ゴム工業（株）,82821ECB040    ,13,2,1
2035,石黒ゴム工業（株）,82821ECB040    ,14,1,2
2036,石黒ゴム工業（株）,82821ECB040    ,14,2,2
2037,石黒ゴム工業（株）,82821ECB040    ,15,1,2
2038,石黒ゴム工業（株）,82821ECB040    ,15,2,3
2039,石黒ゴム工業（株）,82821ECB040    ,18,1,2
2040,石黒ゴム工業（株）,82821ECB040    ,18,2,1
2041,石黒ゴム工業（株）,82821ECB040    ,19,1,2
2042,石黒ゴム工業（株）,82821ECB040    ,19,2,2
2043,石黒ゴム工業（株）,82821ECB040    ,20,1,2
2044,石黒ゴム工業（株）,82821ECB040    ,20,2,2
2045,石黒ゴム工業（株）,82821ECB040    ,21,1,1
2046,石黒ゴム工業（株）,82821ECB040    ,21,2,2
2047,石黒ゴム工業（株）,82821ECB040    ,22,1,2
2048,石黒ゴム工業（株）,82821ECB040    ,22,2,1
2049,石黒ゴム工業（株）,82821ECB040    ,25,1,2
2050,石黒ゴム工業（株）,82821ECB040    ,25,2,2
2051,石黒ゴム工業（株）,82821ECB040    ,26,1,1
2052,石黒ゴム工業（株）,82821ECB040    ,26,2,2
