,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程,週最大日量数（箱数）,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,不等ピッチ在庫,日量数（箱数）_繰り上げ,週最大日量数（箱数）_繰り上げ,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,不等ピッチ在庫_繰り上げ,設計納入回数-実績納入回数,納入数-日量数（箱数）,納入数-週最大日量数（箱数）,入庫数-日量数（箱数）,入庫数-週最大日量数（箱数）,納入数/日量数（箱数）,回収数/日量数（箱数）,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ,便数ズレ
1971,9036659A009,2023-12-22,2023,12,51,22,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.88,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,693.0,693.0,19.25,19.25,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.93,0.31499999999999995,3.595,0.14000000000000012,4.045,22.0,13.0,（株）ジェイテクト,1.0,29.0,22.0,12.0,100.0,230.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,6.8559322033898304,6.340443195939807,3.455,3.4070319786808794,22.472222222222214,22.472222222222214,0.0,20.0,23.0,23.0,23.0,0.0,0.0,2.0,-1.0,0.0,-1.0,1.1,0.65,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,4.142857142857143,4.142857142857143,22.0,22.0,0.9666666666666667,0.9666666666666667,-1.0,-1.0,0
1974,9036659A009,2023-12-25,2023,12,52,25,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.88,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.23000000000000045,1.59,0.1200000000000001,1.89,19.0,21.0,（株）ジェイテクト,1.0,35.625,19.0,23.0,100.0,421.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,3.2033898305084745,2.9625309370398605,1.2999999999999998,1.2520319786808793,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,-2.0,-4.0,0.0,-4.0,0.9047619047619048,1.0,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,5.089285714285714,5.089285714285714,28.625,28.625,1.1875,1.1875,5.625,5.625,0
1975,9036659A009,2023-12-26,2023,12,52,26,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.88,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,809.0,809.0,22.472222222222214,22.472222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.29000000000000004,1.3900000000000006,0.15999999999999925,1.13,19.0,25.0,（株）ジェイテクト,1.0,29.58333333333333,19.0,23.0,100.0,423.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,1.9152542372881356,1.7712486554788582,0.5399999999999999,0.49203197868087933,22.472222222222214,22.472222222222214,0.0,23.0,23.0,23.0,23.0,0.0,0.0,-4.0,-4.0,0.0,-4.0,0.8260869565217391,1.0869565217391304,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,4.226190476190475,4.226190476190475,22.58333333333333,22.58333333333333,0.9861111111111109,0.9861111111111109,-0.4166666666666714,-0.4166666666666714,0
1976,9036659A009,2023-12-27,2023,12,52,27,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.88,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.2999999999999998,0.815,10.239999999999998,12.1,13.0,5.0,（株）ジェイテクト,1.0,22.16666666666667,13.0,23.0,100.0,415.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,20.508474576271187,18.966467903800165,11.51,11.46203197868088,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,-8.0,-10.0,0.0,-10.0,0.6190476190476191,0.23809523809523808,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,3.1666666666666674,3.1666666666666674,15.166666666666671,15.166666666666671,0.738888888888889,0.738888888888889,-7.833333333333329,-7.833333333333329,0
1977,9036659A009,2023-12-28,2023,12,52,28,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.88,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.26000000000000023,,,11.485,21.0,0.0,（株）ジェイテクト,1.0,17.5,21.0,22.0,100.0,384.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,19.466101694915253,18.00246974174751,10.895,10.847031978680878,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0,0.0,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,2.5,2.5,10.5,10.5,0.5833333333333334,0.5833333333333334,-12.5,-12.5,0
1980,9036659A010,2023-12-01,2023,12,48,1,4,金曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,748.0,748.0,20.777777777777786,20.777777777777786,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.2799999999999998,2.83,0.13999999999999968,3.25,21.0,21.0,（株）ジェイテクト,1.0,18.541666666666668,21.0,22.0,94.615,369.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.777777777777786,1.0,5.508474576271187,5.094299230359549,2.66,2.6120319786808794,20.777777777777786,20.777777777777786,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.648809523809524,2.648809523809524,11.541666666666668,11.541666666666668,0.662202380952381,0.662202380952381,-9.458333333333332,-9.458333333333332,0
1983,9036659A010,2023-12-04,2023,12,49,4,0,月曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.93,0.5300000000000002,0.6600000000000001,0.15000000000000036,1.2300000000000004,21.0,21.0,（株）ジェイテクト,1.0,13.75,21.0,21.0,96.84,378.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.75,1.0,2.084745762711865,1.9279963241053069,0.6400000000000005,0.5920319786808799,20.75,20.75,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,1.9642857142857142,1.9642857142857142,6.75,6.75,0.49107142857142855,0.49107142857142855,-14.25,-14.25,0
1984,9036659A010,2023-12-05,2023,12,49,5,1,火曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,746.0,746.0,20.722222222222214,20.722222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,,,0.7800000000000002,0.1900000000000004,,21.0,22.0,（株）ジェイテクト,1.0,16.083333333333332,20.0,22.0,99.01,386.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.75,1.0,,,,,20.75,20.75,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0476190476190477,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.2976190476190474,2.2976190476190474,9.083333333333332,9.083333333333332,0.5744047619047619,0.5744047619047619,-11.916666666666668,-11.916666666666668,0
1985,9036659A010,2023-12-06,2023,12,49,6,2,水曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,746.0,746.0,20.722222222222214,20.722222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.93,0.31000000000000005,0.7399999999999998,0.14000000000000012,1.21,21.0,21.0,（株）ジェイテクト,1.0,16.458333333333332,21.0,21.0,99.455,388.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.75,1.0,2.0508474576271185,1.8966467903800166,0.62,0.5720319786808794,20.75,20.75,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.351190476190476,2.351190476190476,9.458333333333332,9.458333333333332,0.587797619047619,0.587797619047619,-11.541666666666668,-11.541666666666668,0
1986,9036659A010,2023-12-07,2023,12,49,7,3,木曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.93,0.27,0.8700000000000001,0.14000000000000012,1.3000000000000005,21.0,19.0,（株）ジェイテクト,1.0,18.666666666666668,21.0,18.0,43.725,130.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.75,1.0,2.2033898305084754,2.03771969214382,0.7100000000000005,0.6620319786808799,20.75,20.75,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9047619047619048,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.666666666666667,2.666666666666667,11.666666666666668,11.666666666666668,0.6666666666666667,0.6666666666666667,-9.333333333333332,-9.333333333333332,0
1987,9036659A010,2023-12-08,2023,12,49,8,4,金曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,746.0,746.0,20.722222222222214,20.722222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.27,2.91,0.1349999999999998,3.2950000000000004,22.0,21.0,（株）ジェイテクト,1.0,20.041666666666668,22.0,22.0,99.77,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.75,1.0,5.584745762711865,5.164835681241451,2.7050000000000005,2.65703197868088,20.75,20.75,0.0,21.0,21.0,21.0,21.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0476190476190477,1.0,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.863095238095238,2.863095238095238,13.041666666666668,13.041666666666668,0.7157738095238095,0.7157738095238095,-7.958333333333332,-7.958333333333332,0
1990,9036659A010,2023-12-11,2023,12,50,11,0,月曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.2400000000000002,0.9000000000000004,0.14000000000000054,1.2800000000000002,21.0,21.0,（株）ジェイテクト,1.0,20.75,21.0,21.0,99.22,388.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.805555555555557,1.0,2.1694915254237293,2.0063701584185303,0.6900000000000003,0.6420319786808797,20.805555555555557,20.805555555555557,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.9642857142857144,2.9642857142857144,13.75,13.75,0.7410714285714286,0.7410714285714286,-7.25,-7.25,0
1991,9036659A010,2023-12-12,2023,12,50,12,1,火曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.25,0.8399999999999999,0.16999999999999993,1.29,19.0,22.0,（株）ジェイテクト,1.0,17.791666666666668,19.0,22.0,99.85,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.805555555555557,1.0,2.186440677966102,2.022044925281175,0.7000000000000001,0.6520319786808795,20.805555555555557,20.805555555555557,0.0,21.0,21.0,21.0,21.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.9047619047619048,1.0476190476190477,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.541666666666667,2.541666666666667,10.791666666666668,10.791666666666668,0.6354166666666667,0.6354166666666667,-10.208333333333332,-10.208333333333332,0
1992,9036659A010,2023-12-13,2023,12,50,13,2,水曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.6400000000000001,0.4500000000000002,0.1200000000000001,1.2400000000000002,21.0,20.0,（株）ジェイテクト,1.0,10.041666666666666,21.0,19.0,99.92,361.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.805555555555557,1.0,2.101694915254238,1.943671090967951,0.6500000000000002,0.6020319786808797,20.805555555555557,20.805555555555557,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9523809523809523,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,1.4345238095238095,1.4345238095238095,3.041666666666666,3.041666666666666,0.3586309523809524,0.3586309523809524,-17.958333333333336,-17.958333333333336,0
1993,9036659A010,2023-12-14,2023,12,50,14,3,木曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,749.0,749.0,20.805555555555557,20.805555555555557,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.25,0.7999999999999998,0.1499999999999999,1.13,21.0,23.0,（株）ジェイテクト,1.0,16.666666666666668,20.0,22.0,99.605,389.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.805555555555557,1.0,1.9152542372881356,1.7712486554788582,0.5399999999999999,0.49203197868087933,20.805555555555557,20.805555555555557,0.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0952380952380953,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.380952380952381,2.380952380952381,9.666666666666668,9.666666666666668,0.5952380952380952,0.5952380952380952,-11.333333333333332,-11.333333333333332,0
1994,9036659A010,2023-12-15,2023,12,50,15,4,金曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,748.0,748.0,20.777777777777786,20.777777777777786,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.25,2.845,0.15499999999999936,3.26,24.0,22.0,（株）ジェイテクト,1.0,14.0,24.0,11.0,99.85,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,20.805555555555557,1.0,5.525423728813559,5.109973997222193,2.67,2.6220319786808792,20.805555555555557,20.805555555555557,0.0,21.0,21.0,21.0,21.0,0.0,0.0,3.0,3.0,0.0,3.0,1.1428571428571428,1.0476190476190477,6.09,6.09,7.0,7.0,28.0,28.0,28.0,28.0,2.0,2.0,7.0,7.0,0.5,0.5,-14.0,-14.0,0
1997,9036659A010,2023-12-18,2023,12,51,18,0,月曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.93,0.2700000000000005,0.8899999999999997,0.1499999999999999,1.3000000000000007,22.0,20.0,（株）ジェイテクト,1.0,19.82608695652174,22.0,20.0,100.0,364.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,2.203389830508476,2.0377196921438205,0.7100000000000007,0.6620319786808802,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0476190476190477,0.9523809523809523,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,2.8322981366459627,2.8322981366459627,12.826086956521738,12.826086956521738,0.6608695652173913,0.6608695652173913,-10.173913043478262,-10.173913043478262,0
1998,9036659A010,2023-12-19,2023,12,51,19,1,火曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,746.0,746.0,20.722222222222214,20.722222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.22000000000000064,1.0799999999999992,0.15999999999999925,1.58,25.0,22.0,（株）ジェイテクト,1.0,23.91666666666667,25.0,21.0,100.0,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,2.6779661016949157,2.476613164297873,0.9900000000000001,0.9420319786808795,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,4.0,2.0,0.0,2.0,1.1904761904761905,1.0476190476190477,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,3.4166666666666674,3.4166666666666674,16.91666666666667,16.91666666666667,0.7972222222222224,0.7972222222222224,-6.083333333333329,-6.083333333333329,0
1999,9036659A010,2023-12-20,2023,12,51,20,2,水曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.3200000000000003,1.125,0.15000000000000036,1.6250000000000002,22.0,20.0,（株）ジェイテクト,1.0,24.08333333333333,22.0,20.0,100.0,362.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,2.754237288135594,2.547149615179775,1.0350000000000001,0.9870319786808797,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0476190476190477,0.9523809523809523,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,3.44047619047619,3.44047619047619,17.08333333333333,17.08333333333333,0.8027777777777776,0.8027777777777776,-5.916666666666671,-5.916666666666671,0
2000,9036659A010,2023-12-21,2023,12,51,21,3,木曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,809.0,809.0,22.472222222222214,22.472222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.6200000000000001,2.18,0.1299999999999999,4.1,20.0,19.0,（株）ジェイテクト,1.0,18.75,20.0,19.0,100.0,327.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,6.9491525423728815,6.4266544136843535,3.51,3.462031978680879,22.472222222222214,22.472222222222214,0.0,23.0,23.0,23.0,23.0,0.0,0.0,-3.0,-3.0,0.0,-3.0,0.8695652173913043,0.8260869565217391,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,2.6785714285714284,2.6785714285714284,11.75,11.75,0.625,0.625,-11.25,-11.25,0
2001,9036659A010,2023-12-22,2023,12,51,22,4,金曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,693.0,693.0,19.25,19.25,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.93,0.31999999999999984,3.49,0.1200000000000001,3.875,22.0,12.0,（株）ジェイテクト,1.0,29.0,22.0,12.0,100.0,230.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,6.567796610169492,6.073972159274846,3.285,3.2370319786808794,22.472222222222214,22.472222222222214,0.0,20.0,23.0,23.0,23.0,0.0,0.0,2.0,-1.0,0.0,-1.0,1.1,0.6,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,4.142857142857143,4.142857142857143,22.0,22.0,0.9666666666666667,0.9666666666666667,-1.0,-1.0,0
2004,9036659A010,2023-12-25,2023,12,52,25,0,月曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.23000000000000045,1.65,0.12499999999999956,1.83,20.0,22.0,（株）ジェイテクト,1.0,36.375,20.0,23.0,100.0,421.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,3.1016949152542375,2.868482335863992,1.2400000000000002,1.1920319786808795,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,-1.0,-3.0,0.0,-3.0,0.9523809523809523,1.0476190476190477,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,5.196428571428571,5.196428571428571,29.375,29.375,1.2125,1.2125,6.375,6.375,0
2005,9036659A010,2023-12-26,2023,12,52,26,1,火曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,809.0,809.0,22.472222222222214,22.472222222222214,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,3.92,0.29000000000000004,1.41,0.1850000000000005,0.8900000000000006,19.0,24.0,（株）ジェイテクト,1.0,30.54166666666667,19.0,23.0,100.0,423.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,1.5084745762711875,1.395054250775385,0.3000000000000006,0.25203197868088,22.472222222222214,22.472222222222214,0.0,23.0,23.0,23.0,23.0,0.0,0.0,-4.0,-4.0,0.0,-4.0,0.8260869565217391,1.0434782608695652,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,4.363095238095239,4.363095238095239,23.54166666666667,23.54166666666667,1.0180555555555557,1.0180555555555557,0.5416666666666714,0.5416666666666714,0
2006,9036659A010,2023-12-27,2023,12,52,27,2,水曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.2999999999999998,0.6600000000000001,,,12.0,5.0,（株）ジェイテクト,1.0,22.5,12.0,23.0,100.0,415.0,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,,,,,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,-9.0,-11.0,0.0,-11.0,0.5714285714285714,0.23809523809523808,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,3.2142857142857144,3.2142857142857144,15.5,15.5,0.75,0.75,-7.5,-7.5,0
2007,9036659A010,2023-12-28,2023,12,52,28,3,木曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.144,PT- 9 ｾﾝﾖｳ,0.59,1.0,36.0,747.0,747.0,20.75,20.75,750.5,20.847222222222214,0.047968021319120584,0.6379680213191206,1.92,0.26000000000000023,0.6100000000000001,10.204999999999998,11.37,22.0,0.0,（株）ジェイテクト,1.0,18.20833333333333,22.0,22.0,100.0,384.5,香川工場,0.0,1.デフ・大物ギヤ・Brg,22.472222222222214,1.0,19.271186440677965,17.822209922827096,10.78,10.73203197868088,22.472222222222214,22.472222222222214,0.0,21.0,23.0,23.0,23.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0476190476190477,0.0,6.670000000000001,6.670000000000001,7.0,7.0,30.0,30.0,30.0,30.0,2.6011904761904754,2.6011904761904754,11.208333333333329,11.208333333333329,0.6069444444444443,0.6069444444444443,-11.791666666666671,-11.791666666666671,0
