="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:02"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  557＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90564-57A159",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="262",="S-SM-1-51",="10307",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A011",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="263",="S-SM-2-41",="10308",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A012",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="264",="S-SM-2-42",="10309",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A013",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="265",="S-SM-2-43",="10310",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A014",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="266",="S-SM-2-44",="10311",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A015",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="267",="S-SM-2-45",="10312",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A016",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="268",="S-SM-2-46",="10313",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A017",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="269",="S-SM-2-47",="10314",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A018",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="270",="S-SM-2-48",="10315",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A019",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="271",="S-SM-2-49",="10316",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A020",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="272",="S-SM-2-50",="10317",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A021",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="273",="S-SM-3-1",="10318",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A022",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="274",="S-SM-3-2",="10319",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A023",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="275",="S-SM-3-3",="10320",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A024",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="276",="S-SM-3-4",="10321",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A025",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="277",="S-SM-3-5",="10322",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A026",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="278",="S-SM-3-6",="10323",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A027",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="279",="S-SM-3-7",="10324",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A028",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="280",="S-SM-3-8",="10325",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A029",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="281",="S-SM-3-9",="10326",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A030",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="282",="S-SM-1-11",="10327",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A031",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="283",="S-SM-1-12",="10328",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A032",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="284",="S-SM-1-13",="10329",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A033",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="285",="S-SM-1-14",="10330",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A034",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="286",="S-SM-1-15",="10331",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.430",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A035",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="287",="S-SM-1-16",="10332",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A036",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="288",="S-SM-1-17",="10333",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A037",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="289",="S-SM-1-18",="10334",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A038",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="290",="S-SM-1-19",="10335",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A039",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="291",="S-SM-3-10",="10336",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A040",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="292",="S-SM-3-11",="10337",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A041",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="293",="S-SM-3-12",="10338",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A042",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="294",="S-SM-3-13",="10339",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A043",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="295",="S-SM-3-14",="10340",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A044",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="296",="S-SM-3-15",="10341",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A045",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="297",="S-SM-3-16",="10342",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
