,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave
706,9050827A011    ,2023,36,3.0,9.0,9.0,0.78,1.2899562894609031,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,1.35,0.21,1.0200000000000002,0.29000000000000004,1.47,（株）東郷製作所,9.0,10.335,1.8846153846153846,1.1395734971875213,1.9160116301905952,0.08,0.8054476980876617,99.89500000000001,480.0,-0.25,-0.5348101265822784,2.0,4.TA・カバー・メイン,9.0,0.8708272859216255,1.0,1.0,1.0,1.0,1.291875
707,9050827A011    ,2023,37,3.0,9.0,8.0,0.78,1.2899562894609031,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,1.36,0.26,2.0,0.29000000000000004,2.56,（株）東郷製作所,7.0,9.685,3.282051282051282,1.984563369251738,2.0446030147671452,0.08,0.8022510061974004,99.44,462.0,0.0,0.7414965986394559,-0.2222222222222222,4.TA・カバー・メイン,7.0,0.7227671657201858,1.2857142857142858,0.8888888888888888,0.875,1.0,1.210625
708,9050827A011    ,2023,38,2.5,7.0,9.0,0.78,1.2899562894609031,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,1.38,0.15499999999999992,2.29,0.39500000000000024,2.795,（株）東郷製作所,8.0,9.365,3.583333333333333,2.1667400847885183,1.7620555435148424,0.08,0.7350929306001833,99.905,450.0,-0.16666666666666663,0.091796875,0.1428571428571428,4.TA・カバー・メイン,8.0,0.8542445274959957,0.875,1.2857142857142858,0.8888888888888888,1.0,1.170625
709,9050827A011    ,2023,39,3.0,9.0,9.0,0.78,1.2899562894609031,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,1.4,0.20000000000000015,0.4299999999999997,0.3899999999999997,1.16,（株）東郷製作所,9.0,9.83,1.487179487179487,0.8992552766921936,2.014443560327549,0.08,0.803278756754781,99.955,464.0,0.19999999999999996,-0.5849731663685152,0.125,4.TA・カバー・メイン,10.0,1.017293997965412,0.9,1.0,1.0,0.9,1.22875
712,9052409A003    ,2023,36,2.0,3.0,4.0,0.78,2.0548907236522584,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,1.3450000000000002,0.2250000000000001,9.36,1.5850000000000004,11.145,（株）東郷製作所,4.0,3.3120000000000003,14.288461538461537,5.423646071160145,3.985905836960507,0.08,0.4380675595262196,99.89500000000001,480.0,-0.33333333333333337,1.987935656836461,3.0,4.TA・カバー・メイン,3.0,0.9057971014492753,1.0,1.3333333333333333,1.0,1.3333333333333333,0.41400000000000003
713,9052409A003    ,2023,37,1.0,3.0,3.0,0.78,2.0548907236522584,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,1.365,0.16000000000000014,1.6900000000000006,2.5549999999999997,5.405,（株）東郷製作所,4.0,3.132,6.92948717948718,2.630310185250838,2.107490442530843,0.08,0.3765640906008742,99.44,462.0,-0.5,-0.5150291610587707,0.0,4.TA・カバー・メイン,3.0,0.9578544061302682,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3915
714,9052409A003    ,2023,38,1.0,3.0,4.0,0.78,2.0548907236522584,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,1.35,0.16999999999999993,3.69,1.7100000000000009,5.6800000000000015,（株）東郷製作所,3.0,2.234,7.282051282051284,2.764137252955553,2.954637451211549,0.08,0.29890116895251584,99.905,450.0,0.0,0.050878815911193476,-0.25,4.TA・カバー・メイン,4.0,1.7905102954341987,0.75,1.3333333333333333,0.75,0.75,0.27925
715,9052409A003    ,2023,39,1.0,3.0,4.0,0.78,2.0548907236522584,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,2.365,0.15500000000000003,3.545,1.5300000000000002,5.55,（株）東郷製作所,4.0,3.1639999999999997,7.115384615384615,2.700873548222414,2.0861757477896967,0.08,0.37880570736606656,99.955,464.0,0.0,-0.02288732394366222,0.33333333333333326,4.TA・カバー・メイン,3.0,0.9481668773704173,1.0,1.3333333333333333,1.0,1.3333333333333333,0.39549999999999996
718,9056439A004    ,2023,36,12.0,2.0,1.0,0.93,5.102185430463576,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999998,0.13000000000000034,38.98,4.82,43.93,（株）ムロコーポレーション,1.0,0.76,47.236559139784944,8.610035953947795,91.2686340127776,0.0,0.13034037932064035,99.89500000000001,480.0,0.09090909090909083,0.021271649424619232,-0.5,,2.0,2.6315789473684212,1.0,0.5,1.0,0.5,0.76
719,9056439A004    ,2023,37,11.0,1.0,1.0,0.93,5.102185430463576,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2500000000000001,14.66,7.0,21.91,（株）ムロコーポレーション,1.0,0.76,23.559139784946236,4.294238282517555,83.6629145117128,0.0,0.13023775628754944,99.44,462.0,-0.08333333333333337,-0.5012519918051446,0.0,,1.0,1.3157894736842106,1.0,1.0,1.0,1.0,0.76
722,9056439A005    ,2023,36,10.0,18.0,19.0,0.93,1.8802262443438915,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,3.2100000000000004,0.2400000000000002,3.61,（株）ムロコーポレーション,17.0,16.68,3.8817204301075265,1.9199817101051666,3.465435743890436,0.0,0.4766572429342943,99.89500000000001,480.0,0.0,0.44399999999999995,1.4285714285714284,,18.0,1.079136690647482,1.0,1.0555555555555556,0.8947368421052632,0.9444444444444444,16.68
723,9056439A005    ,2023,37,13.0,13.0,14.0,0.93,1.8802262443438915,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.18500000000000005,5.82,0.29499999999999993,6.49,（株）ムロコーポレーション,10.0,12.65,6.978494623655914,3.4517122710754937,5.940277365258516,0.0,0.6762810468530426,99.44,462.0,0.30000000000000004,0.7977839335180057,-0.4117647058823529,,7.0,0.5533596837944664,1.8571428571428572,1.0769230769230769,0.7142857142857143,1.4285714285714286,12.65
724,9056439A005    ,2023,38,13.0,10.0,14.0,0.93,1.8802262443438915,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14,5.949999999999998,0.3300000000000001,6.38,（株）ムロコーポレーション,9.0,12.24,6.86021505376344,3.393208673260655,6.139257244323548,0.0,0.6845255073297306,99.905,450.0,0.0,-0.016949152542372947,-0.09999999999999998,,10.0,0.8169934640522876,1.0,1.4,0.6428571428571429,0.9,12.24
725,9056439A005    ,2023,39,11.0,15.0,17.0,0.93,1.8802262443438915,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.1600000000000001,4.475,0.2450000000000001,5.225,（株）ムロコーポレーション,14.0,15.58,5.618279569892472,2.7789208962048466,4.081117781059161,0.0,0.5381573686524034,99.955,464.0,-0.15384615384615385,-0.18103448275862077,0.5555555555555556,,15.0,0.962772785622593,1.0,1.1333333333333333,0.8235294117647058,0.9333333333333333,15.58
727,9056439A006    ,2023,36,6.0,2.0,3.0,0.93,3.611992337164751,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,27.99,1.34,28.85,（株）ムロコーポレーション,5.0,3.53,31.021505376344084,7.987281618278828,9.824952103358497,0.0,0.4434113910443362,99.89500000000001,480.0,0.0,0.3531894934333959,0.6666666666666667,,2.0,0.56657223796034,1.0,1.5,1.6666666666666667,2.5,3.53
728,9056439A006    ,2023,37,4.0,7.0,10.0,0.93,3.611992337164751,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.13,8.14,0.41000000000000014,8.860000000000003,（株）ムロコーポレーション,7.0,4.48,9.52688172043011,2.4529398661334643,5.161023947151113,0.0,0.4054729133379495,99.44,462.0,-0.33333333333333337,-0.6928942807625649,0.3999999999999999,,2.0,0.4464285714285714,3.5,1.4285714285714286,0.7,3.5,4.48
729,9056439A006    ,2023,38,4.0,9.0,7.0,0.93,3.611992337164751,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999998,0.14000000000000012,1.1600000000000001,0.8899999999999998,2.1900000000000004,（株）ムロコーポレーション,2.0,2.12,2.3548387096774195,0.6063135786492422,10.906314756243864,0.0,0.3045921510599012,99.905,450.0,0.0,-0.7528216704288939,-0.7142857142857143,,9.0,4.245283018867925,1.0,0.7777777777777778,0.2857142857142857,0.2222222222222222,2.12
730,9056439A006    ,2023,39,4.0,4.0,6.0,0.93,3.611992337164751,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15500000000000003,5.475,0.8199999999999998,6.495,（株）ムロコーポレーション,6.0,5.5200000000000005,6.983870967741935,1.7981765722953549,4.188657116528441,0.0,0.4006146584020861,99.955,464.0,0.0,1.9657534246575339,2.0,,5.0,0.9057971014492753,0.8,1.5,1.0,1.2,5.5200000000000005
732,9056450A001    ,2023,36,4.0,2.0,2.0,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.8,2.35,136.91,5.530000000000001,144.79,（株）ムロコーポレーション,1.0,0.0,155.68817204301072,155.68817204301072,inf,0.0,0.0,99.89500000000001,480.0,0.33333333333333326,3.6766795865633073,-0.5,,2.0,inf,1.0,1.0,0.5,0.5,0.0
733,9056450A001    ,2023,37,5.0,1.0,1.0,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.78,9.32,18.009999999999994,7.149999999999999,34.48,（株）ムロコーポレーション,1.0,0.0,37.0752688172043,37.0752688172043,inf,0.0,0.0,99.44,462.0,0.25,-0.7618620070446854,0.0,,,,,1.0,1.0,,0.0
734,9056450A001    ,2023,39,5.0,1.0,1.0,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,22.66,10.049999999999997,32.87,（株）ムロコーポレーション,1.0,0.0,35.34408602150537,35.34408602150537,inf,0.0,0.0,99.955,464.0,0.0,-0.04669373549883993,0.0,,1.0,inf,1.0,1.0,1.0,1.0,0.0
737,9056450A002    ,2023,36,6.0,13.0,16.0,0.93,4.374505194095134,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16999999999999993,1.9800000000000004,0.27,2.89,（株）ムロコーポレーション,15.0,4.59,3.10752688172043,0.6606461466547182,7.55600891609052,0.0,0.48482854650113477,99.89500000000001,480.0,-0.1428571428571429,0.17004048582995956,2.75,,13.0,2.8322440087145972,1.0,1.2307692307692308,0.9375,1.1538461538461537,4.59
738,9056450A002    ,2023,37,7.0,14.0,14.0,0.93,4.374505194095134,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15500000000000003,3.085,0.3400000000000003,4.615,（株）ムロコーポレーション,6.0,3.38,4.962365591397849,1.0549764591043336,11.97113246913158,0.0,0.45102707814656173,99.44,462.0,0.16666666666666674,0.5968858131487889,-0.6,,7.0,2.0710059171597632,2.0,1.0,0.42857142857142855,0.8571428571428571,3.38
739,9056450A002    ,2023,38,7.0,11.0,14.0,0.93,4.374505194095134,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,2.95,0.3199999999999994,3.370000000000001,（株）ムロコーポレーション,11.0,4.16,3.6236559139784954,0.7703728422928723,9.726545131169408,0.0,0.4966460382265077,99.905,450.0,0.0,-0.26977248104008644,0.8333333333333333,,11.0,2.644230769230769,1.0,1.2727272727272727,0.7857142857142857,1.0,4.16
740,9056450A002    ,2023,39,6.0,14.0,13.0,0.93,4.374505194095134,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.16000000000000014,2.6700000000000004,0.3999999999999999,3.18,（株）ムロコーポレーション,13.0,4.37,3.4193548387096775,0.7269393586027695,7.9364029576328345,0.0,0.47904562776221143,99.955,464.0,-0.1428571428571429,-0.056379821958457255,0.18181818181818188,,14.0,3.203661327231121,1.0,0.9285714285714286,1.0,0.9285714285714286,4.37
743,9056450A003    ,2023,36,10.5,2.0,1.0,0.93,2.1490402476780184,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.29000000000000004,31.56,5.020000000000003,36.87000000000001,（株）ムロコーポレーション,1.0,2.62,39.64516129032259,17.15649580776213,23.165512068128667,0.0,0.40514711132415765,99.89500000000001,480.0,-0.125,-0.1781096745430225,0.0,,2.0,0.7633587786259541,1.0,0.5,1.0,0.5,2.62
744,9056450A003    ,2023,37,7.0,1.0,2.0,0.93,2.1490402476780184,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.755,0.29500000000000004,37.790000000000006,3.859999999999996,41.945,（株）ムロコーポレーション,2.0,5.16,45.10215053763441,19.518015097818886,7.841555764663709,0.0,0.5279211554473624,99.44,462.0,-0.33333333333333337,0.13764578247897985,1.0,,1.0,0.19379844961240308,1.0,2.0,1.0,2.0,5.16
745,9056450A003    ,2023,38,9.0,3.0,4.0,0.93,2.1490402476780184,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,40.260000000000005,1.695000000000002,42.965,（株）ムロコーポレーション,4.0,9.379999999999999,46.1989247311828,19.992645575820443,5.546174987983287,0.0,0.5845987464919987,99.905,450.0,0.2857142857142858,0.0243175587078317,1.0,,3.0,0.31982942430703626,1.0,1.3333333333333333,1.0,1.3333333333333333,9.379999999999999
746,9056450A003    ,2023,39,11.0,4.0,5.0,0.93,2.1490402476780184,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2999999999999998,49.76,0.8999999999999986,51.52,（株）ムロコーポレーション,5.0,7.49,55.39784946236559,23.973492379058982,8.489160885033609,0.0,0.672632267314952,99.955,464.0,0.22222222222222232,0.1991155591760736,0.25,,4.0,0.5340453938584779,1.0,1.25,1.0,1.25,7.49
748,9056451A082    ,2023,36,2.5,2.0,2.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.125,89.1,3.9699999999999993,93.195,（株）ムロコーポレーション,2.0,1.04,100.20967741935483,13.359250026826025,13.895064473099154,0.0,0.16681051879688275,99.89500000000001,480.0,0.25,-0.020752337921614017,1.0,,2.0,1.923076923076923,1.0,1.0,1.0,1.0,1.04
749,9056451A082    ,2023,37,5.0,1.0,1.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.5800000000000001,78.39,4.36999999999999,83.33999999999997,（株）ムロコーポレーション,1.0,0.47,89.61290322580642,11.946562554167935,61.49305128520478,0.0,0.08066265821104686,99.44,462.0,1.0,-0.10574601641718995,-0.5,,,,,1.0,1.0,,0.47
750,9056451A082    ,2023,38,5.0,1.0,1.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.75,0.4700000000000001,66.86,9.200000000000003,76.53,（株）ムロコーポレーション,1.0,0.48,82.29032258064515,10.970367557841042,60.21194605009634,0.0,0.08235068915626435,99.905,450.0,0.0,-0.08171346292296588,0.0,,1.0,2.0833333333333335,1.0,1.0,1.0,1.0,0.48
753,9056451A083    ,2023,36,7.0,3.0,4.0,0.93,4.48530474040632,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.765,0.16499999999999987,71.935,1.0050000000000026,74.445,（株）ムロコーポレーション,4.0,2.68,80.04838709677418,16.597534461673185,15.09792080062117,0.0,0.39080119200601005,99.89500000000001,480.0,0.75,0.08071423386804089,1.0,,4.0,1.4925373134328357,0.75,1.3333333333333333,1.0,1.0,2.68
754,9056451A083    ,2023,37,11.0,3.0,3.0,0.93,4.48530474040632,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.755,0.20999999999999996,66.48500000000001,2.6699999999999946,69.365,（株）ムロコーポレーション,2.0,1.69,74.58602150537634,15.464946980105585,37.623559188699254,0.0,0.2792015704965281,99.44,462.0,0.5714285714285714,-0.06823829672912884,-0.5,,1.0,0.591715976331361,3.0,1.0,0.6666666666666666,2.0,1.69
755,9056451A083    ,2023,38,12.0,1.0,1.0,0.93,4.48530474040632,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2600000000000001,20.59,4.66,25.51,（株）ムロコーポレーション,1.0,0.81,27.43010752688172,5.687461939919174,85.63476771569256,0.0,0.13875195529773016,99.905,450.0,0.09090909090909083,-0.6322352771570676,-0.5,,1.0,1.2345679012345678,1.0,1.0,1.0,1.0,0.81
756,9056451A083    ,2023,39,11.0,0.0,1.0,0.93,4.48530474040632,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.12,5.369999999999999,9.38,14.87,（株）ムロコーポレーション,1.0,0.91,15.989247311827956,3.315270836793341,69.87232420758431,0.0,0.15530619672518628,99.955,464.0,-0.08333333333333337,-0.4170913367306939,0.0,,,,,inf,1.0,,0.91
758,9056451A084    ,2023,36,8.0,5.0,5.0,0.93,4.318918773534159,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.21000000000000008,37.19,1.0,40.29,（株）ムロコーポレーション,5.0,4.67,43.32258064516129,9.328723718281648,9.902093054919481,0.0,0.5403363425109017,99.89500000000001,480.0,0.6000000000000001,24.181250000000006,0.6666666666666667,,5.0,1.0706638115631693,1.0,1.0,1.0,1.0,4.67
759,9056451A084    ,2023,37,10.0,5.0,5.0,0.93,4.318918773534159,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.20499999999999996,30.88,0.9350000000000023,33.02,（株）ムロコーポレーション,4.0,2.61,35.505376344086024,7.6454320471000266,22.146922685092907,0.0,0.4018093848661079,99.44,462.0,0.25,-0.18044179697195328,-0.19999999999999996,,3.0,1.149425287356322,1.6666666666666667,1.0,0.8,1.3333333333333333,2.61
760,9056451A084    ,2023,38,12.0,3.0,4.0,0.93,4.318918773534159,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,12.24,1.4800000000000004,13.59,（株）ムロコーポレーション,3.0,2.55,14.61290322580645,3.1466208818924697,27.20163209792588,0.0,0.40161809120396114,99.905,450.0,0.19999999999999996,-0.5884312537855845,-0.25,,3.0,1.1764705882352942,1.0,1.3333333333333333,0.75,1.0,2.55
761,9056451A084    ,2023,39,12.0,0.0,1.0,0.93,4.318918773534159,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,0.4199999999999999,7.039999999999999,7.6099999999999985,（株）ムロコーポレーション,1.0,0.95,8.182795698924728,1.7620150780869528,73.01490721022209,0.0,0.1621349778006226,99.955,464.0,0.0,-0.4400294334069169,-0.6666666666666667,,,,,inf,1.0,,0.95
764,9056451A085    ,2023,36,9.0,4.0,4.0,0.93,4.999767441860465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,34.809999999999995,1.1799999999999995,36.95,（株）ムロコーポレーション,5.0,3.1000000000000005,39.73118279569893,7.390343736917997,16.781652060413943,0.0,0.44917683717137247,99.89500000000001,480.0,0.2857142857142858,3.595771144278607,4.0,,4.0,1.290322580645161,1.0,1.0,1.25,1.25,3.1000000000000005
765,9056451A085    ,2023,37,10.0,4.0,5.0,0.93,4.999767441860465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,16.31,0.870000000000001,19.48,（株）ムロコーポレーション,5.0,2.95,20.946236559139784,3.8961812177310575,19.594396002743213,0.0,0.44068596113745206,99.44,462.0,0.11111111111111116,-0.47280108254397835,0.0,,2.0,0.6779661016949152,2.0,1.25,1.0,2.5,2.95
766,9056451A085    ,2023,38,10.0,5.0,5.0,0.93,4.999767441860465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.765,0.26499999999999985,15.329999999999998,0.8300000000000001,16.424999999999997,（株）ムロコーポレーション,2.0,1.3900000000000001,17.66129032258064,3.2851527978045487,41.58522892668524,0.0,0.2323164821651503,99.905,450.0,0.0,-0.15682751540041084,-0.6,,6.0,4.316546762589928,0.8333333333333334,1.0,0.4,0.3333333333333333,1.3900000000000001
767,9056451A085    ,2023,39,11.0,4.0,5.0,0.93,4.999767441860465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,15.24,1.9499999999999995,18.61,（株）ムロコーポレーション,3.0,2.24,20.01075268817204,3.722173124331364,28.385631709331125,0.0,0.35786751900800134,99.955,464.0,0.10000000000000009,0.13302891933028937,0.5,,3.0,1.3392857142857142,1.3333333333333333,1.25,0.6,1.0,2.24
770,9056451A086    ,2023,36,10.0,2.0,1.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2700000000000001,30.83,4.430000000000003,35.53,（株）ムロコーポレーション,1.0,0.53,38.204301075268816,5.093128960278221,109.06314756243864,0.0,0.09122452244981051,99.89500000000001,480.0,0.0,2.887308533916849,0.0,,2.0,3.773584905660377,1.0,0.5,1.0,0.5,0.53
771,9056451A086    ,2023,37,8.0,2.0,4.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.31999999999999995,25.044999999999998,1.540000000000001,27.895,（株）ムロコーポレーション,4.0,1.41,29.994623655913976,3.998672455585729,32.79629401877588,0.0,0.23339405650417075,99.44,462.0,-0.19999999999999996,-0.2148888263439347,3.0,,1.0,0.7092198581560284,2.0,2.0,1.0,4.0,1.41
772,9056451A086    ,2023,38,9.0,3.0,5.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15500000000000003,41.25,1.3999999999999986,43.93,（株）ムロコーポレーション,4.0,1.89,47.236559139784944,6.297246136364262,27.525461051472615,0.0,0.3049817647777234,99.905,450.0,0.125,0.5748341996773616,0.0,,3.0,1.5873015873015874,1.0,1.6666666666666667,0.8,1.3333333333333333,1.89
773,9056451A086    ,2023,39,10.0,5.0,5.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,20.39,1.09,21.16,（株）ムロコーポレーション,5.0,2.4800000000000004,22.75268817204301,3.0332285054738852,23.307850083908257,0.0,0.38592381353001837,99.955,464.0,0.11111111111111116,-0.5183246073298429,0.25,,5.0,2.016129032258064,1.0,1.0,1.0,1.0,2.4800000000000004
775,9056451A087    ,2023,36,5.0,1.0,1.0,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,33.410000000000004,6.769999999999996,40.33,（株）ムロコーポレーション,1.0,0.16,43.36559139784946,1.9327436956693178,180.63583815028903,0.0,0.027654280192015972,99.89500000000001,480.0,-0.16666666666666663,0.957766990291262,0.0,,1.0,6.25,1.0,1.0,1.0,1.0,0.16
776,9056451A087    ,2023,37,6.0,0.0,1.0,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2799999999999999,35.029999999999994,8.930000000000009,44.24,（株）ムロコーポレーション,1.0,0.14,47.56989247311828,2.1201235084654257,247.72914946325346,0.0,0.02420563661728767,99.44,462.0,0.19999999999999996,0.09695016117034472,0.0,,,,,inf,1.0,,0.14
777,9056451A087    ,2023,38,6.0,2.0,1.0,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999999,0.2,35.35,3.900000000000002,39.45,（株）ムロコーポレーション,2.0,0.15,42.41935483870968,1.890571256983749,231.21387283236993,0.0,0.025932335217404096,99.905,450.0,0.0,-0.10827305605786619,1.0,,2.0,13.333333333333334,1.0,0.5,2.0,1.0,0.15
778,9056451A087    ,2023,39,4.0,5.0,5.0,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,17.36,0.9000000000000004,18.18,（株）ムロコーポレーション,5.0,0.76,19.548387096774192,0.8712442446632332,30.4228780042592,0.0,0.12811939495917807,99.955,464.0,-0.33333333333333337,-0.5391634980988593,1.5,,5.0,6.578947368421052,1.0,1.0,1.0,1.0,0.76
779,9056451A088    ,2023,37,2.0,0.0,1.0,0.93,58.72816513761467,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7600000000000002,0.29000000000000004,13.03,25.18,38.5,（株）ムロコーポレーション,1.0,0.05,41.39784946236559,0.6555627935894974,231.2138728323699,0.0,0.008648036355245088,99.44,462.0,0.0,0.0,0.0,,,,,inf,1.0,,0.05
780,9056451A088    ,2023,39,1.0,2.0,3.0,0.93,58.72816513761467,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.78,0.2999999999999998,46.11,2.039999999999999,47.09,（株）ムロコーポレーション,3.0,0.16,50.634408602150536,0.8018299207825828,36.127167630057805,0.0,0.027551877158761243,99.955,464.0,-0.5,0.22311688311688327,2.0,,2.0,12.5,1.0,1.5,1.0,1.5,0.16
781,9056451A089    ,2023,36,4.0,1.0,1.0,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,14.03,24.32,38.5,（株）ムロコーポレーション,1.0,0.0,41.39784946236559,41.39784946236559,inf,0.0,0.0,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,inf,1.0,1.0,1.0,1.0,0.0
782,9056455A040    ,2023,36,8.5,1.0,0.0,0.93,6.53,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.81,0.33,165.95,7.060000000000002,173.34,（株）ムロコーポレーション,1.0,0.56,186.38709677419354,26.545176110260336,87.73740710156893,0.0,0.09623505035448643,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,1.7857142857142856,1.0,0.0,inf,1.0,0.56
783,9056455A040    ,2023,37,7.0,0.0,2.0,0.93,6.53,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.81,0.25,212.21,0.060000000000002274,212.52,（株）ムロコーポレーション,1.0,0.56,228.51612903225805,32.545176110260336,72.2543352601156,0.0,0.09609796246926215,99.44,462.0,-0.17647058823529416,0.22602976808584296,0.0,,,,,inf,0.5,,0.56
786,9056455A041    ,2023,36,9.5,2.0,1.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7600000000000001,0.13999999999999996,55.839999999999996,3.565000000000004,59.545,（株）ムロコーポレーション,2.0,0.52,64.02688172043011,8.535613958338493,105.60248999555357,0.0,0.0894972693478536,99.89500000000001,480.0,0.1875,1.8572456813819578,1.0,,2.0,3.846153846153846,1.0,0.5,2.0,1.0,0.52
