,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
284,90564-57A146,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.850
285,90564-57A147,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.850
286,90564-57A148,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,   6.970
287,90564-57A149,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,   6.970
288,90564-57A150,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,   6.970
289,90564-57A151,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP332ﾌﾀﾅｼ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 6.88,   3.520
290,90564-57A152,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.50,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,  11.330
291,90564-57A153,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.53,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.430
292,90564-57A154,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   5.700
293,90564-57A155,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   4.710
294,90564-57A156,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   4.710
295,90564-57A157,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.67,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.14,   0.750
296,90564-57A158,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   4.710
297,90564-57A159,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.50,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   3.300
298,90564-63A011,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   4.710
299,90564-63A012,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,100,  0.74,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,   9.978
300,90564-63A013,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,100,  0.74,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,   9.978
301,90564-63A014,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,100,  0.74,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,  12.850
302,90564-63A015,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,100,  0.48,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,  11.860
303,90564-63A016,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,100,  0.48,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,  11.860
304,90564-63A017,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.71,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 0.73,   6.900
305,90564-63A018,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.71,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 0.73,  10.470
306,90564-63A019,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   9.300
307,90564-63A020,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,100,  0.76,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,   9.301
308,90564-63A021,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.57,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   3.180
309,90564-63A022,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 6.20,   2.036
310,90564-63A023,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   5.700
311,90564-63A024,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックスＣ３フタナシ,100,  0.71,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.88,   8.717
312,90564-63A025,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 138.900
313,90564-63A026,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,60,20,51,18,63,22,67,21,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,,52,50,62,66,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,1,24,19.68, 165.780
314,90564-63A027,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP131ﾌﾀﾅｼ,100,  0.81,3,1,1,0.73,,,,,535,20,501,18,630,22,665,21,0,0,28,27,26,27,27,0,0,28,28,28,28,28,0,0,26,27,26,27,24,0,0,25,27,26,27,25,0,0,,526,500,629,664,0,0,27,26,25,26,26,0,0,27,27,27,27,27,0,0,25,26,25,26,23,0,0,24,26,25,26,24,0,0,1,02, 2.34,   2.450
315,90564-63A028,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,"1,846",20,"1,742",18,"2,190",22,"2,315",21,0,0,95,94,88,94,94,0,0,98,98,96,98,97,0,0,88,94,89,94,84,0,0,87,92,88,91,87,0,0,,"1,833","1,741","2,189","2,314",0,0,94,93,87,93,93,0,0,97,97,95,97,96,0,0,87,93,88,93,83,0,0,86,91,87,90,86,0,0,1,24,19.68, 165.780
316,90564-63A029,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２４Ｂフタナシ,100,  0.54,3,1,1,0.73,,,,,"1,635",20,"1,542",18,"1,938",22,"2,049",21,0,0,84,83,78,83,83,0,0,87,87,85,87,86,0,0,78,83,79,83,74,0,0,77,82,78,81,77,0,0,,"1,623","1,541","1,937","2,048",0,0,83,82,77,82,82,0,0,86,86,84,86,85,0,0,77,82,78,82,73,0,0,76,81,77,80,76,0,0,1,02, 3.52,   5.258
317,90564-63A030,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,"3,308",20,"3,133",18,"3,939",22,"4,163",21,0,0,170,168,158,168,168,0,0,175,175,172,175,174,0,0,159,168,160,168,150,0,0,156,166,158,164,156,0,0,,"3,298","3,132","3,938","4,162",0,0,169,167,157,167,167,0,0,174,174,171,174,173,0,0,158,167,159,167,149,0,0,155,165,157,163,155,0,0,1,01, 2.28,   2.288
318,90564-63A031,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.62,3,1,1,0.73,,,,,"2,053",20,"1,942",18,"2,442",22,"2,581",21,0,0,105,104,98,104,104,0,0,109,109,107,109,108,0,0,98,104,100,104,93,0,0,97,103,98,102,97,0,0,,"2,044","1,941","2,441","2,580",0,0,104,103,97,103,103,0,0,108,108,106,108,107,0,0,97,103,99,103,92,0,0,96,102,97,101,96,0,0,1,24,19.68, 137.704
319,90564-63A032,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,801,20,751,18,944,22,998,21,0,0,41,41,38,41,41,0,0,42,42,42,42,42,0,0,38,41,39,41,36,0,0,38,40,38,40,38,0,0,,790,750,943,997,0,0,40,40,37,40,40,0,0,41,41,41,41,41,0,0,37,40,38,40,35,0,0,37,39,37,39,37,0,0,1,01, 2.28,   2.288
320,90564-63A033,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,272,20,251,18,315,22,333,21,0,0,14,14,13,14,14,0,0,14,14,14,14,14,0,0,13,14,13,14,12,0,0,13,14,13,14,13,0,0,,263,250,314,332,0,0,13,13,12,13,13,0,0,13,13,13,13,13,0,0,12,13,12,13,11,0,0,12,13,12,13,12,0,0,1,01, 2.28,   2.288
321,90564-63A034,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,100,  0.85,3,1,1,0.73,,,,,117,20,101,18,126,22,133,21,0,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0,6,6,6,6,5,0,0,5,6,6,6,5,0,0,,105,100,125,132,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,5,5,5,5,4,0,0,4,5,5,5,4,0,0,1,01, 3.05,   4.110
322,90564-63A035,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   2.288
323,90564-63A036,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   2.288
324,90564-63A037,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.90,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.92,   3.860
325,90564-63A038,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,100,  0.85,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 3.05,   4.110
326,90564-63A039,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２,100,  0.36,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 3.25,   4.620
327,90564-63A040,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
328,90564-63A041,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
329,90564-63A042,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
