,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
30,35174-ECE020,,,"PLATE, OIL RESERVOIR LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,90,  0.78,3,1,4,6.88,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,06, 4.92,   9.600
31,35312-ECB010,,,"COVER, TRANSMISSION, OIL PUMP",使用中,かんばん,1Y,第１工場,手配,Ｐ,38,（株）旭工業所,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,63,  0.78,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,06, 4.92,   9.600
32,01912-ECB040,, A,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,155,愛産樹脂工業（株）,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,50,  0.62,3,1,1,2.12,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,24,19.68, 137.704
33,01912-8GA010,, C,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,50,  0.63,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,24,19.68, 165.780
34,01912-ECB010,, A,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,300,  0.62,3,1,2,3.64,,,,,"36,068",20,"35,098",18,"44,438",22,"45,472",21,0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,,"36,068","35,098","44,438","45,472",0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,1,24,19.68, 164.536
35,82821-CWA030,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,200,  0.58,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
36,82821-ECB010,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,400,  0.62,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,01, 1.74,   3.880
37,82821-ECB020,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,200,  0.66,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
38,82821-ECB040,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,100,  0.58,3,1,2,3.64,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 1.82,   7.806
39,82821-ECB050,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
40,82821-ECE010,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,50,  0.66,3,1,2,3.64,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 1.82,   7.806
41,82821-XAE010,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,100,  0.58,3,1,2,3.64,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
42,82821-XAE020,, C,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,208,石黒ゴム工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,400,  0.70,3,1,2,3.64,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
43,2030 045 013L,, D,GASKET,使用中,かんばん,1Y,第１工場,手配,Ｐ,226,伊藤金属工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,"2,000",  0.70,3,1,1,1.96,,,,,"46,607",20,"45,106",18,"57,021",22,"58,771",21,0,0,"2,331","2,325","2,178","2,325","2,325",0,0,"2,349","2,349","2,337","2,349","2,343",0,0,"2,295","2,449","2,301","2,449","2,154",0,0,"2,288","2,442","2,294","2,436","2,288",0,0,,"46,607","45,106","57,021","58,771",0,0,"2,331","2,325","2,178","2,325","2,325",0,0,"2,349","2,349","2,337","2,349","2,343",0,0,"2,295","2,449","2,301","2,449","2,154",0,0,"2,288","2,442","2,294","2,436","2,288",0,0,1,04, 4.00,  14.510
44,36108-ECB010,,,"SHAFT SUB-ASSY, OIL PUMP DRIVE",使用中,かんばん,1Y,第１工場,手配,Ｐ,810,（株）オーハシテクニカ,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,150,  0.70,3,1,1,1.97,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
45,35501-ECB010,, A,"ROD SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,816,大橋鉄工（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,1.38,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
46,90363-45A004,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,831,岡谷鋼機（株）,1,刈谷支店,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,90,  0.82,3,1,1,2.29,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 3.92,   0.019
47,35557-ECB010,,,"PAWL, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,834,小川工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,46,  0.34,3,1,2,4.94,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,   9.510
48,41310-ECB010,, A,"GEAR ASSY, DIFFERENTIAL",使用中,かんばん,1Y,第１工場,手配,Ｐ,930,（株）オンド,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,2,  0.82,3,1,4,4,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
49,41310-ECE010,,,"GEAR ASSY, DIFFERENTIAL",使用中,かんばん,1Y,第１工場,手配,Ｐ,930,（株）オンド,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,2,  0.60,3,1,4,4,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 1.90,   7.144
50,1040 043 104R,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,1,本社工場（ＡＷ発行拠点）,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,"1,000",  0.82,3,1,2,3.8,,,,,"36,068",20,"35,098",18,"44,438",22,"45,472",21,0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,,"36,068","35,098","44,438","45,472",0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,1,02, 3.92,   0.019
51,35556-ECB010,,,"SHAFT, PARKING LOCK PAWL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,1,本社工場（ＡＷ発行拠点）,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,2,3.8,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
52,90250-06A007,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,1,本社工場（ＡＷ発行拠点）,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,200,  0.81,3,1,2,3.8,,,,,"14,990",20,"15,082",18,"19,272",22,"18,874",21,0,0,708,720,672,720,720,0,0,672,672,696,672,684,0,0,780,844,768,844,720,0,0,794,858,782,870,794,0,0,,"14,990","15,082","19,272","18,874",0,0,708,720,672,720,720,0,0,672,672,696,672,684,0,0,780,844,768,844,720,0,0,794,858,782,870,794,0,0,1,02, 3.92,   0.019
53,33490-ECB010,, A,"COOLER ASSY, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1042,マレリ（株）,4,澁澤倉庫,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,4,  0.81,3,1,2,3.92,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
54,33490-ECE010,, A,"COOLER ASSY, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1042,マレリ（株）,4,澁澤倉庫,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,4,  0.82,3,1,2,3.92,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
55,90366-28A005,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,60,  0.60,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,   5.668
56,90366-28A006,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,80,  0.81,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
57,90366-28A007,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,72,  0.81,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
58,90366-28A008,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
59,90366-30A017,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,72,  0.81,3,1,1,1.9,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 3.92,   0.019
60,90366-30A018,, A,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,38,  0.81,3,1,1,1.9,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 3.92,   0.019
61,90366-52A003,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,60,  0.82,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
62,90366-52A004,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,63,  0.82,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
63,90366-58A001,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,45,  0.60,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,   9.880
64,90366-58A002,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,36,  0.70,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  16.990
65,90366-59A009,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,36,  0.70,3,1,1,1.9,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,04, 4.00,  16.990
66,90366-59A010,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,36,  0.70,3,1,1,1.9,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,04, 4.00,  16.990
67,35352-ECB010,,,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",使用中,かんばん,1Y,第１工場,手配,Ｐ,1821,五興商事（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,504,  0.70,3,1,1,1.97,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  16.990
68,G9201-ECB030,,,"COVER SUB-ASSY, INVERTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,2017,佐藤工業（株）,3,藤塗装,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,8,  0.70,3,1,2,1.82,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  16.990
69,G9201-ECE010,,,"COVER SUB-ASSY, INVERTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,2017,佐藤工業（株）,3,藤塗装,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,8,  0.70,3,1,2,1.82,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,04, 4.00,  16.990
