,ROWID,かんばんシリアル,伝票番号,品番,品名,収容数,仕入先名,仕入先工場名,納入日,納入便,ステータス,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,整備室コード,前工程コード,前工程工場コード,拠点所番地,結合キー,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,日量数,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態,設計値_検収入庫LT,設計値_入庫出庫LT,設計値_出庫回収LT,設計値_出庫回収LT（基準在庫枚数込み）,差分_検収入庫LT,差分_入庫出庫LT,差分_出庫回収LT,差分_出庫回収LT（基準在庫枚数込み）
1545,44066,1Z23F00020891,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 23:09,2023/6/15 16:24,2023/6/16 0:23,0.11,5.12,5.53,7.25,7.58,2023/6/19 13:22,1Y,3102,1,30468,1Z23F00020891XBTA360G117362010     30468,5.01,0.41,1.72,0.33,2.46,947,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,2.46,異常4,0.43,0.41,0.11,0.166000754,-0.02,1.31,0.22,0.163999246
1546,44067,1Z23F00020892,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 23:10,2023/6/16 0:17,2023/6/16 3:35,0.11,5.12,5.53,7.58,7.71,2023/6/19 13:22,1Y,3102,1,30468,1Z23F00020892XBTA360G117362010     30468,5.01,0.41,2.05,0.13,2.59,947,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,2.59,異常4,0.43,0.41,0.11,0.166000754,-0.02,1.64,0.02,-0.036000754
1547,44068,1Z23F00020895,XBTB490,9030106A018    ,ﾘﾝｸﾞO                         ,2000,ＮＯＫ（株）,,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:00,2023/6/12 10:15,2023/6/12 14:44,2023/6/15 5:43,2023/6/16 1:46,0.14,3.94,4.12,6.75,7.58,2023/6/19 13:22,1Y,4241,1,10416,1Z23F00020895XBTB4909030106A018    10416,3.8,0.18,2.63,0.83,3.64,"5,024",5119.136364,1.172072704,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.6,0.8,3,手配,1.972072704,3.64,異常3,0.43,0.26,0.11,1.282072704,-0.25,2.37,0.72,-0.452072704
1549,44070,1Z23F00020918,XBTA390,35441TFA010    ,ｽﾄﾚｰﾅｰｵｲﾙ                     ,100,（株）ニフコ,名古屋事業所,2023/6/12 0:00,1,回収済,2023/6/8 9:55,2023/6/8 12:02,2023/6/12 15:34,2023/6/13 1:42,2023/6/15 23:10,2023/6/16 3:35,0.09,4.24,4.66,7.55,7.74,2023/6/19 13:22,1Y,9407,1,20140,1Z23F00020918XBTA39035441TFA010    20140,4.15,0.42,2.89,0.19,3.5,412,420.6818182,0.713128039,1,1,2.14,1Y,TP331ﾌﾀﾅｼ,0.012,0.69,0.86,3,手配,1.573128039,3.5,異常4,0.43,0.32,0.11,0.823128039,-0.01,2.57,0.08,-0.633128039
1550,44071,1Z23F00020948,XBSY840,351710LC010    ,ｶﾊﾞｰﾛｰﾀ                       ,8,新日工業（株）,本社工場,2023/6/14 0:00,1,回収済,2023/6/8 6:13,2023/6/8 9:36,2023/6/14 15:26,2023/6/15 6:06,2023/6/16 0:21,2023/6/16 6:42,0.14,6.38,7,7.76,8.02,2023/6/19 13:22,1Z,2252,1,30072,1Z23F00020948XBSY840351710LC010    30072,6.24,0.62,0.76,0.26,1.64,,,,,,,,,,,,,,,,,,,,,,,,
1551,44072,1Z23F00020953,XBTA090,358830LC030    ,ﾃﾞｽｸK-0ｸﾗｯﾁ                   ,200,（株）ダイナックス,豊田営業所,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 9:35,2023/6/12 15:12,2023/6/12 19:47,2023/6/15 18:38,2023/6/16 4:17,0.12,4.35,4.54,7.5,7.9,2023/6/19 13:22,1Z,3010,1,30046,1Z23F00020953XBTA090358830LC030    30046,4.23,0.19,2.96,0.4,3.55,,,,,,,,,,,,,,,,,,,,,,,,
1555,44076,1Z23F00021030,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 22:51,2023/6/16 5:17,2023/6/16 7:37,0.11,5.12,5.52,7.78,7.88,2023/6/19 13:22,1Y,3102,1,30468,1Z23F00021030XBTA360G117362010     30468,5.01,0.4,2.26,0.1,2.76,947,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,2.76,異常4,0.43,0.41,0.11,0.166000754,-0.03,1.85,-0.01,-0.066000754
1560,44081,1Z23F00021181,XBTB440,82821ECB050    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:47,2023/6/15 15:25,2023/6/16 3:35,0.11,3.96,4.6,7.21,7.71,2023/6/19 13:22,1Y,208,1,30466,1Z23F00021181XBTB44082821ECB050    30466,3.85,0.64,2.61,0.5,3.75,946,964.0909091,0.311173975,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,1.07,3,手配,1.381173975,3.75,異常4,0.43,0.53,0.11,0.421173975,0.21,2.08,0.39,0.078826025
1561,44082,1Z23F00021306,XBTB490,9030111A014    ,ﾘﾝｸﾞO                         ,1000,ＮＯＫ（株）,,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:00,2023/6/12 10:15,2023/6/12 14:43,2023/6/15 12:08,2023/6/16 0:23,0.14,3.94,4.12,7.02,7.53,2023/6/19 13:22,1Y,4241,1,10417,1Z23F00021306XBTB4909030111A014    10417,3.8,0.18,2.9,0.51,3.59,"4,735",4821.363636,0.622230602,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.6,0.8,3,手配,1.422230602,3.59,異常4,0.43,0.26,0.11,0.732230602,-0.25,2.64,0.4,-0.222230602
1563,44084,1Z23F00021410,XBTB440,82821ECE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,50,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:47,2023/6/15 23:02,2023/6/16 1:46,0.11,3.96,4.6,7.52,7.64,2023/6/19 13:22,1Y,208,1,30467,1Z23F00021410XBTB44082821ECE010    30467,3.85,0.64,2.92,0.12,3.68,535,543.5454545,0.275965881,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,1.07,3,手配,1.345965881,3.68,異常4,0.43,0.53,0.11,0.385965881,0.21,2.39,0.01,-0.265965881
1565,44086,1Z23F00021555,XBSY840,351710LC010    ,ｶﾊﾞｰﾛｰﾀ                       ,8,新日工業（株）,本社工場,2023/6/14 0:00,1,回収済,2023/6/8 6:13,2023/6/8 9:36,2023/6/14 15:26,2023/6/15 6:11,2023/6/15 16:02,2023/6/16 0:23,0.14,6.38,7,7.41,7.76,2023/6/19 13:22,1Z,2252,1,30072,1Z23F00021555XBSY840351710LC010    30072,6.24,0.62,0.41,0.35,1.38,,,,,,,,,,,,,,,,,,,,,,,,
1566,44087,1Z23F00021559,XBTB740,G114434010     ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,,2023/6/13 0:00,1,回収済,2023/6/9 4:23,2023/6/12 6:20,2023/6/13 12:23,2023/6/14 0:44,2023/6/15 22:27,2023/6/16 3:35,3.08,4.33,4.85,6.75,6.97,2023/6/19 13:22,1Z,2508,1,20019,1Z23F00021559XBTB740G114434010     20019,1.25,0.52,1.9,0.22,2.64,,,,,,,,,,,,,,,,,,,,,,,,
1567,44088,1Z23F00021652,XBTB670,G1174ECE010    ,"ﾜｲﾔ-,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",50,住友電装（株）,,2023/6/13 0:00,1,回収済,2023/6/9 4:23,2023/6/12 6:32,2023/6/13 12:24,2023/6/13 18:56,2023/6/16 1:51,2023/6/16 6:42,3.09,4.33,4.61,6.89,7.1,2023/6/19 13:22,1Y,2506,1,50454,1Z23F00021652XBTB670G1174ECE010    50454,1.24,0.28,2.28,0.21,2.77,535,543.5909091,0.275942805,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,5.9,0.87,3,手配,1.145942805,2.77,異常4,0.43,0.33,0.11,0.385942805,-0.15,1.95,0.1,-0.175942805
1572,44093,1Z23F00021712,XBTB800,G11170LC010    ,"ﾘﾝｸﾞ,ﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰﾛｰﾀｰｴﾝﾄﾞ    ",60,アイコー（株）,,2023/6/12 0:00,2,回収済,2023/6/8 11:44,2023/6/8 15:01,2023/6/12 14:56,2023/6/12 23:51,2023/6/15 16:36,2023/6/16 3:35,0.14,4.13,4.5,7.2,7.66,2023/6/19 13:22,1Z,2411,1,10034,1Z23F00021712XBTB800G11170LC010    10034,3.99,0.37,2.7,0.46,3.53,,,,,,,,,,,,,,,,,,,,,,,,
1574,44095,1Z23F00021717,XBTA270,G117234010     ,"ﾛｰﾀｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",100,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 9:55,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 19:22,2023/6/15 18:56,2023/6/16 1:07,0.13,5.14,5.39,7.38,7.63,2023/6/19 13:22,1Z,3102,1,30035,1Z23F00021717XBTA270G117234010     30035,5.01,0.25,1.99,0.25,2.49,,,,,,,,,,,,,,,,,,,,,,,,
1575,44096,1Z23F00021749,XBTB440,82821ECE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,50,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:48,2023/6/16 0:59,2023/6/16 4:17,0.11,3.96,4.6,7.61,7.74,2023/6/19 13:22,1Y,208,1,30467,1Z23F00021749XBTB44082821ECE010    30467,3.85,0.64,3.01,0.13,3.78,535,543.5454545,0.275965881,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,1.07,3,手配,1.345965881,3.78,異常4,0.43,0.53,0.11,0.385965881,0.21,2.48,0.02,-0.255965881
1576,44097,1Z23F00021801,XBTB490,9030119A011    ,ﾘﾝｸﾞO                         ,200,ＮＯＫ（株）,,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:00,2023/6/12 10:15,2023/6/12 14:42,2023/6/15 22:26,2023/6/16 0:23,0.14,3.94,4.12,7.45,7.53,2023/6/19 13:22,1Y,4241,1,10413,1Z23F00021801XBTB4909030119A011    10413,3.8,0.18,3.33,0.08,3.59,824,841.3636364,0.713128039,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.58,0.8,3,手配,1.513128039,3.59,異常4,0.43,0.26,0.11,0.823128039,-0.25,3.07,-0.03,-0.743128039
1578,44099,1Z23F00021853,XBTB740,G114434010     ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,,2023/6/13 0:00,1,回収済,2023/6/9 4:23,2023/6/12 6:20,2023/6/13 12:23,2023/6/14 0:30,2023/6/15 18:38,2023/6/16 1:07,3.08,4.33,4.84,6.59,6.86,2023/6/19 13:22,1Z,2508,1,20019,1Z23F00021853XBTB740G114434010     20019,1.25,0.51,1.75,0.27,2.53,,,,,,,,,,,,,,,,,,,,,,,,
1579,44100,1Z23F00021855,XBTA090,356340LC030    ,ﾌﾟﾚｰﾄK-0ｸﾗｯﾁ                  ,140,（株）ダイナックス,豊田営業所,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 9:35,2023/6/12 15:12,2023/6/12 19:47,2023/6/14 19:25,2023/6/16 4:17,0.12,4.35,4.54,6.53,7.9,2023/6/19 13:22,1Z,3010,1,30045,1Z23F00021855XBTA090356340LC030    30045,4.23,0.19,1.99,1.37,3.55,,,,,,,,,,,,,,,,,,,,,,,,
1585,44106,1Z23F00022057,XBTC020,35882ECB010    ,ﾁｭｰﾌﾞﾃﾞﾌｷﾞﾔﾘｭｰﾌﾞｱﾌﾟﾗｲ         ,50,（株）メタルテック,,2023/6/13 0:00,1,回収済,2023/6/9 7:05,2023/6/9 8:52,2023/6/13 7:20,2023/6/13 13:39,2023/6/15 12:00,2023/6/16 0:23,0.07,4.01,4.27,6.21,6.72,2023/6/19 13:22,1Y,7042,1,30356,1Z23F00022057XBTC02035882ECB010    30356,3.94,0.26,1.94,0.51,2.71,412,420.6818182,0.356564019,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,2.5,0.83,3,手配,1.186564019,2.71,異常4,0.43,0.29,0.11,0.466564019,-0.17,1.65,0.4,0.043435981
1589,44110,1Z23F00022170,XBTB440,82821ECE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,50,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:49,2023/6/16 4:39,2023/6/16 7:37,0.11,3.96,4.6,7.76,7.88,2023/6/19 13:22,1Y,208,1,30467,1Z23F00022170XBTB44082821ECE010    30467,3.85,0.64,3.16,0.12,3.92,535,543.5454545,0.275965881,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,1.07,3,手配,1.345965881,3.92,異常4,0.43,0.53,0.11,0.385965881,0.21,2.63,0.01,-0.265965881
1591,44112,1Z23F00022244,XBTB670,G1174ECB010    ,"ﾜｲﾔ-,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",50,住友電装（株）,,2023/6/13 0:00,1,回収済,2023/6/9 4:23,2023/6/12 6:32,2023/6/13 12:24,2023/6/13 19:55,2023/6/16 1:39,2023/6/16 5:25,3.09,4.33,4.65,6.89,7.04,2023/6/19 13:22,1Y,2506,1,50453,1Z23F00022244XBTB670G1174ECB010    50453,1.24,0.32,2.24,0.15,2.71,412,420.6818182,0.356564019,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,6.25,0.87,3,手配,1.226564019,2.71,異常4,0.43,0.33,0.11,0.466564019,-0.11,1.91,0.04,-0.316564019
1593,44114,1Z23F00022283,XBTA240,356680LC020    ,ﾊﾞﾗﾝｻｰｸﾗｯﾁNO.1                ,32,（株）旭工業所,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 9:55,2023/6/8 13:00,2023/6/12 11:06,2023/6/12 16:29,2023/6/15 17:01,2023/6/16 4:17,0.13,4.05,4.27,7.3,7.77,2023/6/19 13:22,1Z,38,1,30040,1Z23F00022283XBTA240356680LC020    30040,3.92,0.22,3.03,0.47,3.72,,,,,,,,,,,,,,,,,,,,,,,,
1595,44116,1Z23F00022532,XBTC170,9036652A004    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,63,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/14 1:44,2023/6/16 0:55,2023/6/16 5:25,0.08,4,4.69,6.65,6.84,2023/6/19 13:22,1Y,1814,2,40133,1Z23F00022532XBTC1709036652A004    40133,3.92,0.69,1.96,0.19,2.84,535,543.5909091,0.347687934,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,7,0.81,3,手配,1.157687934,2.84,異常4,0.43,0.29,0.09,0.437687934,0.26,1.67,0.1,-0.247687934
1598,44119,1Z23F00022650,XBTC170,9036628A007    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,72,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/14 1:38,2023/6/16 1:54,2023/6/16 6:00,0.08,4,4.68,6.7,6.87,2023/6/19 13:22,1Y,1814,2,40134,1Z23F00022650XBTC1709036628A007    40134,3.92,0.68,2.02,0.17,2.87,535,543.5909091,0.397357639,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,11.644,0.81,3,手配,1.207357639,2.87,異常4,0.43,0.29,0.09,0.487357639,0.25,1.73,0.08,-0.317357639
1603,44124,1Z23F00022827,XBTC170,9036630A017    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,72,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/14 3:55,2023/6/15 23:13,2023/6/16 4:17,0.08,4,4.78,6.58,6.79,2023/6/19 13:22,1Y,1814,2,40136,1Z23F00022827XBTC1709036630A017    40136,3.92,0.78,1.8,0.21,2.79,947,964.2727273,0.224003017,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,10.492,0.81,3,手配,1.034003017,2.79,異常4,0.43,0.29,0.09,0.314003017,0.35,1.51,0.12,-0.104003017
1606,44127,1Z23F00022931,XBTC550,356790LC040    ,ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ                ,20,アイシン化工（株）,本社工場,2023/6/12 0:00,4,回収済,2023/6/8 15:31,2023/6/8 19:06,2023/6/12 21:43,2023/6/13 3:58,2023/6/15 16:36,2023/6/16 6:42,0.15,4.26,4.52,7.05,7.63,2023/6/19 13:22,1Z,5607,1,20051,1Z23F00022931XBTC550356790LC040    20051,4.11,0.26,2.53,0.58,3.37,,,,,,,,,,,,,,,,,,,,,,,,
1607,44128,1Z23F00022953,XBTC400,82821ECB050    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,,2023/6/12 0:00,2,回収済,2023/6/9 0:19,2023/6/9 8:32,2023/6/12 15:11,2023/6/13 4:55,2023/6/15 13:49,2023/6/16 1:07,0.34,3.62,4.19,6.56,7.03,2023/6/19 13:22,1Y,208,1,30466,1Z23F00022953XBTC40082821ECB050    30466,3.28,0.57,2.37,0.47,3.41,946,964.0909091,0.311173975,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,1.07,3,手配,1.381173975,3.41,異常4,0.43,0.53,0.11,0.421173975,0.14,1.84,0.36,0.048826025
1609,44130,1Z23F00022988,XBTC170,9036628A005    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,60,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/13 19:30,2023/6/15 12:34,2023/6/16 0:23,0.08,4,4.43,6.14,6.63,2023/6/19 13:22,1Y,1814,2,40128,1Z23F00022988XBTC1709036628A005    40128,3.92,0.43,1.71,0.49,2.63,412,420.6818182,0.427876823,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,11.26,0.81,3,手配,1.237876823,2.63,異常4,0.43,0.29,0.09,0.517876823,-2.78E-16,1.42,0.4,-0.027876823
1610,44131,1Z23F00022991,XBTC170,9036652A003    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,60,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/14 1:42,2023/6/15 23:06,2023/6/16 4:17,0.08,4,4.69,6.58,6.79,2023/6/19 13:22,1Y,1814,2,40135,1Z23F00022991XBTC1709036652A003    40135,3.92,0.69,1.89,0.21,2.79,535,543.5909091,0.331131365,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,11.98,0.81,3,手配,1.141131365,2.79,異常4,0.43,0.29,0.09,0.421131365,0.26,1.6,0.12,-0.211131365
1611,44132,1Z23F00023017,XBTC010,82824ECE010    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,45,住友電装（株）,四日市物流センター,2023/6/14 0:00,1,回収済,2023/6/9 6:15,2023/6/12 17:09,2023/6/14 16:08,2023/6/14 16:28,2023/6/15 23:25,2023/6/16 4:17,3.45,5.41,5.43,6.72,6.92,2023/6/19 13:22,1Y,2506,4,30455,1Z23F00023017XBTC01082824ECE010    30455,1.96,0.02,1.29,0.2,1.51,535,543.5909091,0.248348524,1,1,3.25,1Y,TP332,0.024,4.62,0.78,3,手配,1.028348524,1.51,異常2,0.24,0.43,0.11,0.358348524,-0.22,0.86,0.09,-0.158348524
1614,44135,1Z23F00023031,XBTC470,82125ECE010    ,ﾜｲﾔ-T/M                       ,100,矢崎総業（株）,,2023/6/13 0:00,1,回収済,2023/6/9 11:12,2023/6/9 14:01,2023/6/13 10:13,2023/6/13 14:57,2023/6/15 22:53,2023/6/16 1:46,0.12,3.96,4.16,6.49,6.61,2023/6/19 13:22,1Y,7002,1,30489,1Z23F00023031XBTC47082125ECE010    30489,3.84,0.2,2.33,0.12,2.65,535,543.5909091,0.551885609,1,1,1.79,1Y,TP332ﾌﾀｱﾘ,0.024,5.8,0.82,3,手配,1.371885609,2.65,異常3,0.43,0.28,0.11,0.661885609,-0.23,2.05,0.01,-0.541885609
1615,44136,1Z23F00023072,XBTC640,9031164A006    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,240,ＮＯＫ（株）,,2023/6/12 0:00,2,回収済,2023/6/9 1:05,2023/6/9 9:05,2023/6/12 23:00,2023/6/15 4:47,2023/6/15 10:11,2023/6/16 7:38,0.33,3.91,6.15,6.38,7.27,2023/6/19 13:22,1Z,4241,1,50024,1Z23F00023072XBTC6409031164A006    50024,3.58,2.24,0.23,0.89,3.36,,,,,,,,,,,,,,,,,,,,,,,,
1616,44137,1Z23F00023074,XBTC550,356790LC050    ,ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ                ,20,アイシン化工（株）,本社工場,2023/6/12 0:00,4,回収済,2023/6/8 15:31,2023/6/8 19:06,2023/6/12 21:43,2023/6/13 3:58,2023/6/15 18:26,2023/6/16 0:23,0.15,4.26,4.52,7.12,7.37,2023/6/19 13:22,1Z,5607,1,20052,1Z23F00023074XBTC550356790LC050    20052,4.11,0.26,2.6,0.25,3.11,,,,,,,,,,,,,,,,,,,,,,,,
1618,44139,1Z23F00023159,XBTC400,82821XAE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,,2023/6/12 0:00,2,回収済,2023/6/9 0:19,2023/6/9 8:32,2023/6/12 15:11,2023/6/13 5:30,2023/6/16 4:06,2023/6/16 6:00,0.34,3.62,4.22,7.16,7.24,2023/6/19 13:22,1Y,208,1,10461,1Z23F00023159XBTC40082821XAE010    10461,3.28,0.6,2.94,0.08,3.62,947,964.2727273,0.311115301,1,2,3.64,1Y,TP131ﾌﾀﾅｼ,0.006,0.37,1.07,3,手配,1.381115301,3.62,異常4,0.43,0.53,0.11,0.421115301,0.17,2.41,-0.03,-0.341115301
1620,44141,1Z23F00023204,XBTC170,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/13 19:38,2023/6/16 4:22,2023/6/16 6:00,0.08,4,4.43,6.8,6.87,2023/6/19 13:22,1Y,1814,2,40139,1Z23F00023204XBTC1709036659A009    40139,3.92,0.43,2.37,0.07,2.87,947,964.2727273,0.112001508,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,9.88,0.81,3,手配,0.922001508,2.87,異常5,0.43,0.29,0.09,0.202001508,-2.78E-16,2.08,-0.02,-0.132001508
1624,44145,1Z23F00023238,XBTC440,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/14 0:00,1,回収済,2023/6/9 11:12,2023/6/9 13:01,2023/6/14 13:26,2023/6/14 23:42,2023/6/16 4:24,2023/6/16 6:42,0.08,5.09,5.52,6.72,6.81,2023/6/19 13:22,1Y,3102,1,30468,1Z23F00023238XBTC440G117362010     30468,5.01,0.43,1.2,0.09,1.72,947,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,1.72,異常3,0.43,0.41,0.11,0.166000754,-2.78E-16,0.79,-0.02,-0.076000754
1628,44149,1Z23F00023348,XBTC170,9036652A003    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,60,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/14 1:31,2023/6/16 1:21,2023/6/16 6:00,0.08,4,4.68,6.67,6.87,2023/6/19 13:22,1Y,1814,2,40135,1Z23F00023348XBTC1709036652A003    40135,3.92,0.68,1.99,0.2,2.87,535,543.5909091,0.331131365,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,11.98,0.81,3,手配,1.141131365,2.87,異常4,0.43,0.29,0.09,0.421131365,0.25,1.7,0.11,-0.221131365
1629,44150,1Z23F00023351,XBTC170,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,2023/6/13 0:00,1,回収済,2023/6/9 9:13,2023/6/9 11:02,2023/6/13 9:17,2023/6/13 19:20,2023/6/16 1:04,2023/6/16 3:35,0.08,4,4.42,6.66,6.77,2023/6/19 13:22,1Y,1814,2,40139,1Z23F00023351XBTC1709036659A009    40139,3.92,0.42,2.24,0.11,2.77,947,964.2727273,0.112001508,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,9.88,0.81,3,手配,0.922001508,2.77,異常5,0.43,0.29,0.09,0.202001508,-0.01,1.95,0.02,-0.092001508
