かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23H00057795,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:56,2023/9/1 6:08,2023/9/1 10:50,0.33,2.31,2.43,3.23,3.43,2023/9/4 13:23,1.98,0.12,0.8,0.2,1.12,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.12,異常2
1Z23H00057799,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:55,2023/9/1 3:32,2023/9/1 5:34,0.33,2.31,2.43,3.12,3.21,2023/9/4 13:23,1.98,0.12,0.69,0.09,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00057852,XCED340,20488,G1144ECE010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",8,矢崎総業（株）,< NULL >,回収済,2023/8/31,1,2023/8/29 10:27,2023/8/29 14:03,2023/8/31 10:13,2023/8/31 16:47,2023/9/1 0:22,2023/9/1 3:41,0.15,1.99,2.26,2.58,2.72,2023/9/4 13:23,1.84,0.27,0.32,0.14,0.73,497.1428571,0.032183908,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,4.71,0.58,2,手配,0.612183908,0.73,異常1
1Z23H00057955,XCED810,30391,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,回収済,2023/8/30,2,2023/8/28 18:51,2023/8/29 8:08,2023/8/30 15:24,2023/8/30 23:05,2023/8/31 15:31,2023/9/1 0:34,0.55,1.86,2.18,2.86,3.24,2023/9/4 13:23,1.31,0.32,0.68,0.38,1.38,390.3809524,0.051232008,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,0.87,1,手配,0.921232008,1.38,異常2
1Z23H00057960,XCED250,50465,82821ECB040    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,< NULL >,回収済,2023/8/30,2,2023/8/29 0:36,2023/8/29 8:27,2023/8/30 15:14,2023/8/30 23:41,2023/8/31 9:17,2023/9/1 1:14,0.33,1.61,1.96,2.36,3.03,2023/9/4 13:23,1.28,0.35,0.4,0.67,1.42,315.3076923,0.317150525,1,2,3.64,1Y,ＴＰ３４２フタナシ,0.033,3.3,0.83,1,手配,1.147150525,1.42,異常1
1Z23H00057988,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:15,2023/9/1 4:17,2023/9/1 6:47,0.33,2.31,2.4,3.15,3.26,2023/9/4 13:23,1.98,0.09,0.75,0.11,0.95,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.95,異常1
1Z23H00057992,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:40,2023/9/1 6:30,2023/9/1 11:43,0.33,2.31,2.38,3.25,3.46,2023/9/4 13:23,1.98,0.07,0.87,0.21,1.15,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.15,異常2
1Z23H00057995,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 11:08,2023/9/1 8:55,2023/9/1 11:43,0.33,2.31,2.44,3.35,3.46,2023/9/4 13:23,1.98,0.13,0.91,0.11,1.15,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.15,異常2
1Z23H00057997,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:54,2023/9/1 3:32,2023/9/1 5:34,0.33,2.31,2.43,3.12,3.21,2023/9/4 13:23,1.98,0.12,0.69,0.09,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00057998,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:58,2023/9/1 9:31,2023/9/1 12:12,0.33,2.31,2.43,3.37,3.48,2023/9/4 13:23,1.98,0.12,0.94,0.11,1.17,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.17,異常2
1Z23H00057999,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 11:02,2023/9/1 1:52,2023/9/1 5:34,0.33,2.31,2.44,3.05,3.21,2023/9/4 13:23,1.98,0.13,0.61,0.16,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00058164,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:58,2023/9/1 6:30,2023/9/1 11:43,0.33,2.31,2.39,3.25,3.46,2023/9/4 13:23,1.98,0.08,0.86,0.21,1.15,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.15,異常2
1Z23H00058165,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:55,2023/9/1 4:58,2023/9/1 10:43,0.33,2.31,2.39,3.18,3.42,2023/9/4 13:23,1.98,0.08,0.79,0.24,1.11,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.11,異常2
1Z23H00058166,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:44,2023/9/1 6:29,2023/9/1 10:50,0.33,2.31,2.38,3.25,3.43,2023/9/4 13:23,1.98,0.07,0.87,0.18,1.12,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.12,異常2
1Z23H00058167,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:40,2023/9/1 1:29,2023/9/1 5:34,0.33,2.31,2.38,3.04,3.21,2023/9/4 13:23,1.98,0.07,0.66,0.17,0.9,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.9,異常1
1Z23H00058170,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:53,2023/9/1 3:10,2023/9/1 5:34,0.33,2.31,2.43,3.11,3.21,2023/9/4 13:23,1.98,0.12,0.68,0.1,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00058172,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 11:02,2023/9/1 8:56,2023/9/1 12:12,0.33,2.31,2.43,3.35,3.48,2023/9/4 13:23,1.98,0.12,0.92,0.13,1.17,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.17,異常2
1Z23H00058173,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 11:11,2023/9/1 9:31,2023/9/1 11:43,0.33,2.31,2.44,3.37,3.46,2023/9/4 13:23,1.98,0.13,0.93,0.09,1.15,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.15,異常2
1Z23H00058174,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:22,2023/9/1 6:08,2023/9/1 10:50,0.33,2.31,2.41,3.23,3.43,2023/9/4 13:23,1.98,0.1,0.82,0.2,1.12,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.12,異常2
1Z23H00058175,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:28,2023/9/1 3:25,2023/9/1 10:50,0.33,2.31,2.41,3.12,3.43,2023/9/4 13:23,1.98,0.1,0.71,0.31,1.12,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.12,異常2
1Z23H00058176,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:31,2023/9/1 9:49,2023/9/1 12:12,0.33,2.31,2.41,3.38,3.48,2023/9/4 13:23,1.98,0.1,0.97,0.1,1.17,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.17,異常2
1Z23H00058177,XCED040,40128,9036628A005    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,60,（株）ジェイテクト,香川工場,回収済,2023/8/31,1,2023/8/29 8:55,2023/8/29 11:06,2023/8/31 9:07,2023/8/31 15:17,2023/9/1 6:20,2023/9/1 12:12,0.09,2.01,2.27,2.89,3.14,2023/9/4 13:23,1.92,0.26,0.62,0.25,1.13,390.3809524,0.153696023,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,11.26,0.62,1,手配,0.773696023,1.13,異常2
1Z23H00058179,XCED040,40136,9036630A017    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,72,（株）ジェイテクト,香川工場,回収済,2023/8/31,1,2023/8/29 8:55,2023/8/29 11:06,2023/8/31 9:07,2023/8/31 15:06,2023/9/1 1:13,2023/9/1 5:34,0.09,2.01,2.26,2.68,2.86,2023/9/4 13:23,1.92,0.25,0.42,0.18,0.85,887.5238095,0.081124584,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,10.492,0.6,1,手配,0.681124584,0.85,異常1
1Z23H00058190,XCED280,10449,35145ECE010    ,ｵｲﾙﾌﾟﾚｰﾄ                      ,100,三共鋼業（株）,東浦南工場,回収済,2023/8/31,1,2023/8/29 10:27,2023/8/29 13:15,2023/8/31 7:34,2023/8/31 9:45,2023/8/31 14:15,2023/9/1 4:29,0.12,1.88,1.97,2.16,2.75,2023/9/4 13:23,1.76,0.09,0.19,0.59,0.87,497.1428571,0.201149425,1,1,1.74,1Y,ＴＰ１３１フタナシ,0.006,3.61,0.65,1,手配,0.851149425,0.87,異常1
1Z23H00058214,XCEC700,20452,G1144ECB010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,< NULL >,回収済,2023/8/31,1,2023/8/29 4:27,2023/8/30 8:42,2023/8/31 12:21,2023/9/1 3:22,2023/9/1 9:19,2023/9/1 12:12,1.18,2.33,2.95,3.2,3.32,2023/9/4 13:23,1.15,0.62,0.25,0.12,0.99,390.3809524,0.030739205,1,1,2.28,1Y,ＴＰ３３１フタナシ,0.012,2.288,0.63,2,手配,0.660739205,0.99,異常2
1Z23H00058230,XCED340,20490,82824ECB020    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,40,矢崎総業（株）,< NULL >,回収済,2023/8/31,1,2023/8/29 10:27,2023/8/29 14:03,2023/8/31 10:13,2023/8/31 16:23,2023/9/1 2:09,2023/9/1 5:34,0.15,1.99,2.25,2.65,2.8,2023/9/4 13:23,1.84,0.26,0.4,0.15,0.81,887.5238095,0.045069213,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,5.7,0.58,1,手配,0.625069213,0.81,異常2
1Z23H00058293,XCED800,20388,9011906908,ﾎﾞﾙﾄｳｲｽﾞﾜﾂｼﾔ                  ,2000,（株）青山製作所,< NULL >,回収済,2023/8/29,5,2023/8/28 17:10,2023/8/29 2:04,2023/8/29 23:14,2023/8/30 4:43,2023/9/4 23:08,2023/9/6 0:26,0.37,1.25,1.48,7.25,8.3,2023/9/9 13:23,0.88,0.23,5.77,1.05,7.05,1277.904762,4.695185572,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,15.83,0.54,3,手配,5.235185572,7.05,異常2
1Z23H00058299,XCED810,30392,35174ECE010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,40,（株）浅賀井製作所,安城工場,回収済,2023/8/30,2,2023/8/28 18:51,2023/8/29 8:08,2023/8/30 15:24,2023/8/30 23:07,2023/8/31 13:59,2023/9/1 0:34,0.55,1.86,2.18,2.8,3.24,2023/9/4 13:23,1.31,0.32,0.62,0.44,1.38,497.1428571,0.08045977,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,4.85,0.87,1,手配,0.95045977,1.38,異常2
1Z23H00058329,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:22,2023/9/1 1:52,2023/9/1 4:29,0.33,2.31,2.41,3.05,3.16,2023/9/4 13:23,1.98,0.1,0.64,0.11,0.85,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.85,異常1
1Z23H00058330,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:27,2023/9/1 4:15,2023/9/1 6:47,0.33,2.31,2.41,3.15,3.26,2023/9/4 13:23,1.98,0.1,0.74,0.11,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
1Z23H00058332,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:36,2023/9/1 3:32,2023/9/1 6:47,0.33,2.31,2.42,3.12,3.26,2023/9/4 13:23,1.98,0.11,0.7,0.14,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
1Z23H00058333,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:40,2023/9/1 4:01,2023/9/1 6:47,0.33,2.31,2.42,3.14,3.26,2023/9/4 13:23,1.98,0.11,0.72,0.12,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
1Z23H00058336,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:25,2023/9/1 4:00,2023/9/1 6:47,0.33,2.31,2.41,3.14,3.26,2023/9/4 13:23,1.98,0.1,0.73,0.12,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
1Z23H00058337,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:29,2023/9/1 3:26,2023/9/1 5:34,0.33,2.31,2.41,3.12,3.21,2023/9/4 13:23,1.98,0.1,0.71,0.09,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00058351,XCED280,10447,35145ECB010    ,ｵｲﾙﾌﾟﾚｰﾄ                      ,100,三共鋼業（株）,東浦南工場,回収済,2023/8/31,1,2023/8/29 10:27,2023/8/29 13:15,2023/8/31 7:34,2023/8/31 9:35,2023/9/1 22:46,2023/9/2 7:02,0.12,1.88,1.96,3.51,3.86,2023/9/5 13:23,1.76,0.08,1.55,0.35,1.98,390.3809524,0.768480117,1,1,1.74,1Y,ＴＰ１３１フタナシ,0.006,4.63,0.62,3,手配,1.388480117,1.98,異常2
1Z23H00058498,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:57,2023/9/1 4:58,2023/9/1 6:47,0.33,2.31,2.39,3.18,3.26,2023/9/4 13:23,1.98,0.08,0.79,0.08,0.95,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.95,異常1
1Z23H00058499,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:33,2023/9/1 5:58,2023/9/1 10:43,0.33,2.31,2.41,3.22,3.42,2023/9/4 13:23,1.98,0.1,0.81,0.2,1.11,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.11,異常2
1Z23H00058501,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:43,2023/9/1 6:08,2023/9/1 10:50,0.33,2.31,2.42,3.23,3.43,2023/9/4 13:23,1.98,0.11,0.81,0.2,1.12,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.12,異常2
1Z23H00058502,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:24,2023/9/1 5:58,2023/9/1 10:43,0.33,2.31,2.41,3.22,3.42,2023/9/4 13:23,1.98,0.1,0.81,0.2,1.11,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.11,異常2
1Z23H00058503,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:28,2023/9/1 9:31,2023/9/1 11:43,0.33,2.31,2.41,3.37,3.46,2023/9/4 13:23,1.98,0.1,0.96,0.09,1.15,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.15,異常2
1Z23H00058504,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:33,2023/9/1 6:08,2023/9/1 10:43,0.33,2.31,2.41,3.23,3.42,2023/9/4 13:23,1.98,0.1,0.82,0.19,1.11,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.11,異常2
1Z23H00058505,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:37,2023/9/1 9:16,2023/9/1 11:43,0.33,2.31,2.42,3.36,3.46,2023/9/4 13:23,1.98,0.11,0.94,0.1,1.15,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.15,異常2
1Z23H00058508,XCED040,40136,9036630A017    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,72,（株）ジェイテクト,香川工場,回収済,2023/8/31,1,2023/8/29 8:55,2023/8/29 11:06,2023/8/31 9:07,2023/8/31 15:03,2023/9/1 3:16,2023/9/1 6:13,0.09,2.01,2.26,2.76,2.89,2023/9/4 13:23,1.92,0.25,0.5,0.13,0.88,887.5238095,0.081124584,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,10.492,0.6,1,手配,0.681124584,0.88,異常2
1Z23H00058654,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 9:42,2023/9/1 4:15,2023/9/1 6:47,0.33,2.31,2.38,3.15,3.26,2023/9/4 13:23,1.98,0.07,0.77,0.11,0.95,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.95,異常1
1Z23H00058656,XCED270,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:13,2023/9/1 6:29,2023/9/1 10:50,0.33,2.31,2.4,3.25,3.43,2023/9/4 13:23,1.98,0.09,0.85,0.18,1.12,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.12,異常2
1Z23H00058658,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:39,2023/9/1 3:32,2023/9/1 5:34,0.33,2.31,2.42,3.12,3.21,2023/9/4 13:23,1.98,0.11,0.7,0.09,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23H00058660,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:30,2023/9/1 5:58,2023/9/1 10:43,0.33,2.31,2.41,3.22,3.42,2023/9/4 13:23,1.98,0.1,0.81,0.2,1.11,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.11,異常2
1Z23H00058661,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:35,2023/9/1 3:25,2023/9/1 6:47,0.33,2.31,2.42,3.12,3.26,2023/9/4 13:23,1.98,0.11,0.7,0.14,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
1Z23H00058662,XCED270,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/8/31,1,2023/8/29 0:36,2023/8/29 8:24,2023/8/31 8:05,2023/8/31 10:26,2023/9/1 4:15,2023/9/1 6:47,0.33,2.31,2.41,3.15,3.26,2023/9/4 13:23,1.98,0.1,0.74,0.11,0.95,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.95,異常1
