かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23J00009945,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:01,2023/9/9 4:45,2023/9/9 7:36,0.33,2.31,2.44,3.18,3.3,2023/9/12 13:23,1.98,0.13,0.74,0.12,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00009947,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:04,2023/9/9 1:57,2023/9/9 5:24,0.33,2.31,2.44,3.06,3.21,2023/9/12 13:23,1.98,0.13,0.62,0.15,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23J00009948,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:02,2023/9/9 0:55,2023/9/9 7:36,0.33,2.31,2.44,3.02,3.3,2023/9/12 13:23,1.98,0.13,0.58,0.28,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00009949,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 10:57,2023/9/9 4:05,2023/9/9 7:36,0.33,2.31,2.44,3.15,3.3,2023/9/12 13:23,1.98,0.13,0.71,0.15,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00009952,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:28,2023/9/9 1:55,2023/9/9 4:29,0.33,2.31,2.46,3.06,3.17,2023/9/12 13:23,1.98,0.15,0.6,0.11,0.86,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.86,異常1
1Z23J00009954,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:07,2023/9/9 3:18,2023/9/9 5:24,0.33,2.31,2.44,3.12,3.21,2023/9/12 13:23,1.98,0.13,0.68,0.09,0.9,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.9,異常1
1Z23J00009955,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:06,2023/9/9 3:18,2023/9/9 6:02,0.33,2.31,2.44,3.12,3.23,2023/9/12 13:23,1.98,0.13,0.68,0.11,0.92,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.92,異常1
1Z23J00009957,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:13,2023/9/9 4:23,2023/9/9 6:02,0.33,2.31,2.45,3.16,3.23,2023/9/12 13:23,1.98,0.14,0.71,0.07,0.92,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.92,異常1
1Z23J00009965,XCEY460,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/8,1,2023/9/6 8:46,2023/9/6 11:06,2023/9/8 9:11,2023/9/8 15:05,2023/9/9 0:47,2023/9/9 3:38,0.1,2.02,2.26,2.67,2.79,2023/9/12 13:23,1.92,0.24,0.41,0.12,0.77,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.77,異常1
1Z23J00009994,XCEY610,30468,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,< NULL >,回収済,2023/9/11,1,2023/9/6 10:49,2023/9/6 13:01,2023/9/11 13:16,2023/9/11 22:52,2023/9/12 7:08,2023/9/12 11:44,0.09,5.1,5.5,5.85,6.04,2023/9/12 13:23,5.01,0.4,0.35,0.19,0.94,887.5238095,0.020281146,1,1,3.05,1Y,ＴＰ３３１．５フタナシ,0.017,4.11,0.85,1,手配,0.870281146,0.94,異常1
1Z23J00009998,XCEY840,10478,35505ECB010    ,ﾚﾊﾞｰS/Aﾊﾟｰｷﾝｸﾞﾛｯｸ             ,24,中庸スプリング（株）,< NULL >,回収済,2023/9/7,1,2023/9/6 1:52,2023/9/6 9:33,2023/9/7 7:19,2023/9/7 10:08,2023/9/8 3:28,2023/9/8 5:32,0.32,1.23,1.34,2.07,2.15,2023/9/11 13:23,0.91,0.11,0.73,0.08,0.92,390.3809524,0.061478409,1,2,2.34,1Y,ＴＰ１３１フタナシ,0.009,2.45,0.81,1,手配,0.871478409,0.92,異常1
1Z23J00010002,XCEY740,50419,9031150A014    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,84,ＮＯＫ（株）,< NULL >,回収済,2023/9/7,2,2023/9/6 1:28,2023/9/6 9:00,2023/9/7 21:47,2023/9/8 3:59,2023/9/8 9:58,2023/9/8 17:34,0.31,1.85,2.1,2.35,2.67,2023/9/11 13:23,1.54,0.25,0.25,0.32,0.82,887.5238095,0.094645348,1,2,3.52,1Y,サンボックス＃２４Ｂフタナシ,0.021,5.258,0.54,1,手配,0.634645348,0.82,異常2
1Z23J00010006,XCEY620,40484,9036324A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,30,日本精工（株）,三河分室,回収済,2023/9/6,5,2023/9/5 14:12,2023/9/5 20:01,2023/9/6 23:08,2023/9/7 1:54,2023/9/7 15:02,2023/9/7 18:12,0.24,1.37,1.49,2.03,2.17,2023/9/10 13:22,1.13,0.12,0.54,0.14,0.8,887.5238095,0.03380191,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,0.74,1,手配,0.77380191,0.8,異常1
1Z23J00010008,XCEY620,40482,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/6,5,2023/9/5 14:12,2023/9/5 20:01,2023/9/6 23:08,2023/9/7 1:53,2023/9/7 14:15,2023/9/7 17:20,0.24,1.37,1.49,2,2.13,2023/9/10 13:22,1.13,0.12,0.51,0.13,0.76,497.1428571,0.044252874,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,0.69,1,手配,0.734252874,0.76,異常1
1Z23J00010010,XCEY620,40503,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,回収済,2023/9/6,5,2023/9/5 14:12,2023/9/5 20:01,2023/9/6 23:08,2023/9/7 1:52,2023/9/7 14:30,2023/9/8 0:24,0.24,1.37,1.49,2.01,2.42,2023/9/11 13:23,1.13,0.12,0.52,0.41,1.05,1775.047619,0.13520764,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.74,3,手配,0.87520764,1.05,異常1
1Z23J00010011,XCEY860,10492,35165ECE010    ,ﾌﾟﾚ-ﾄT/Mｹ-ｽ                   ,200,（株）松尾製作所,< NULL >,回収済,2023/9/7,1,2023/9/6 7:15,2023/9/6 8:31,2023/9/7 14:27,2023/9/7 23:24,2023/9/8 10:09,2023/9/9 0:26,0.05,1.3,1.67,2.12,2.72,2023/9/12 13:23,1.25,0.37,0.45,0.6,1.42,497.1428571,0.402298851,1,1,1.21,1Y,ＴＰ１３１フタナシ,0.006,1.53,0.63,1,手配,1.032298851,1.42,異常2
1Z23J00010015,XCEY630,20488,G1144ECE010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",8,矢崎総業（株）,< NULL >,回収済,2023/9/8,1,2023/9/6 10:49,2023/9/6 14:02,2023/9/8 10:23,2023/9/8 14:37,2023/9/9 4:27,2023/9/9 6:02,0.13,1.98,2.16,2.73,2.8,2023/9/12 13:23,1.85,0.18,0.57,0.07,0.82,497.1428571,0.032183908,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,4.71,0.58,2,手配,0.612183908,0.82,異常2
1Z23J00010018,XCEY630,20488,G1144ECE010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",8,矢崎総業（株）,< NULL >,回収済,2023/9/8,1,2023/9/6 10:49,2023/9/6 14:02,2023/9/8 10:23,2023/9/8 14:38,2023/9/9 4:49,2023/9/9 7:02,0.13,1.98,2.16,2.75,2.84,2023/9/12 13:23,1.85,0.18,0.59,0.09,0.86,497.1428571,0.032183908,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,4.71,0.58,2,手配,0.612183908,0.86,異常2
1Z23J00010019,XCEY510,30354,35847ECB010    ,ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ             ,80,（株）メタルテック,< NULL >,回収済,2023/9/8,1,2023/9/6 7:15,2023/9/6 8:51,2023/9/8 7:20,2023/9/8 10:03,2023/9/9 0:27,2023/9/9 1:49,0.07,2,2.12,2.72,2.77,2023/9/12 13:23,1.93,0.12,0.6,0.05,0.77,390.3809524,0.204928031,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,2.9,0.51,1,手配,0.714928031,0.77,異常1
1Z23J00010108,XCEY550,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/6,3,2023/9/5 16:31,2023/9/5 21:39,2023/9/6 20:51,2023/9/7 5:33,2023/9/8 4:06,2023/9/8 6:45,0.21,1.18,1.54,2.48,2.59,2023/9/11 13:23,0.97,0.36,0.94,0.11,1.41,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.41,異常2
1Z23J00010114,XCEY950,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:32,2023/9/7 23:39,2023/9/8 1:45,0.37,1.28,1.47,2.27,2.35,2023/9/11 13:23,0.91,0.19,0.8,0.08,1.07,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.07,異常2
1Z23J00010116,XCEY950,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:32,2023/9/7 22:57,2023/9/8 1:06,0.37,1.28,1.47,2.24,2.33,2023/9/11 13:23,0.91,0.19,0.77,0.09,1.05,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.05,異常2
1Z23J00010117,XCEY950,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:28,2023/9/7 17:37,2023/9/8 1:06,0.37,1.28,1.47,2.02,2.33,2023/9/11 13:23,0.91,0.19,0.55,0.31,1.05,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.05,異常2
1Z23J00010118,XCEY950,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:26,2023/9/7 16:51,2023/9/8 0:23,0.37,1.28,1.47,1.98,2.3,2023/9/11 13:23,0.91,0.19,0.51,0.32,1.02,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.02,異常2
1Z23J00010119,XCEY950,20386,9015906A022    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1500,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:23,2023/9/7 17:00,2023/9/8 1:06,0.37,1.28,1.46,1.99,2.33,2023/9/11 13:23,0.91,0.18,0.53,0.34,1.05,13311.42857,0.338055377,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,0.51,3,手配,0.848055377,1.05,異常1
1Z23J00010125,XCEY950,20372,G1163ECE010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",100,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:22,2023/9/7 15:34,2023/9/7 18:12,0.37,1.28,1.46,1.93,2.04,2023/9/10 13:22,0.91,0.18,0.47,0.11,0.76,1944,0.051440329,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,7.77,0.53,1,手配,0.581440329,0.76,異常2
1Z23J00010146,XCEY700,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/6,3,2023/9/5 17:15,2023/9/5 23:05,2023/9/7 0:05,2023/9/7 8:52,2023/9/7 15:05,2023/9/7 17:20,0.24,1.28,1.65,1.91,2,2023/9/10 13:22,1.04,0.37,0.26,0.09,0.72,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.72,異常1
1Z23J00010156,XCEY580,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 11:37,2023/9/9 1:40,2023/9/9 4:29,0.33,2.31,2.47,3.05,3.17,2023/9/12 13:23,1.98,0.16,0.58,0.12,0.86,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.86,異常1
1Z23J00010161,XCEY580,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/8,1,2023/9/6 0:27,2023/9/6 8:21,2023/9/8 7:56,2023/9/8 10:59,2023/9/9 4:23,2023/9/9 6:02,0.33,2.31,2.44,3.16,3.23,2023/9/12 13:23,1.98,0.13,0.72,0.07,0.92,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.92,異常1
1Z23J00010171,XCEY460,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/8,1,2023/9/6 8:46,2023/9/6 11:06,2023/9/8 9:11,2023/9/8 14:51,2023/9/9 2:00,2023/9/9 5:24,0.1,2.02,2.25,2.72,2.86,2023/9/12 13:23,1.92,0.23,0.47,0.14,0.84,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.84,異常2
1Z23J00010176,XCEY720,20432,35595ECB010    ,ﾌﾞﾗｹｯﾄ                        ,40,サトープレス工業（株）,本社工場,回収済,2023/9/8,1,2023/9/6 11:32,2023/9/6 14:31,2023/9/8 10:28,2023/9/8 15:54,2023/9/9 0:26,2023/9/9 4:29,0.12,1.96,2.18,2.54,2.71,2023/9/12 13:23,1.84,0.22,0.36,0.17,0.75,390.3809524,0.102464016,1,1,1.78,1Y,ＴＰ３３１フタナシ,0.012,2.47,0.57,1,手配,0.672464016,0.75,異常1
1Z23J00010190,XCEY970,40427,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,回収済,2023/9/6,4,2023/9/5 17:15,2023/9/6 3:20,2023/9/6 22:37,2023/9/7 4:03,2023/9/7 23:31,2023/9/8 1:06,0.42,1.22,1.45,2.26,2.33,2023/9/11 13:23,0.8,0.23,0.81,0.07,1.11,497.1428571,0.024137931,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,0.79,2,手配,0.814137931,1.11,異常2
1Z23J00010191,XCEY970,40427,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,回収済,2023/9/6,4,2023/9/5 17:15,2023/9/6 3:20,2023/9/6 22:37,2023/9/7 4:07,2023/9/8 0:35,2023/9/8 3:41,0.42,1.22,1.45,2.31,2.43,2023/9/11 13:23,0.8,0.23,0.86,0.12,1.21,497.1428571,0.024137931,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,0.79,2,手配,0.814137931,1.21,異常2
1Z23J00010193,XCEY970,40427,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,回収済,2023/9/6,4,2023/9/5 17:15,2023/9/6 3:20,2023/9/6 22:37,2023/9/7 3:48,2023/9/7 14:56,2023/9/7 18:12,0.42,1.22,1.44,1.9,2.04,2023/9/10 13:22,0.8,0.22,0.46,0.14,0.82,497.1428571,0.024137931,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,0.79,2,手配,0.814137931,0.82,異常1
1Z23J00010194,XCEY970,40427,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,回収済,2023/9/6,4,2023/9/5 17:15,2023/9/6 3:20,2023/9/6 22:37,2023/9/7 4:03,2023/9/7 23:05,2023/9/8 1:06,0.42,1.22,1.45,2.24,2.33,2023/9/11 13:23,0.8,0.23,0.79,0.09,1.11,497.1428571,0.024137931,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,0.79,2,手配,0.814137931,1.11,異常2
1Z23J00010200,XCEY030,30455,82824ECE010    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,45,住友電装（株）,四日市物流センター,回収済,2023/9/11,1,2023/9/6 6:33,2023/9/7 17:01,2023/9/11 16:03,2023/9/11 15:38,2023/9/12 0:55,2023/9/12 4:29,1.44,5.4,5.38,5.77,5.91,2023/9/12 13:23,3.96,-0.02,0.39,0.14,0.51,497.1428571,0.090517241,1,1,3.25,1Y,ＴＰ３３２,0.024,4.62,0.36,1,手配,0.450517241,0.51,異常1
1Z23J00010207,XCEY840,10480,9094906A012    ,ｸﾗﾝﾌﾟﾜｲﾔﾘﾝｸﾞ                  ,500,中庸スプリング（株）,< NULL >,回収済,2023/9/7,1,2023/9/6 1:52,2023/9/6 9:33,2023/9/7 7:19,2023/9/7 10:23,2023/9/8 2:08,2023/9/8 15:11,0.32,1.23,1.36,2.01,2.56,2023/9/11 13:23,0.91,0.13,0.65,0.55,1.33,3052.952381,0.491327677,1,2,2.34,1Y,AW131ﾌﾀﾅｼ,0.006,1.85,0.59,3,手配,1.081327677,1.33,異常1
1Z23J00010209,XCEY990,40484,9036324A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,30,日本精工（株）,三河分室,回収済,2023/9/6,6,2023/9/5 16:31,2023/9/5 23:36,2023/9/7 0:42,2023/9/7 5:42,2023/9/7 16:10,2023/9/7 23:43,0.29,1.34,1.55,1.99,2.3,2023/9/10 13:22,1.05,0.21,0.44,0.31,0.96,887.5238095,0.03380191,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,0.74,1,手配,0.77380191,0.96,異常1
1Z23J00010210,XCEY990,40484,9036324A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,30,日本精工（株）,三河分室,回収済,2023/9/6,6,2023/9/5 16:31,2023/9/5 23:36,2023/9/7 0:42,2023/9/7 5:42,2023/9/7 16:36,2023/9/7 23:43,0.29,1.34,1.55,2,2.3,2023/9/10 13:22,1.05,0.21,0.45,0.3,0.96,887.5238095,0.03380191,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,0.74,1,手配,0.77380191,0.96,異常1
1Z23J00010211,XCEY990,40482,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/6,6,2023/9/5 16:31,2023/9/5 23:36,2023/9/7 0:42,2023/9/7 5:30,2023/9/7 23:23,2023/9/8 1:06,0.29,1.34,1.54,2.29,2.36,2023/9/11 13:23,1.05,0.2,0.75,0.07,1.02,497.1428571,0.044252874,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,0.69,1,手配,0.734252874,1.02,異常2
1Z23J00010212,XCEY990,40503,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,回収済,2023/9/6,6,2023/9/5 16:31,2023/9/5 23:36,2023/9/7 0:42,2023/9/7 5:40,2023/9/7 22:57,2023/9/8 4:19,0.29,1.34,1.55,2.27,2.49,2023/9/11 13:23,1.05,0.21,0.72,0.22,1.15,1775.047619,0.13520764,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.74,3,手配,0.87520764,1.15,異常2
1Z23J00010213,XCEY990,40503,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,回収済,2023/9/6,6,2023/9/5 16:31,2023/9/5 23:36,2023/9/7 0:42,2023/9/7 5:29,2023/9/7 23:02,2023/9/8 3:41,0.29,1.34,1.54,2.27,2.47,2023/9/11 13:23,1.05,0.2,0.73,0.2,1.13,1775.047619,0.13520764,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.74,3,手配,0.87520764,1.13,異常2
1Z23J00010337,XCEY950,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/6,5,2023/9/5 17:15,2023/9/6 2:01,2023/9/6 23:55,2023/9/7 4:32,2023/9/7 16:01,2023/9/7 18:12,0.37,1.28,1.47,1.95,2.04,2023/9/10 13:22,0.91,0.19,0.48,0.09,0.76,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.76,異常2
