品番,加工図符号,類別,品名,整備室,整備室名,手配区分,工程内外製,工程ｺｰﾄﾞ,仕入先名/工場名,発送場所,発送場所名,受給区分,資材区分,後工程内外製,後工程ｺｰﾄﾞ,後工程仕入先名/工場名,受入場所,受入場所名,中継区分,中継工場,中継場所,中継場所名,納入ｻｲｸﾙ間隔,納入ｻｲｸﾙ回数,納入ｻｲｸﾙ情報,基準在庫日数,基準在庫枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率,かんばん情報.仕入先,かんばん情報.仕入先名,かんばん情報.背番号,かんばん情報.工場置場所,かんばん情報.拠点置場所,かんばん情報.品名略ｺｰﾄﾞ,かんばん情報.品名略名,かんばん情報.通箱ｺｰﾄﾞ,かんばん情報.通箱名,かんばん情報収容数,かんばん情報.ｺﾝﾍﾞｱ区分,かんばん情報.ﾌﾞﾛｯｸ区分,かんばん情報.専用品区分,かんばん情報.不良率,かんばん情報.保証率,かんばん情報.設変符号,かんばん情報.部品大別区分,かんばん情報.部品大別名称,かんばん情報.発注形態区分,かんばん情報.発注形態名称,かんばん情報.PLコード,登録箱種,縦(mm),横(mm),高(mm),容積(m3),総重量(Kg),パレタイズ発注,箱数,設定計画NO,設定日,設定担当部署コード,担当部署名,設定担当者コード,担当者名
90564-57A128,9056457A128,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,231,S-SM-4-30,10276,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A129,9056457A129,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,232,S-SM-4-31,10277,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A130,9056457A130,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,233,S-SM-4-32,10278,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A131,9056457A131,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,234,S-SM-4-33,10279,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A132,9056457A132,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,235,S-SM-4-34,10280,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A133,9056457A133,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,236,S-SM-1-29,10281,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A134,9056457A134,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,237,S-SM-1-30,10282,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A135,9056457A135,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,238,S-SM-1-31,10283,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A136,9056457A136,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,239,S-SM-1-32,10284,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A137,9056457A137,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,240,S-SM-1-33,10285,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A138,9056457A138,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,241,S-SM-1-34,10286,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A139,9056457A139,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,242,S-SM-1-35,10287,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A140,9056457A140,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,243,S-SM-1-36,10288,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A141,9056457A141,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,244,S-SM-1-37,10289,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A142,9056457A142,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,245,S-SM-4-35,10290,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A143,9056457A143,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,246,S-SM-4-36,10291,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A144,9056457A144,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,247,S-SM-4-37,10292,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A145,9056457A145,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,248,S-SM-4-38,10293,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A146,9056457A146,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,249,S-SM-4-39,10294,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A147,9056457A147,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,250,S-SM-4-40,10295,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A148,9056457A148,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,251,S-SM-4-41,10296,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A149,9056457A149,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,252,S-SM-4-42,10297,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A150,9056457A150,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,253,S-SM-4-43,10298,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A151,9056457A151,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,254,S-SM-4-44,10299,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A152,9056457A152,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,255,S-SM-4-45,10300,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A153,9056457A153,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,256,S-SM-4-46,10301,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A154,9056457A154,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,257,S-SM-4-47,10302,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A155,9056457A155,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,258,S-SM-4-48,10303,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A156,9056457A156,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,259,S-SM-4-49,10304,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A157,9056457A157,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,260,S-SM-4-50,10305,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A158,9056457A158,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,261,S-SM-1-50,10306,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-57A159,9056457A159,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,262,S-SM-1-51,10307,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A011,9056463A011,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,263,S-SM-2-41,10308,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A012,9056463A012,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,264,S-SM-2-42,10309,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A013,9056463A013,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,265,S-SM-2-43,10310,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A014,9056463A014,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,266,S-SM-2-44,10311,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A015,9056463A015,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,267,S-SM-2-45,10312,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A016,9056463A016,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,268,S-SM-2-46,10313,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A017,9056463A017,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,269,S-SM-2-47,10314,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A018,9056463A018,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,270,S-SM-2-48,10315,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A019,9056463A019,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,271,S-SM-2-49,10316,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A020,9056463A020,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,272,S-SM-2-50,10317,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A021,9056463A021,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,273,S-SM-3-1,10318,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A022,9056463A022,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,274,S-SM-3-2,10319,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A023,9056463A023,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,275,S-SM-3-3,10320,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A024,9056463A024,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,276,S-SM-3-4,10321,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A025,9056463A025,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,277,S-SM-3-5,10322,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A026,9056463A026,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,278,S-SM-3-6,10323,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
