品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金),当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金)
90564-57A143,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A144,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A145,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A146,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A147,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A148,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A149,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A150,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A151,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A152,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A153,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A154,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A155,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A156,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A157,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A158,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A159,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A011,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A012,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A013,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A014,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A015,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A016,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A017,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A018,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A019,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A020,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A021,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A022,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A023,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A024,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A025,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A026,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,69,23.0,53,20.0,54,18.0,63,22.0,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,59,52,53,62,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,3,2
90564-63A027,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,604,23.0,528,20.0,536,18.0,627,22.0,27,27,26,0,0,22,22,22,22,22,0,0,27,27,27,26,27,0,0,27,27,27,29,27,0,0,29,29,28,30,27,593,527,535,627,26,26,25,0,0,21,21,21,21,21,0,0,26,26,26,25,26,0,0,26,27,26,28,26,0,0,28,28,27,30,26
90564-63A028,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"2,080",23.0,"1,837",20.0,"1,862",18.0,"2,182",22.0,93,92,91,0,0,75,76,75,75,74,0,0,94,93,93,90,93,0,0,92,94,92,100,93,0,0,100,100,98,105,92,"2,066","1,836","1,861","2,181",92,91,90,0,0,74,75,74,74,73,0,0,93,92,92,89,92,0,0,91,93,91,99,92,0,0,99,99,97,104,91
90564-63A029,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,840",23.0,"1,626",20.0,"1,648",18.0,"1,932",22.0,83,82,80,0,0,66,67,66,66,65,0,0,83,82,82,80,82,0,0,82,84,82,89,83,0,0,88,88,86,93,81,"1,829","1,625","1,647","1,931",82,81,79,0,0,65,66,65,65,64,0,0,82,81,81,79,81,0,0,81,83,81,88,82,0,0,87,87,85,92,80
90564-63A030,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"3,729",23.0,"3,305",20.0,"3,350",18.0,"3,926",22.0,167,165,163,0,0,134,136,134,134,132,0,0,168,166,166,162,166,0,0,166,170,166,180,168,0,0,179,179,175,188,165,"3,718","3,304","3,349","3,925",166,164,162,0,0,133,135,133,133,131,0,0,167,165,165,161,165,0,0,165,169,165,179,167,0,0,178,178,174,187,164
90564-63A031,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"2,315",23.0,"2,048",20.0,"2,076",18.0,"2,433",22.0,104,103,101,0,0,83,85,83,83,82,0,0,104,103,103,101,103,0,0,103,105,103,112,104,0,0,111,111,109,117,102,"2,304","2,047","2,075","2,432",103,102,100,0,0,82,84,82,82,81,0,0,103,102,102,100,102,0,0,102,104,102,111,103,0,0,110,110,108,116,101
90564-63A032,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,902,23.0,792,20.0,803,18.0,941,22.0,40,40,39,0,0,33,33,33,33,32,0,0,41,40,40,39,40,0,0,40,41,40,44,41,0,0,43,43,42,45,40,890,791,802,940,39,39,38,0,0,32,32,32,32,31,0,0,40,39,39,38,39,0,0,39,40,39,43,40,0,0,42,42,41,45,39
90564-63A033,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,309,23.0,264,20.0,268,18.0,314,22.0,14,14,13,0,0,11,11,11,11,11,0,0,14,14,14,13,14,0,0,14,14,14,15,14,0,0,15,15,14,15,14,296,263,267,313,13,13,12,0,0,10,10,10,10,10,0,0,13,13,13,12,13,0,0,13,13,13,14,13,0,0,14,14,13,15,13
90564-63A034,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,133,23.0,106,20.0,108,18.0,126,22.0,6,6,6,0,0,5,5,5,5,5,0,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0,6,6,6,6,6,118,105,107,125,5,5,5,0,0,4,4,4,4,4,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,5,5,5,6,5
90564-63A035,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A036,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A037,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A038,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A039,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A040,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
