,JIKANWARI_KBN,KUMI_CD,LINE_DATE,LINE_DATE_修正済,PLAN_PRODUCT_CNT,PRODUCT_CNT,TYOKU_KBN(1),時間割区分_開始時刻,生産台数_加重平均済,計画生産台数_加重平均済,調整日時,計画達成率_加重平均済,日時
7843,11,NH12,2024-02-28,2024-02-29,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-02-29 07:00:00
7852,1,NH11,2024-02-29,2024-02-29,100.0,58.0,1,8:30,29.0,50.0,08:00:00,0.58,2024-02-29 08:00:00
7856,2,NH11,2024-02-29,2024-02-29,108.0,40.0,1,9:30,49.0,104.0,09:00:00,0.47115384615384615,2024-02-29 09:00:00
7860,3,NH11,2024-02-29,2024-02-29,88.0,87.0,1,10:30,63.5,98.0,10:00:00,0.6479591836734694,2024-02-29 10:00:00
7864,4,NH11,2024-02-29,2024-02-29,108.0,108.0,1,11:30,97.5,98.0,11:00:00,0.9948979591836735,2024-02-29 11:00:00
7868,5,NH11,2024-02-29,2024-02-29,0.0,0.0,1,12:30,54.0,54.0,12:00:00,1.0,2024-02-29 12:00:00
7872,6,NH11,2024-02-29,2024-02-29,82.0,71.0,1,13:25,35.5,41.0,13:00:00,0.8658536585365854,2024-02-29 13:00:00
7876,7,NH11,2024-02-29,2024-02-29,106.0,105.0,1,14:20,93.66666666666666,97.99999999999999,14:00:00,0.9557823129251701,2024-02-29 14:00:00
7880,8,NH11,2024-02-29,2024-02-29,90.0,90.0,1,15:20,95.0,95.33333333333333,15:00:00,0.9965034965034966,2024-02-29 15:00:00
7884,9,NH11,2024-02-29,2024-02-29,98.0,97.0,1,16:20,94.66666666666666,95.33333333333333,16:00:00,0.9930069930069929,2024-02-29 16:00:00
7888,10,NH11,2024-02-29,2024-02-29,0.0,2.0,1,17:20,33.666666666666664,32.666666666666664,17:00:00,1.030612244897959,2024-02-29 17:00:00
7892,11,NH11,2024-02-29,2024-02-29,0.0,0.0,1,18:30,1.0,0.0,18:00:00,inf,2024-02-29 18:00:00
7896,12,NH11,2024-02-29,2024-02-29,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-02-29 19:00:00
7900,13,NH11,2024-02-29,2024-02-29,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-02-29 20:00:00
7855,1,NH12,2024-02-29,2024-02-29,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-02-29 21:00:00
7859,2,NH12,2024-02-29,2024-02-29,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-02-29 22:00:00
7863,3,NH12,2024-02-29,2024-02-29,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-02-29 23:00:00
7867,4,NH12,2024-02-29,2024-03-01,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-03-01 00:00:00
7871,5,NH12,2024-02-29,2024-03-01,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-03-01 01:00:00
7875,6,NH12,2024-02-29,2024-03-01,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-01 02:00:00
7879,7,NH12,2024-02-29,2024-03-01,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-03-01 03:00:00
7883,8,NH12,2024-02-29,2024-03-01,106.0,88.0,2,4:00,88.0,106.0,04:00:00,0.8301886792452831,2024-03-01 04:00:00
7887,9,NH12,2024-02-29,2024-03-01,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-01 05:00:00
7891,10,NH12,2024-02-29,2024-03-01,80.0,80.0,2,6:00,80.0,80.0,06:00:00,1.0,2024-03-01 06:00:00
7895,11,NH12,2024-02-29,2024-03-01,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-01 07:00:00
7904,1,NH11,2024-03-01,2024-03-01,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-03-01 08:00:00
7908,2,NH11,2024-03-01,2024-03-01,108.0,108.0,1,9:30,104.0,104.0,09:00:00,1.0,2024-03-01 09:00:00
7912,3,NH11,2024-03-01,2024-03-01,88.0,88.0,1,10:30,98.0,98.0,10:00:00,1.0,2024-03-01 10:00:00
7916,4,NH11,2024-03-01,2024-03-01,108.0,108.0,1,11:30,98.0,98.0,11:00:00,1.0,2024-03-01 11:00:00
7920,5,NH11,2024-03-01,2024-03-01,0.0,0.0,1,12:30,54.0,54.0,12:00:00,1.0,2024-03-01 12:00:00
7924,6,NH11,2024-03-01,2024-03-01,82.0,82.0,1,13:25,41.0,41.0,13:00:00,1.0,2024-03-01 13:00:00
7928,7,NH11,2024-03-01,2024-03-01,106.0,106.0,1,14:20,97.99999999999999,97.99999999999999,14:00:00,1.0,2024-03-01 14:00:00
7932,8,NH11,2024-03-01,2024-03-01,90.0,90.0,1,15:20,95.33333333333333,95.33333333333333,15:00:00,1.0,2024-03-01 15:00:00
7936,9,NH11,2024-03-01,2024-03-01,98.0,98.0,1,16:20,95.33333333333333,95.33333333333333,16:00:00,1.0,2024-03-01 16:00:00
7940,10,NH11,2024-03-01,2024-03-01,0.0,0.0,1,17:20,32.666666666666664,32.666666666666664,17:00:00,1.0,2024-03-01 17:00:00
7944,11,NH11,2024-03-01,2024-03-01,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2024-03-01 18:00:00
7948,12,NH11,2024-03-01,2024-03-01,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-01 19:00:00
7952,13,NH11,2024-03-01,2024-03-01,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-01 20:00:00
7907,1,NH12,2024-03-01,2024-03-01,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-01 21:00:00
7911,2,NH12,2024-03-01,2024-03-01,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-03-01 22:00:00
7915,3,NH12,2024-03-01,2024-03-01,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-03-01 23:00:00
7919,4,NH12,2024-03-01,2024-03-02,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-03-02 00:00:00
7923,5,NH12,2024-03-01,2024-03-02,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-03-02 01:00:00
7927,6,NH12,2024-03-01,2024-03-02,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-02 02:00:00
7931,7,NH12,2024-03-01,2024-03-02,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-03-02 03:00:00
7935,8,NH12,2024-03-01,2024-03-02,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-03-02 04:00:00
7939,9,NH12,2024-03-01,2024-03-02,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-02 05:00:00
7943,10,NH12,2024-03-01,2024-03-02,80.0,80.0,2,6:00,80.0,80.0,06:00:00,1.0,2024-03-02 06:00:00
7947,11,NH12,2024-03-01,2024-03-02,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-02 07:00:00
7956,1,NH11,2024-03-02,2024-03-02,100.0,0.0,1,8:30,0.0,50.0,08:00:00,0.0,2024-03-02 08:00:00
7960,2,NH11,2024-03-02,2024-03-02,108.0,0.0,1,9:30,0.0,104.0,09:00:00,0.0,2024-03-02 09:00:00
7964,3,NH11,2024-03-02,2024-03-02,88.0,0.0,1,10:30,0.0,98.0,10:00:00,0.0,2024-03-02 10:00:00
7968,4,NH11,2024-03-02,2024-03-02,108.0,0.0,1,11:30,0.0,98.0,11:00:00,0.0,2024-03-02 11:00:00
7972,5,NH11,2024-03-02,2024-03-02,0.0,0.0,1,12:30,0.0,54.0,12:00:00,0.0,2024-03-02 12:00:00
7976,6,NH11,2024-03-02,2024-03-02,82.0,0.0,1,13:25,0.0,41.0,13:00:00,0.0,2024-03-02 13:00:00
7980,7,NH11,2024-03-02,2024-03-02,106.0,0.0,1,14:20,0.0,97.99999999999999,14:00:00,0.0,2024-03-02 14:00:00
7984,8,NH11,2024-03-02,2024-03-02,90.0,0.0,1,15:20,0.0,95.33333333333333,15:00:00,0.0,2024-03-02 15:00:00
7988,9,NH11,2024-03-02,2024-03-02,98.0,0.0,1,16:20,0.0,95.33333333333333,16:00:00,0.0,2024-03-02 16:00:00
7992,10,NH11,2024-03-02,2024-03-02,0.0,0.0,1,17:20,0.0,32.666666666666664,17:00:00,0.0,2024-03-02 17:00:00
7996,11,NH11,2024-03-02,2024-03-02,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2024-03-02 18:00:00
8000,12,NH11,2024-03-02,2024-03-02,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-02 19:00:00
8004,13,NH11,2024-03-02,2024-03-02,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-02 20:00:00
7959,1,NH12,2024-03-02,2024-03-02,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-02 21:00:00
7963,2,NH12,2024-03-02,2024-03-02,100.0,0.0,2,22:00,0.0,100.0,22:00:00,0.0,2024-03-02 22:00:00
7967,3,NH12,2024-03-02,2024-03-02,108.0,0.0,2,23:00,0.0,108.0,23:00:00,0.0,2024-03-02 23:00:00
7971,4,NH12,2024-03-02,2024-03-03,88.0,0.0,2,0:00,0.0,88.0,00:00:00,0.0,2024-03-03 00:00:00
7975,5,NH12,2024-03-02,2024-03-03,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-03-03 01:00:00
7979,6,NH12,2024-03-02,2024-03-03,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-03 02:00:00
7983,7,NH12,2024-03-02,2024-03-03,100.0,0.0,2,3:00,0.0,100.0,03:00:00,0.0,2024-03-03 03:00:00
7987,8,NH12,2024-03-02,2024-03-03,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-03-03 04:00:00
7991,9,NH12,2024-03-02,2024-03-03,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-03-03 05:00:00
7995,10,NH12,2024-03-02,2024-03-03,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-03-03 06:00:00
7999,11,NH12,2024-03-02,2024-03-03,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-03 07:00:00
8010,1,NH12,2024-03-03,2024-03-03,100.0,0.0,1,8:30,0.0,50.0,08:00:00,0.0,2024-03-03 08:00:00
8014,2,NH12,2024-03-03,2024-03-03,108.0,0.0,1,9:30,0.0,54.0,09:00:00,0.0,2024-03-03 09:00:00
8018,3,NH12,2024-03-03,2024-03-03,88.0,0.0,1,10:30,0.0,94.0,10:00:00,0.0,2024-03-03 10:00:00
8022,4,NH12,2024-03-03,2024-03-03,108.0,0.0,1,11:30,0.0,108.0,11:00:00,0.0,2024-03-03 11:00:00
8026,5,NH12,2024-03-03,2024-03-03,0.0,0.0,1,12:30,0.0,44.0,12:00:00,0.0,2024-03-03 12:00:00
8030,6,NH12,2024-03-03,2024-03-03,26.0,0.0,1,13:25,0.0,67.0,13:00:00,0.0,2024-03-03 13:00:00
8034,7,NH12,2024-03-03,2024-03-03,108.0,0.0,1,14:20,0.0,72.0,14:00:00,0.0,2024-03-03 14:00:00
8038,8,NH12,2024-03-03,2024-03-03,90.0,0.0,1,15:20,0.0,75.33333333333333,15:00:00,0.0,2024-03-03 15:00:00
8042,9,NH12,2024-03-03,2024-03-03,98.0,0.0,1,16:20,0.0,100.66666666666666,16:00:00,0.0,2024-03-03 16:00:00
8046,10,NH12,2024-03-03,2024-03-03,0.0,0.0,1,17:20,0.0,30.0,17:00:00,0.0,2024-03-03 17:00:00
8050,11,NH12,2024-03-03,2024-03-03,0.0,0.0,1,18:30,0.0,40.0,18:00:00,0.0,2024-03-03 18:00:00
8054,12,NH12,2024-03-03,2024-03-03,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-03 19:00:00
8058,13,NH12,2024-03-03,2024-03-03,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-03 20:00:00
8009,1,NH11,2024-03-03,2024-03-03,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-03 21:00:00
8013,2,NH11,2024-03-03,2024-03-03,100.0,0.0,2,22:00,0.0,100.0,22:00:00,0.0,2024-03-03 22:00:00
8017,3,NH11,2024-03-03,2024-03-03,108.0,0.0,2,23:00,0.0,108.0,23:00:00,0.0,2024-03-03 23:00:00
8021,4,NH11,2024-03-03,2024-03-04,88.0,0.0,2,0:00,0.0,88.0,00:00:00,0.0,2024-03-04 00:00:00
8025,5,NH11,2024-03-03,2024-03-04,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-03-04 01:00:00
8029,6,NH11,2024-03-03,2024-03-04,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-04 02:00:00
8033,7,NH11,2024-03-03,2024-03-04,46.0,0.0,2,3:00,0.0,46.0,03:00:00,0.0,2024-03-04 03:00:00
8037,8,NH11,2024-03-03,2024-03-04,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-03-04 04:00:00
8041,9,NH11,2024-03-03,2024-03-04,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-03-04 05:00:00
8045,10,NH11,2024-03-03,2024-03-04,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-03-04 06:00:00
8049,11,NH11,2024-03-03,2024-03-04,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-04 07:00:00
8062,1,NH12,2024-03-04,2024-03-04,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-03-04 08:00:00
8066,2,NH12,2024-03-04,2024-03-04,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-03-04 09:00:00
8070,3,NH12,2024-03-04,2024-03-04,88.0,88.0,1,10:30,72.0,94.0,10:00:00,0.7659574468085106,2024-03-04 10:00:00
8074,4,NH12,2024-03-04,2024-03-04,108.0,108.0,1,11:30,91.0,108.0,11:00:00,0.8425925925925926,2024-03-04 11:00:00
8078,5,NH12,2024-03-04,2024-03-04,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-03-04 12:00:00
8082,6,NH12,2024-03-04,2024-03-04,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-03-04 13:00:00
8086,7,NH12,2024-03-04,2024-03-04,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-03-04 14:00:00
8090,8,NH12,2024-03-04,2024-03-04,90.0,90.0,1,15:20,94.33333333333333,93.33333333333333,15:00:00,1.0107142857142857,2024-03-04 15:00:00
8094,9,NH12,2024-03-04,2024-03-04,98.0,98.0,1,16:20,100.66666666666666,100.66666666666666,16:00:00,1.0,2024-03-04 16:00:00
8098,10,NH12,2024-03-04,2024-03-04,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-03-04 17:00:00
8102,11,NH12,2024-03-04,2024-03-04,0.0,0.0,1,18:30,39.0,40.0,18:00:00,0.975,2024-03-04 18:00:00
8106,12,NH12,2024-03-04,2024-03-04,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-04 19:00:00
8110,13,NH12,2024-03-04,2024-03-04,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-04 20:00:00
8061,1,NH11,2024-03-04,2024-03-04,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-04 21:00:00
8065,2,NH11,2024-03-04,2024-03-04,100.0,56.0,2,22:00,56.0,100.0,22:00:00,0.56,2024-03-04 22:00:00
8069,3,NH11,2024-03-04,2024-03-04,108.0,74.0,2,23:00,74.0,108.0,23:00:00,0.6851851851851852,2024-03-04 23:00:00
8073,4,NH11,2024-03-04,2024-03-05,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-03-05 00:00:00
8077,5,NH11,2024-03-04,2024-03-05,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-03-05 01:00:00
8081,6,NH11,2024-03-04,2024-03-05,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-05 02:00:00
8085,7,NH11,2024-03-04,2024-03-05,100.0,103.0,2,3:00,103.0,100.0,03:00:00,1.03,2024-03-05 03:00:00
8089,8,NH11,2024-03-04,2024-03-05,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-03-05 04:00:00
8093,9,NH11,2024-03-04,2024-03-05,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-05 05:00:00
8097,10,NH11,2024-03-04,2024-03-05,80.0,78.0,2,6:00,78.0,80.0,06:00:00,0.975,2024-03-05 06:00:00
8101,11,NH11,2024-03-04,2024-03-05,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-05 07:00:00
8114,1,NH12,2024-03-05,2024-03-05,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-03-05 08:00:00
8118,2,NH12,2024-03-05,2024-03-05,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-03-05 09:00:00
8122,3,NH12,2024-03-05,2024-03-05,88.0,88.0,1,10:30,93.5,94.0,10:00:00,0.9946808510638298,2024-03-05 10:00:00
8126,4,NH12,2024-03-05,2024-03-05,108.0,108.0,1,11:30,108.0,108.0,11:00:00,1.0,2024-03-05 11:00:00
8130,5,NH12,2024-03-05,2024-03-05,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-03-05 12:00:00
8134,6,NH12,2024-03-05,2024-03-05,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-03-05 13:00:00
8138,7,NH12,2024-03-05,2024-03-05,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-03-05 14:00:00
8142,8,NH12,2024-03-05,2024-03-05,90.0,90.0,1,15:20,93.33333333333333,93.33333333333333,15:00:00,1.0,2024-03-05 15:00:00
8146,9,NH12,2024-03-05,2024-03-05,98.0,98.0,1,16:20,99.66666666666666,100.66666666666666,16:00:00,0.9900662251655629,2024-03-05 16:00:00
8150,10,NH12,2024-03-05,2024-03-05,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-03-05 17:00:00
8154,11,NH12,2024-03-05,2024-03-05,0.0,0.0,1,18:30,39.0,40.0,18:00:00,0.975,2024-03-05 18:00:00
8158,12,NH12,2024-03-05,2024-03-05,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-05 19:00:00
8162,13,NH12,2024-03-05,2024-03-05,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-05 20:00:00
8113,1,NH11,2024-03-05,2024-03-05,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-05 21:00:00
8117,2,NH11,2024-03-05,2024-03-05,100.0,99.0,2,22:00,99.0,100.0,22:00:00,0.99,2024-03-05 22:00:00
8121,3,NH11,2024-03-05,2024-03-05,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-03-05 23:00:00
8125,4,NH11,2024-03-05,2024-03-06,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-03-06 00:00:00
8129,5,NH11,2024-03-05,2024-03-06,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-03-06 01:00:00
8133,6,NH11,2024-03-05,2024-03-06,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-06 02:00:00
8137,7,NH11,2024-03-05,2024-03-06,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-03-06 03:00:00
8141,8,NH11,2024-03-05,2024-03-06,106.0,103.0,2,4:00,103.0,106.0,04:00:00,0.9716981132075472,2024-03-06 04:00:00
8145,9,NH11,2024-03-05,2024-03-06,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-06 05:00:00
8149,10,NH11,2024-03-05,2024-03-06,80.0,78.0,2,6:00,78.0,80.0,06:00:00,0.975,2024-03-06 06:00:00
8153,11,NH11,2024-03-05,2024-03-06,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-06 07:00:00
8166,1,NH12,2024-03-06,2024-03-06,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-03-06 08:00:00
8170,2,NH12,2024-03-06,2024-03-06,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-03-06 09:00:00
8174,3,NH12,2024-03-06,2024-03-06,88.0,88.0,1,10:30,94.0,94.0,10:00:00,1.0,2024-03-06 10:00:00
8178,4,NH12,2024-03-06,2024-03-06,0.0,0.0,1,11:30,53.0,54.0,11:00:00,0.9814814814814815,2024-03-06 11:00:00
8182,5,NH12,2024-03-06,2024-03-06,0.0,0.0,1,12:30,43.0,44.0,12:00:00,0.9772727272727273,2024-03-06 12:00:00
8186,6,NH12,2024-03-06,2024-03-06,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-03-06 13:00:00
8190,7,NH12,2024-03-06,2024-03-06,108.0,108.0,1,14:20,72.0,72.0,14:00:00,1.0,2024-03-06 14:00:00
8194,8,NH12,2024-03-06,2024-03-06,88.0,88.0,1,15:20,92.0,92.0,15:00:00,1.0,2024-03-06 15:00:00
8198,9,NH12,2024-03-06,2024-03-06,98.0,98.0,1,16:20,100.0,100.66666666666666,16:00:00,0.9933774834437087,2024-03-06 16:00:00
8202,10,NH12,2024-03-06,2024-03-06,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-03-06 17:00:00
8206,11,NH12,2024-03-06,2024-03-06,0.0,0.0,1,18:30,40.0,40.0,18:00:00,1.0,2024-03-06 18:00:00
8210,12,NH12,2024-03-06,2024-03-06,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-06 19:00:00
8214,13,NH12,2024-03-06,2024-03-06,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-06 20:00:00
8165,1,NH11,2024-03-06,2024-03-06,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-06 21:00:00
8169,2,NH11,2024-03-06,2024-03-06,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-03-06 22:00:00
8173,3,NH11,2024-03-06,2024-03-06,108.0,106.0,2,23:00,106.0,108.0,23:00:00,0.9814814814814815,2024-03-06 23:00:00
8177,4,NH11,2024-03-06,2024-03-07,88.0,86.0,2,0:00,86.0,88.0,00:00:00,0.9772727272727273,2024-03-07 00:00:00
8181,5,NH11,2024-03-06,2024-03-07,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-03-07 01:00:00
8185,6,NH11,2024-03-06,2024-03-07,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-07 02:00:00
8189,7,NH11,2024-03-06,2024-03-07,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-03-07 03:00:00
8193,8,NH11,2024-03-06,2024-03-07,106.0,104.0,2,4:00,104.0,106.0,04:00:00,0.9811320754716981,2024-03-07 04:00:00
8197,9,NH11,2024-03-06,2024-03-07,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-07 05:00:00
8201,10,NH11,2024-03-06,2024-03-07,80.0,80.0,2,6:00,80.0,80.0,06:00:00,1.0,2024-03-07 06:00:00
8205,11,NH11,2024-03-06,2024-03-07,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-07 07:00:00
8218,1,NH12,2024-03-07,2024-03-07,100.0,61.0,1,8:30,30.5,50.0,08:00:00,0.61,2024-03-07 08:00:00
8222,2,NH12,2024-03-07,2024-03-07,108.0,62.0,1,9:30,31.0,54.0,09:00:00,0.5740740740740741,2024-03-07 09:00:00
8226,3,NH12,2024-03-07,2024-03-07,88.0,88.0,1,10:30,91.5,94.0,10:00:00,0.973404255319149,2024-03-07 10:00:00
8230,4,NH12,2024-03-07,2024-03-07,108.0,108.0,1,11:30,107.5,108.0,11:00:00,0.9953703703703703,2024-03-07 11:00:00
8234,5,NH12,2024-03-07,2024-03-07,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-03-07 12:00:00
8238,6,NH12,2024-03-07,2024-03-07,82.0,82.0,1,13:25,94.0,95.0,13:00:00,0.9894736842105263,2024-03-07 13:00:00
8242,7,NH12,2024-03-07,2024-03-07,106.0,92.0,1,14:20,61.33333333333333,70.66666666666666,14:00:00,0.8679245283018868,2024-03-07 14:00:00
8246,8,NH12,2024-03-07,2024-03-07,90.0,90.0,1,15:20,93.33333333333333,93.33333333333333,15:00:00,1.0,2024-03-07 15:00:00
8250,9,NH12,2024-03-07,2024-03-07,98.0,98.0,1,16:20,100.33333333333333,100.66666666666666,16:00:00,0.9966887417218544,2024-03-07 16:00:00
8254,10,NH12,2024-03-07,2024-03-07,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-03-07 17:00:00
8258,11,NH12,2024-03-07,2024-03-07,0.0,0.0,1,18:30,39.5,40.0,18:00:00,0.9875,2024-03-07 18:00:00
8262,12,NH12,2024-03-07,2024-03-07,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-03-07 19:00:00
8266,13,NH12,2024-03-07,2024-03-07,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-03-07 20:00:00
8217,1,NH11,2024-03-07,2024-03-07,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-03-07 21:00:00
8221,2,NH11,2024-03-07,2024-03-07,100.0,95.0,2,22:00,95.0,100.0,22:00:00,0.95,2024-03-07 22:00:00
8225,3,NH11,2024-03-07,2024-03-07,108.0,107.0,2,23:00,107.0,108.0,23:00:00,0.9907407407407407,2024-03-07 23:00:00
8229,4,NH11,2024-03-07,2024-03-08,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-03-08 00:00:00
8233,5,NH11,2024-03-07,2024-03-08,108.0,106.0,2,1:00,106.0,108.0,01:00:00,0.9814814814814815,2024-03-08 01:00:00
8237,6,NH11,2024-03-07,2024-03-08,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-03-08 02:00:00
8241,7,NH11,2024-03-07,2024-03-08,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-03-08 03:00:00
8245,8,NH11,2024-03-07,2024-03-08,106.0,105.0,2,4:00,105.0,106.0,04:00:00,0.9905660377358491,2024-03-08 04:00:00
8249,9,NH11,2024-03-07,2024-03-08,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-03-08 05:00:00
8253,10,NH11,2024-03-07,2024-03-08,80.0,79.0,2,6:00,79.0,80.0,06:00:00,0.9875,2024-03-08 06:00:00
8257,11,NH11,2024-03-07,2024-03-08,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-03-08 07:00:00
8270,1,NH12,2024-03-08,2024-03-08,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-03-08 08:00:00
8274,2,NH12,2024-03-08,2024-03-08,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-03-08 09:00:00
8278,3,NH12,2024-03-08,2024-03-08,88.0,88.0,1,10:30,94.0,94.0,10:00:00,1.0,2024-03-08 10:00:00
8282,4,NH12,2024-03-08,2024-03-08,108.0,108.0,1,11:30,108.0,108.0,11:00:00,1.0,2024-03-08 11:00:00
8286,5,NH12,2024-03-08,2024-03-08,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-03-08 12:00:00
8290,6,NH12,2024-03-08,2024-03-08,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-03-08 13:00:00
8294,7,NH12,2024-03-08,2024-03-08,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-03-08 14:00:00
